date,spsl20_points
2024-06-20,3612.86
2024-06-21,3616.0
2024-06-25,3632.21
2024-06-26,3633.33
2024-06-27,3632.16
2024-06-28,3595.81
2024-07-01,3602.64
2024-07-02,3568.75
2024-07-03,3575.12
2024-07-04,3540.05
2024-07-05,3512.39
2024-07-08,3508.02
2024-07-09,3471.42
2024-07-10,3440.29
2024-07-11,3452.34
2024-07-12,3440.71
2024-07-15,3463.39
2024-07-16,3477.65
2024-07-17,3475.33
2024-07-18,3459.36
2024-07-19,3438.0
2024-07-22,3430.19
2024-07-23,3367.57
2024-07-24,3377.46
2024-07-25,3414.06
2024-07-26,3394.37
2024-07-29,3388.66
2024-07-30,3369.28
2024-07-31,3340.37
2024-08-01,3267.43
2024-08-02,3283.05
2024-08-05,3293.73
2024-08-06,3216.49
2024-08-07,3235.1
2024-08-08,3221.14
2024-08-09,3215.11
2024-08-12,3229.89
2024-08-13,3234.69
2024-08-14,3249.4
2024-08-15,3278.74
2024-08-16,3309.98
2024-08-19,3307.36
2024-08-21,3307.38
2024-08-22,3306.21
2024-08-23,3286.61
2024-08-26,3256.59
2024-08-27,3196.03
2024-08-28,3154.73
2024-08-29,3107.97
2024-08-30,3083.92
2024-09-02,3063.75
2024-09-03,3005.01
2024-09-04,2996.61
2024-09-05,3058.22
2024-09-06,3041.65
2024-09-09,3021.57
2024-09-10,2964.35
2024-09-11,2937.53
2024-09-12,2928.36
2024-09-13,2928.74
2024-09-16,2987.77
2024-09-19,3048.02
2024-09-20,3061.9
2024-09-23,3103.55
2024-09-24,3168.09
2024-09-25,3236.79
2024-09-26,3383.76
2024-09-27,3399.44
2024-09-30,3434.44
2024-10-01,3459.41
2024-10-02,3505.83
2024-10-03,3512.64
2024-10-04,3490.84
2024-10-07,3540.22
2024-10-08,3594.94
2024-10-09,3605.35
2024-10-10,3603.53
2024-10-11,3601.2
2024-10-14,3635.36
2024-10-15,3623.34
2024-10-16,3607.01
2024-10-17,3618.1
2024-10-21,3627.25
2024-10-22,3624.86
2024-10-23,3631.21
2024-10-24,3675.77
2024-10-25,3732.11
2024-10-28,3764.35
2024-10-29,3790.17
2024-10-30,3859.73
2024-10-31,3868.16
2024-11-04,3880.09
2024-11-05,3876.88
2024-11-06,3855.26
2024-11-07,3831.91
2024-11-08,3827.25
2024-11-11,3826.35
2024-11-12,3866.21
2024-11-13,3892.27
2024-11-14,3941.72
2024-11-15,3986.85
2024-11-19,3983.88
2024-11-20,3930.27
2024-11-21,3918.13
2024-11-22,3874.74
2024-11-25,3866.88
2024-11-26,3798.38
2024-11-27,3852.19
2024-11-28,3883.52
2024-11-29,3918.58
2024-12-02,3907.97
2024-12-03,3916.21
2024-12-04,3949.39
2024-12-05,4020.81
2024-12-06,4056.66
2024-12-09,4069.57
2024-12-10,4094.24
2024-12-11,4129.31
2024-12-12,4154.9
2024-12-13,4186.09
2024-12-16,4257.91
2024-12-17,4356.42
2024-12-18,4381.12
2024-12-19,4414.12
2024-12-20,4400.85
2024-12-23,4420.44
2024-12-24,4494.44
2024-12-25,4533.06
2024-12-27,4605.21
2024-12-30,4682.35
2024-12-31,4830.04
2025-01-01,4861.59
2025-01-03,4974.09
2025-01-06,4925.82
2025-01-07,4806.63
2025-01-08,4802.21
2025-01-09,4824.13
2025-01-10,4749.69
2025-01-13,4815.28
2025-01-16,4905.92
2025-01-17,4923.69
2025-01-20,4927.86
2025-01-21,4969.01
2025-01-22,5056.74
2025-01-23,5138.66
2025-01-24,5189.1
2025-01-27,5125.58
2025-01-28,5150.61
2025-01-29,5171.71
2025-01-30,5146.02
2025-01-31,5131.32
2025-02-03,5127.97
2025-02-04,5067.23
2025-02-06,4889.6
2025-02-07,4937.79
2025-02-10,4996.07
2025-02-11,4970.21
2025-02-12,4898.0
2025-02-14,4946.6
2025-02-17,5037.52
2025-02-18,5109.63
2025-02-19,5139.63
2025-02-20,5094.34
2025-02-21,5052.39
2025-02-24,5070.73
2025-02-25,5002.43
2025-02-26,4912.17
2025-02-28,4904.63
2025-03-03,4940.49
2025-03-04,4828.67
2025-03-05,4759.7
2025-03-06,4826.92
2025-03-07,4817.59
2025-03-10,4817.74
2025-03-11,4778.72
2025-03-12,4684.2
2025-03-13,4747.02
2025-03-17,4737.61
2025-03-18,4668.02
2025-03-19,4588.03
2025-03-20,4612.38
2025-03-21,4703.54
2025-03-24,4772.71
2025-03-25,4768.26
2025-03-26,4761.65
2025-03-27,4747.76
2025-03-28,4767.27
2025-03-31,4740.43
2025-04-02,4763.86
2025-04-03,4768.41
2025-04-04,4638.67
2025-04-07,4541.71
2025-04-08,4268.78
2025-04-09,4455.13
2025-04-10,4360.83
2025-04-11,4638.38
2025-04-14,4619.65
2025-04-17,4653.11
2025-04-18,4643.14
2025-04-22,4623.07
2025-04-23,4597.78
2025-04-24,4608.41
2025-04-25,4608.44
2025-04-28,4643.6
2025-04-29,4659.72
2025-04-30,4673.54
2025-05-01,4647.05
2025-05-05,4649.29
2025-05-06,4665.04
2025-05-07,4679.65
2025-05-08,4640.04
2025-05-09,4659.41
2025-05-12,4666.02
2025-05-15,4748.51
2025-05-16,4807.18
2025-05-19,4832.94
2025-05-20,4837.69
2025-05-21,4820.18
2025-05-22,4818.13
2025-05-23,4850.15
2025-05-26,4842.95
2025-05-27,4849.48
2025-05-28,4916.11
2025-05-29,4923.3
2025-05-30,4970.55
2025-06-02,4990.8
2025-06-03,5047.91
2025-06-04,5143.45
2025-06-05,5162.06
2025-06-06,5193.79
2025-06-09,5175.15
2025-06-10,5211.72
2025-06-12,5287.08
2025-06-13,5272.53
2025-06-16,5193.92
2025-06-17,5160.99
2025-06-18,5154.19
2025-06-19,5086.43
2025-06-20,5039.12
2025-06-23,5095.37
2025-06-24,4996.07
2025-06-25,5125.0
2025-06-26,5219.48
2025-06-27,5276.34
2025-06-30,5289.51
2025-07-01,5345.8
2025-07-02,5355.63
2025-07-03,5362.12
2025-07-04,5353.58
2025-07-07,5363.26
2025-07-08,5348.43
2025-07-09,5332.68
2025-07-10,5358.73
2025-07-14,5502.34
2025-07-15,5653.65
2025-07-16,5712.39
2025-07-17,5666.09
2025-07-18,5630.59
2025-07-21,5650.39
2025-07-22,5648.01
2025-07-23,5672.28
2025-07-24,5692.58
2025-07-25,5735.44
2025-07-28,5760.35
2025-07-29,5778.34
2025-07-30,5762.81
2025-07-31,5762.46
2025-08-01,5765.73
2025-08-04,5897.09
2025-08-05,5862.88
2025-08-06,5845.27
2025-08-07,5841.59
2025-08-08,5825.21
2025-08-12,5826.15
2025-08-13,5834.4
2025-08-14,5822.29
2025-08-15,5794.14
2025-08-18,5904.26
2025-08-19,5998.44
2025-08-20,6065.02
2025-08-21,6112.38
2025-08-22,6116.09
2025-08-25,6095.63
2025-08-26,6048.33
2025-08-27,6066.01
2025-08-28,6068.74
2025-08-29,6061.54
2025-09-01,6086.91
2025-09-02,6071.82
2025-09-03,6042.25
2025-09-04,6008.3
2025-09-05,6005.29
2025-09-09,5966.7
2025-09-10,5900.32
2025-09-11,5949.05
2025-09-12,5889.4
2025-09-15,5873.43
2025-09-16,5799.46
2025-09-17,5880.59
2025-09-18,5906.44
2025-09-19,5973.88
2025-09-22,6003.5
2025-09-23,6059.91
2025-09-24,6086.16
2025-09-25,6087.22
2025-09-26,6109.8
2025-09-29,6113.53
2025-09-30,6125.24
2025-10-01,6127.65
2025-10-02,6142.68
2025-10-03,6157.57
2025-10-06,6189.57
2025-10-08,6181.92
2025-10-09,6164.59
2025-10-10,6171.18
2025-10-13,6234.33
2025-10-14,6215.11
2025-10-15,6229.44
2025-10-16,6210.11
2025-10-17,6233.73
2025-10-20,6268.95
2025-10-22,6292.27
2025-10-23,6271.74
2025-10-24,6269.54
2025-10-27,6275.65
2025-10-28,6259.98
2025-10-29,6220.21
2025-10-30,6213.34
2025-10-31,6200.04
2025-11-03,6217.55
2025-11-04,6253.48
2025-11-05,6256.17
2025-11-07,6316.38
2025-11-10,6404.77
2025-11-11,6510.98
2025-11-12,6533.94
2025-11-13,6552.87
2025-11-14,6462.04
2025-11-17,6425.74
2025-11-18,6411.77
2025-11-19,6374.83
2025-11-20,6361.36
2025-11-21,6386.6
2025-11-24,6374.61
2025-11-25,6287.81
2025-11-26,6305.25
2025-11-27,6318.28
2025-11-28,6279.13
2025-12-01,6278.57
2025-12-02,6104.38
2025-12-03,6150.15
2025-12-04,6039.95
2025-12-08,5942.97
2025-12-09,5932.46
2025-12-10,6026.87
2025-12-11,6087.23
2025-12-12,6096.73
2025-12-15,6101.3
2025-12-16,6060.15
2025-12-17,6068.85
2025-12-18,6077.42
2025-12-19,6076.44
2025-12-22,6062.58
2025-12-23,6025.59
2025-12-24,6020.15
2025-12-25,6026.64
2025-12-29,6046.63
2025-12-30,6051.72
2025-12-31,6124.04
2026-01-01,6152.85
2026-01-05,6195.95
2026-01-06,6237.35
2026-01-07,6379.11
2026-01-08,6363.85
2026-01-09,6463.86
2026-01-12,6509.79
2026-01-13,6504.78
2026-01-14,6507.77
2026-01-15,6558.41
2026-01-19,6567.25
2026-01-20,6546.35
2026-01-21,6553.37
2026-01-22,6615.35
2026-01-23,6622.36
2026-01-26,6651.64
2026-01-27,6662.2
2026-01-28,6685.31
2026-01-29,6672.86
2026-01-30,6664.92
2026-02-02,6646.83
2026-02-03,6606.93
2026-02-04,6606.95
2026-02-06,6609.92
2026-02-09,6626.38
2026-02-10,6617.33
2026-02-11,6611.16
2026-02-12,6609.87
2026-02-13,6607.05
2026-02-16,6623.69
2026-02-17,6715.91
2026-02-18,6715.7
2026-02-19,6755.83
2026-02-20,6731.31
2026-02-23,6728.09
2026-02-24,6743.19
2026-02-25,6689.49
2026-02-26,6697.76
2026-02-27,6712.98
2026-03-02,6652.48
2026-03-04,6313.24
2026-03-05,6363.34
2026-03-06,6421.46
2026-03-09,6370.13
2026-03-10,6144.73
2026-03-11,6289.28
2026-03-12,6278.4
2026-03-13,6187.66
2026-03-16,6097.26
2026-03-17,5891.67
2026-03-18,5770.59
2026-03-19,5803.72
2026-03-20,5648.29
2026-03-23,5756.71
2026-03-24,5702.24
2026-03-25,5927.87
2026-03-26,6137.44
2026-03-27,6043.03
2026-03-30,6009.11
2026-03-31,5916.25
2026-04-01,5905.39
2026-04-03,5888.48
2026-04-07,5902.34
2026-04-08,5842.55
2026-04-09,6099.92
2026-04-10,6101.07
2026-04-13,6161.16
2026-04-16,6187.75
