time,open,high,low,close,Basis,Upper,Lower,Volume,Bollinger Bands %b
1354248000,35.75,36.224998,35.025003,35.75,37.19499990000001,39.83605033420306,34.55394946579697,30200,0.22643462591882463
1354507200,37.474998,37.5,36.25,37.474998,37.127499800000024,39.6654560770073,34.58954352299275,173628,0.5684602416417002
1354852800,37.474998,37.5,36.5,37.474998,37.06374970000002,39.49739211066846,34.630107289331576,38036,0.5844923432869964
1355112000,37.375,37.375,37.375,37.375,37.019999700000014,39.397581775976555,34.64241762402347,4,0.5746557402974569
1355284800,37.45,37.5,35.525003,37.45,36.97874955000002,39.29565775351203,34.661841346488,92596,0.6016981271173486
1355371200,37,37.75,37,37,36.91624955000002,39.15886262373821,34.67363647626183,12140,0.518672514438788
1355457600,37.5,37.75,37.025003,37.5,36.90124955000002,39.12394236379653,34.678556736203504,4408,0.6346903283898407
1355716800,37.5,37.5,37.5,37.5,36.83999965000002,38.921308344548066,34.75869095545197,28,0.6585541711637591
1355889600,36.25,36.275003,36.25,36.25,36.71499965000002,38.614827413772694,34.81517188622734,3240,0.3776205772789053
1355976000,36.25,36.25,36.25,36.25,36.62749965000002,38.44180951521107,34.81318978478897,1620,0.39596604823727133
1356062400,37.2,37.25,36.224998,37.2,36.61999975000001,38.42350906519728,34.816490434802745,93704,0.6607976862422111
1356667200,37,37,37,37,36.59624985000001,38.36629653173028,34.826203168269735,2000,0.6140507067320157
1356926400,37,37,37,37,36.579999850000014,38.32882702442363,34.8311726755764,424,0.6200805191451838
1357099200,38,38,38,38,36.63749995000001,38.49057084044187,34.78442905955816,4,0.8676330077353666
1357185600,36.275003,38,36.25,36.275003,36.67625010000001,38.46380849317336,34.88869170682666,12036,0.3877667153329457
1357272000,37.5,37.5,37.25,37.5,36.71375010000001,38.537034219111405,34.89046598088862,41872,0.715613653340868
1357531200,37.5,38,37,37.5,36.77625010000001,38.617272894265184,34.93522730573484,34628,0.696561906309494
1357617600,37.5,38.25,37.5,37.5,36.90125010000001,38.57475385828805,35.22774634171198,4516,0.6788911130419264
1357704000,36.525003,38.25,36.5,36.525003,36.977500250000006,38.420663607006965,35.534336892993046,40012,0.3432272937768938
1357790400,37.5,37.5,36.375,37.5,37.10125010000001,38.24738118718199,35.955119012818024,8404,0.6739547528461189
1357876800,37.5,37.5,37.5,37.5,37.18875010000001,38.16323273145385,36.21426746854616,6020,0.6597000756881805
1358222400,37,37.25,37,37,37.1650002,38.13355474983494,36.19644565016506,19600,0.41482142124668125
1358308800,37.375,37.5,37.375,37.375,37.1600003,38.12311928330712,36.19688131669288,108,0.6116163754044919
1358395200,37.175,37.349998,36.25,37.175,37.1500003,38.1081225260265,36.191878073973506,121584,0.5130461956318837
1358481600,37.75,38.724998,37.25,37.75,37.1650003,38.15044343078205,36.17955716921796,103704,0.7968206290786883
1358740800,37.025003,38.224998,37.025003,37.025003,37.16625045,38.15091625193802,36.18158464806198,9192,0.42827645190784625
1358827200,37.25,37.5,37.224998,37.25,37.153750450000004,38.1274376618429,36.18006323815711,24520,0.5494252922444287
1359345600,37.2,37.2,36.25,37.2,37.138750449999996,38.09980031369525,36.177700586304745,10720,0.5318659584241036
1359432000,36.25,37,36.25,36.25,37.13875045,38.099800313693834,36.17770058630617,5008,0.03761480877586384
1359518400,36.5,37,36.5,36.5,37.151250450000006,38.0713682661006,36.23113263389941,1460,0.14610485820176333
1359604800,36,37,36,36,37.091250450000004,38.13854076863499,36.04396013136502,24072,-0.020987557405436195
1360036800,35.150003,36.875,35.025003,35.150003,36.99875060000001,38.34582711082119,35.651674089178826,8408,-0.18620734796756552
1360123200,35.5,35.5,35.125,35.5,36.923750600000005,38.420869662068036,35.426631537931975,9928,0.024503215518035776
1360209600,36.25,36.5,35,36.25,36.83625060000001,38.274953455355195,35.39754774464482,41124,0.29625723344544536
1360296000,35.675,36.25,35.400003,35.675,36.80625045000001,38.313886575696685,35.29861432430333,7228,0.12482643168381889
1360555200,35.974998,36,35.375,35.974998,36.730000350000005,38.24381963115849,35.21618106884152,15784,0.2506299597986943
1360641600,35.75,36.150003,35.375,35.75,36.642500350000006,38.170415289061395,35.114585410938616,2364,0.20793519744355793
1360728000,36,36.25,35.375,36,36.56750035,38.0666748798687,35.06832582013131,35460,0.31072905832728265
1360814400,35.400003,35.75,35.400003,35.400003,36.51125035,38.09463811947071,34.927862580529286,800,0.1490918486848415
1360900800,35.974998,36,35.400003,35.974998,36.43500025,37.966616605360706,34.9033838946393,4424,0.3498311119524219
1361160000,36.25,36.25,35.25,36.25,36.37250025,37.82516118256761,34.91983931743239,36864,0.45783591089509107
1361246400,37.05,37.175,36.875,37.05,36.37500025,37.83213743640659,34.91786306359341,8804,0.7316184626598534
1361332800,36.724998,36.724998,36.724998,36.724998,36.34250015,37.73660328069376,34.94839701930624,24488,0.6371842016485735
1361851200,36.224998,36.224998,35.25,36.224998,36.29500005,37.63613712428143,34.953862975718565,2008,0.4739019779027786
1361937600,36.650003,36.75,35,36.650003,36.2400002,37.41828249470426,35.06171790529574,13728,0.6739832643852586
1362024000,36.7,36.7,36.7,36.7,36.22375005,37.36671417039551,35.08078592960449,48000,0.7083398514011103
1362369600,36.675,36.675,36.675,36.675,36.195000050000004,37.25949440978312,35.130505690216886,4,0.7254591325865684
1362456000,33.55,36.599998,32.75,33.55,36.01250005,37.49476969989896,34.53023040010104,2408,-0.33065184872666753
1362542400,33.5,33.5,33.400003,33.5,35.875000050000004,37.71150443878061,34.0384956612194,2800,-0.14660886859544858
1362628800,35.5,35.5,35.5,35.5,35.82500005,37.64509575902511,34.00490434097489,800,0.4107189670333111
1362715200,35.525003,36.175,35.425,35.525003,35.8012502,37.62398628018646,33.97851411981354,6080,0.4242218324959746
