group,horizon_days,model,calibration,test_from,n_test,base_rate_%,actual_up_%,accuracy_%,AUC,Brier,Brier_climatology,Brier_skill,ECE,MCE,prob_spread,prob_std
SECTOR,5,Logistic,isotonic,2021-07,124,52.6,67.7,62.9,0.449,0.234,0.2413,0.0305,0.095,0.693,0.476,0.0889
SECTOR,5,XGBoost,raw,2021-07,124,52.6,67.7,51.6,0.489,0.279,0.2413,-0.1563,0.1906,0.9113,0.819,0.2036
SECTOR,5,XGBoost,Platt,2021-07,124,52.6,67.7,58.1,0.489,0.2372,0.2413,0.0172,0.1134,0.2662,0.267,0.0669
SECTOR,5,XGBoost,isotonic,2021-07,124,52.6,67.7,62.9,0.477,0.2418,0.2413,-0.0021,0.1134,0.5,1.0,0.1219
SECTOR,5,Logistic,raw,2022-01,91,53.7,30.8,56.0,0.595,0.2723,0.2655,-0.0254,0.2611,0.4675,0.98,0.2609
SECTOR,5,Logistic,Platt,2022-01,91,53.7,30.8,42.9,0.595,0.2678,0.2655,-0.0085,0.2483,0.8123,0.541,0.0965
SECTOR,5,Logistic,isotonic,2022-01,91,53.7,30.8,45.1,0.581,0.2704,0.2655,-0.0183,0.2379,0.3855,0.75,0.1654
SECTOR,5,XGBoost,raw,2022-01,91,53.7,30.8,50.5,0.669,0.2804,0.2655,-0.056,0.2882,0.4433,0.772,0.1738
SECTOR,5,XGBoost,Platt,2022-01,91,53.7,30.8,30.8,0.331,0.2805,0.2655,-0.0564,0.2576,0.2576,0.021,0.0047
SECTOR,5,XGBoost,isotonic,2022-01,91,53.7,30.8,33.0,0.633,0.269,0.2655,-0.0132,0.251,0.4615,0.63,0.0667
SECTOR,5,Logistic,raw,2022-07,91,53.6,44.0,51.6,0.511,0.2866,0.2557,-0.1207,0.159,0.9584,0.85,0.1829
SECTOR,5,Logistic,Platt,2022-07,91,53.6,44.0,47.3,0.511,0.254,0.2557,0.0068,0.084,0.0894,0.169,0.0277
SECTOR,5,Logistic,isotonic,2022-07,91,53.6,44.0,46.2,0.509,0.2632,0.2557,-0.029,0.1204,0.3167,0.317,0.0779
SECTOR,5,XGBoost,raw,2022-07,91,53.6,44.0,40.7,0.402,0.3187,0.2557,-0.2461,0.2403,0.9276,0.797,0.178
SECTOR,5,XGBoost,Platt,2022-07,91,53.6,44.0,44.0,0.598,0.252,0.2557,0.0145,0.0868,0.0868,0.046,0.0103
SECTOR,5,XGBoost,isotonic,2022-07,91,53.6,44.0,40.7,0.476,0.269,0.2557,-0.052,0.1061,1.0,0.707,0.0735
SECTOR,5,Logistic,raw,2023-01,119,53.4,57.1,53.8,0.557,0.2483,0.2463,-0.0081,0.0815,0.3438,0.481,0.0986
SECTOR,5,Logistic,Platt,2023-01,119,53.4,57.1,52.9,0.557,0.2483,0.2463,-0.0082,0.0682,0.0707,0.118,0.023
SECTOR,5,Logistic,isotonic,2023-01,119,53.4,57.1,51.3,0.476,0.2563,0.2463,-0.0408,0.06,0.6667,0.246,0.0614
SECTOR,5,XGBoost,raw,2023-01,119,53.4,57.1,59.7,0.546,0.2617,0.2463,-0.0625,0.1338,0.4111,0.756,0.171
SECTOR,5,XGBoost,Platt,2023-01,119,53.4,57.1,49.6,0.454,0.2505,0.2463,-0.0171,0.0634,0.1091,0.073,0.0165
SECTOR,5,XGBoost,isotonic,2023-01,119,53.4,57.1,57.1,0.521,0.2478,0.2463,-0.006,0.0687,0.1364,0.528,0.0501
SECTOR,5,Logistic,raw,2023-07,123,53.0,48.8,43.9,0.431,0.267,0.2517,-0.061,0.1304,0.6527,0.405,0.0856
SECTOR,5,Logistic,Platt,2023-07,123,53.0,48.8,44.7,0.431,0.254,0.2517,-0.0094,0.0793,0.177,0.107,0.022
SECTOR,5,Logistic,isotonic,2023-07,123,53.0,48.8,43.9,0.452,0.2613,0.2517,-0.0384,0.1083,0.4692,0.205,0.048
SECTOR,5,XGBoost,raw,2023-07,123,53.0,48.8,43.9,0.388,0.3114,0.2517,-0.2375,0.2401,0.8967,0.663,0.1635
SECTOR,5,XGBoost,Platt,2023-07,123,53.0,48.8,43.1,0.388,0.2607,0.2517,-0.0358,0.1066,0.1152,0.151,0.0374
SECTOR,5,XGBoost,isotonic,2023-07,123,53.0,48.8,43.1,0.45,0.2645,0.2517,-0.0511,0.1071,0.9629,0.513,0.0764
SECTOR,5,Logistic,raw,2024-01,115,53.5,50.4,51.3,0.521,0.2543,0.2509,-0.0135,0.058,0.1379,0.337,0.0765
SECTOR,5,Logistic,Platt,2024-01,115,53.5,50.4,53.0,0.521,0.2496,0.2509,0.0051,0.016,0.0422,0.068,0.0151
SECTOR,5,Logistic,isotonic,2024-01,115,53.5,50.4,53.9,0.539,0.248,0.2509,0.0117,0.0155,0.0161,0.097,0.0366
SECTOR,5,XGBoost,raw,2024-01,115,53.5,50.4,56.5,0.628,0.2438,0.2509,0.0284,0.0929,0.7726,0.651,0.1621
SECTOR,5,XGBoost,Platt,2024-01,115,53.5,50.4,56.5,0.628,0.2459,0.2509,0.0202,0.0447,0.07,0.086,0.0215
SECTOR,5,XGBoost,isotonic,2024-01,115,53.5,50.4,56.5,0.611,0.2413,0.2509,0.0384,0.0146,0.1667,0.403,0.0601
SECTOR,5,Logistic,raw,2024-07,125,54.6,59.2,56.8,0.654,0.2274,0.2436,0.0665,0.1152,0.2054,0.452,0.0971
SECTOR,5,Logistic,Platt,2024-07,125,54.6,59.2,40.8,0.654,0.2534,0.2436,-0.04,0.1184,0.1184,0.043,0.0088
SECTOR,5,Logistic,isotonic,2024-07,125,54.6,59.2,61.6,0.639,0.2419,0.2436,0.0069,0.1053,0.2158,0.096,0.047
SECTOR,5,XGBoost,raw,2024-07,125,54.6,59.2,57.6,0.596,0.2406,0.2436,0.0126,0.0905,0.3183,0.616,0.1514
SECTOR,5,XGBoost,Platt,2024-07,125,54.6,59.2,54.4,0.596,0.251,0.2436,-0.0304,0.1172,0.2969,0.124,0.0305
SECTOR,5,XGBoost,isotonic,2024-07,125,54.6,59.2,50.4,0.576,0.2495,0.2436,-0.024,0.1144,0.3627,0.454,0.0764
SECTOR,5,Logistic,raw,2025-01,114,53.4,56.1,43.9,0.381,0.2715,0.247,-0.0992,0.1357,0.5079,0.36,0.0843
SECTOR,5,Logistic,Platt,2025-01,114,53.4,56.1,45.6,0.381,0.2541,0.247,-0.029,0.0689,0.2181,0.11,0.0253
SECTOR,5,Logistic,isotonic,2025-01,114,53.4,56.1,44.7,0.442,0.2568,0.247,-0.0399,0.1113,0.5629,0.196,0.0787
SECTOR,5,XGBoost,raw,2025-01,114,53.4,56.1,46.5,0.432,0.2904,0.247,-0.1757,0.179,0.3696,0.667,0.1557
SECTOR,5,XGBoost,Platt,2025-01,114,53.4,56.1,53.5,0.432,0.2501,0.247,-0.0125,0.0447,0.1411,0.056,0.013
SECTOR,5,XGBoost,isotonic,2025-01,114,53.4,56.1,42.1,0.42,0.2622,0.247,-0.0618,0.1124,0.7651,0.278,0.0626
SECTOR,5,Logistic,raw,2025-07,124,52.7,57.3,59.7,0.549,0.2423,0.2468,0.0185,0.0335,0.3748,0.322,0.0624
SECTOR,5,Logistic,Platt,2025-07,124,52.7,57.3,57.3,0.451,0.2476,0.2468,-0.0033,0.0385,0.0385,0.067,0.0128
SECTOR,5,Logistic,isotonic,2025-07,124,52.7,57.3,57.3,0.501,0.2479,0.2468,-0.0044,0.0667,0.0841,0.131,0.062
SECTOR,5,XGBoost,raw,2025-07,124,52.7,57.3,59.7,0.632,0.2352,0.2468,0.0471,0.0426,0.7596,0.596,0.141
SECTOR,5,XGBoost,Platt,2025-07,124,52.7,57.3,57.3,0.632,0.2441,0.2468,0.0111,0.0283,0.0283,0.03,0.0071
SECTOR,5,XGBoost,isotonic,2025-07,124,52.7,57.3,56.5,0.618,0.2348,0.2468,0.0489,0.0472,0.5789,0.379,0.0717
SECTOR,5,Logistic,raw,2026-01,118,52.8,39.8,41.5,0.405,0.2746,0.2564,-0.0707,0.1627,0.6357,0.314,0.0591
SECTOR,5,Logistic,Platt,2026-01,118,52.8,39.8,39.8,0.595,0.261,0.2564,-0.0179,0.1474,0.1474,0.014,0.0027
SECTOR,5,Logistic,isotonic,2026-01,118,52.8,39.8,39.8,0.449,0.2675,0.2564,-0.0433,0.1369,0.2737,0.131,0.0553
SECTOR,5,XGBoost,raw,2026-01,118,52.8,39.8,44.9,0.451,0.2895,0.2564,-0.1289,0.186,0.5825,0.573,0.1092
SECTOR,5,XGBoost,Platt,2026-01,118,52.8,39.8,39.8,0.451,0.2635,0.2564,-0.0277,0.1489,0.1489,0.079,0.0151
SECTOR,5,XGBoost,isotonic,2026-01,118,52.8,39.8,39.8,0.433,0.2661,0.2564,-0.0378,0.1363,0.7886,0.279,0.046
SECTOR,10,Logistic,raw,2017-01,62,56.9,75.8,58.1,0.647,0.2384,0.2193,-0.0869,0.25,0.3045,0.345,0.081
SECTOR,10,Logistic,Platt,2017-01,62,56.9,75.8,24.2,0.647,0.2851,0.2193,-0.3,0.3241,0.3241,0.097,0.0223
SECTOR,10,Logistic,isotonic,2017-01,62,56.9,75.8,27.4,0.521,0.2873,0.2193,-0.3101,0.3213,0.4095,0.281,0.0627
SECTOR,10,XGBoost,raw,2017-01,62,56.9,75.8,66.1,0.701,0.2066,0.2193,0.0579,0.2337,0.5655,0.737,0.2033
SECTOR,10,XGBoost,Platt,2017-01,62,56.9,75.8,32.3,0.701,0.2723,0.2193,-0.2418,0.3368,0.4746,0.217,0.0605
SECTOR,10,XGBoost,isotonic,2017-01,62,56.9,75.8,25.8,0.687,0.2747,0.2193,-0.2528,0.3376,0.4187,0.5,0.1141
SECTOR,10,Logistic,raw,2017-07,52,57.3,61.5,59.6,0.644,0.2303,0.2384,0.034,0.1208,0.7561,0.455,0.1092
SECTOR,10,Logistic,Platt,2017-07,52,57.3,61.5,65.4,0.644,0.2399,0.2384,-0.0063,0.1902,0.7945,0.637,0.1616
SECTOR,10,Logistic,isotonic,2017-07,52,57.3,61.5,61.5,0.638,0.2719,0.2384,-0.1401,0.1497,0.6637,0.95,0.2475
SECTOR,10,XGBoost,raw,2017-07,52,57.3,61.5,61.5,0.713,0.2127,0.2384,0.1079,0.1248,0.307,0.706,0.198
SECTOR,10,XGBoost,Platt,2017-07,52,57.3,61.5,61.5,0.713,0.2284,0.2384,0.0422,0.1338,0.3324,0.438,0.1265
SECTOR,10,XGBoost,isotonic,2017-07,52,57.3,61.5,53.8,0.68,0.2306,0.2384,0.0328,0.1333,0.2269,0.5,0.1423
SECTOR,10,Logistic,raw,2018-01,58,55.7,29.3,50.0,0.27,0.3157,0.2769,-0.1399,0.3342,0.7872,0.666,0.1617
SECTOR,10,Logistic,Platt,2018-01,58,55.7,29.3,41.4,0.27,0.3182,0.2769,-0.1491,0.3307,0.7883,0.635,0.1525
SECTOR,10,Logistic,isotonic,2018-01,58,55.7,29.3,51.7,0.264,0.3729,0.2769,-0.3465,0.3721,1.0,1.0,0.2242
SECTOR,10,XGBoost,raw,2018-01,58,55.7,29.3,46.6,0.535,0.3111,0.2769,-0.1233,0.3034,0.8797,0.738,0.1807
SECTOR,10,XGBoost,Platt,2018-01,58,55.7,29.3,43.1,0.535,0.3002,0.2769,-0.0841,0.2884,0.5197,0.508,0.1281
SECTOR,10,XGBoost,isotonic,2018-01,58,55.7,29.3,44.8,0.514,0.3068,0.2769,-0.108,0.297,0.4192,0.508,0.1485
SECTOR,10,Logistic,raw,2019-07,66,54.4,75.8,77.3,0.859,0.1926,0.2292,0.1599,0.2535,0.3342,0.589,0.155
SECTOR,10,Logistic,Platt,2019-07,66,54.4,75.8,42.4,0.859,0.2529,0.2292,-0.1035,0.2925,0.4909,0.146,0.0359
SECTOR,10,Logistic,isotonic,2019-07,66,54.4,75.8,62.1,0.838,0.2301,0.2292,-0.0038,0.288,0.3852,0.434,0.0979
SECTOR,10,XGBoost,raw,2019-07,66,54.4,75.8,69.7,0.869,0.1863,0.2292,0.1875,0.2528,0.4418,0.831,0.2295
SECTOR,10,XGBoost,Platt,2019-07,66,54.4,75.8,56.1,0.869,0.2415,0.2292,-0.0536,0.3056,0.4397,0.332,0.0932
SECTOR,10,XGBoost,isotonic,2019-07,66,54.4,75.8,53.0,0.866,0.2412,0.2292,-0.0524,0.324,0.3956,0.607,0.1475
SECTOR,10,Logistic,raw,2020-07,122,54.7,60.7,40.2,0.334,0.3132,0.2421,-0.2934,0.2688,0.9097,0.758,0.1503
SECTOR,10,Logistic,Platt,2020-07,122,54.7,60.7,39.3,0.334,0.287,0.2421,-0.185,0.1782,0.7933,0.484,0.085
SECTOR,10,Logistic,isotonic,2020-07,122,54.7,60.7,40.2,0.346,0.2993,0.2421,-0.236,0.2085,1.0,0.742,0.1147
SECTOR,10,XGBoost,raw,2020-07,122,54.7,60.7,50.0,0.48,0.2903,0.2421,-0.1988,0.2133,0.5096,0.802,0.2121
SECTOR,10,XGBoost,Platt,2020-07,122,54.7,60.7,45.1,0.48,0.2613,0.2421,-0.0791,0.1322,0.3051,0.332,0.0894
SECTOR,10,XGBoost,isotonic,2020-07,122,54.7,60.7,45.9,0.485,0.2662,0.2421,-0.0992,0.1454,0.5,0.851,0.1283
SECTOR,10,Logistic,raw,2021-01,106,54.6,50.9,73.6,0.817,0.1859,0.2512,0.2601,0.1214,0.2117,0.864,0.1959
SECTOR,10,Logistic,Platt,2021-01,106,54.6,50.9,72.6,0.817,0.2093,0.2512,0.1668,0.1566,0.3499,0.522,0.1
SECTOR,10,Logistic,isotonic,2021-01,106,54.6,50.9,73.6,0.793,0.2028,0.2512,0.1927,0.115,0.3488,0.857,0.1596
SECTOR,10,XGBoost,raw,2021-01,106,54.6,50.9,59.4,0.628,0.2566,0.2512,-0.0212,0.1389,0.4838,0.809,0.2471
SECTOR,10,XGBoost,Platt,2021-01,106,54.6,50.9,54.7,0.628,0.2398,0.2512,0.0454,0.0099,0.0194,0.2,0.0613
SECTOR,10,XGBoost,isotonic,2021-01,106,54.6,50.9,60.4,0.614,0.2429,0.2512,0.0332,0.0696,0.5,0.833,0.1207
SECTOR,10,Logistic,raw,2021-07,124,52.1,70.2,43.5,0.505,0.2907,0.242,-0.2012,0.2632,0.669,0.758,0.171
SECTOR,10,Logistic,Platt,2021-07,124,52.1,70.2,69.4,0.505,0.2269,0.242,0.0626,0.1159,0.7562,0.567,0.1194
SECTOR,10,Logistic,isotonic,2021-07,124,52.1,70.2,69.4,0.548,0.2225,0.242,0.0809,0.096,0.6667,0.519,0.1499
SECTOR,10,XGBoost,raw,2021-07,124,52.1,70.2,50.0,0.482,0.3026,0.242,-0.2502,0.2492,0.5535,0.877,0.2346
SECTOR,10,XGBoost,Platt,2021-07,124,52.1,70.2,68.5,0.482,0.2245,0.242,0.0726,0.1051,0.1696,0.242,0.0653
SECTOR,10,XGBoost,isotonic,2021-07,124,52.1,70.2,62.9,0.507,0.2395,0.242,0.0103,0.1423,0.7798,0.875,0.1231
SECTOR,10,Logistic,raw,2022-01,91,53.6,23.1,64.8,0.637,0.2278,0.2708,0.1586,0.2456,0.4815,0.96,0.257
SECTOR,10,Logistic,Platt,2022-01,91,53.6,23.1,42.9,0.637,0.2715,0.2708,-0.0027,0.3092,0.4629,0.768,0.1655
SECTOR,10,Logistic,isotonic,2022-01,91,53.6,23.1,44.0,0.605,0.2719,0.2708,-0.0044,0.2875,0.4889,1.0,0.2272
SECTOR,10,XGBoost,raw,2022-01,91,53.6,23.1,42.9,0.525,0.3385,0.2708,-0.2504,0.3925,0.8834,0.863,0.2089
SECTOR,10,XGBoost,Platt,2022-01,91,53.6,23.1,23.1,0.525,0.304,0.2708,-0.123,0.3567,0.3567,0.077,0.0187
SECTOR,10,XGBoost,isotonic,2022-01,91,53.6,23.1,25.3,0.529,0.3036,0.2708,-0.1212,0.3559,0.3699,0.672,0.0749
SECTOR,10,Logistic,raw,2022-07,91,53.7,48.4,59.3,0.608,0.2504,0.2525,0.0087,0.1377,0.3501,0.713,0.19
SECTOR,10,Logistic,Platt,2022-07,91,53.7,48.4,56.0,0.608,0.2433,0.2525,0.0366,0.03,0.1312,0.23,0.0561
SECTOR,10,Logistic,isotonic,2022-07,91,53.7,48.4,54.9,0.58,0.2472,0.2525,0.0213,0.0482,0.2607,0.299,0.0477
SECTOR,10,XGBoost,raw,2022-07,91,53.7,48.4,57.1,0.556,0.292,0.2525,-0.1564,0.1881,0.34,0.821,0.247
SECTOR,10,XGBoost,Platt,2022-07,91,53.7,48.4,47.3,0.444,0.2604,0.2525,-0.031,0.0805,0.0933,0.157,0.0474
SECTOR,10,XGBoost,isotonic,2022-07,91,53.7,48.4,47.3,0.474,0.2667,0.2525,-0.0562,0.078,0.9486,0.489,0.0742
SECTOR,10,Logistic,raw,2023-01,119,53.2,62.2,46.2,0.501,0.2676,0.2432,-0.1003,0.1362,0.7559,0.484,0.1157
SECTOR,10,Logistic,Platt,2023-01,119,53.2,62.2,55.5,0.501,0.2439,0.2432,-0.0025,0.0816,0.3711,0.182,0.0417
SECTOR,10,Logistic,isotonic,2023-01,119,53.2,62.2,58.0,0.468,0.2458,0.2432,-0.0103,0.0643,0.3319,0.206,0.0637
SECTOR,10,XGBoost,raw,2023-01,119,53.2,62.2,45.4,0.469,0.3449,0.2432,-0.4179,0.3152,0.9115,0.874,0.2418
SECTOR,10,XGBoost,Platt,2023-01,119,53.2,62.2,63.0,0.531,0.2405,0.2432,0.0114,0.0791,0.0972,0.155,0.0428
SECTOR,10,XGBoost,isotonic,2023-01,119,53.2,62.2,63.0,0.46,0.2481,0.2432,-0.0198,0.1077,0.4881,0.54,0.0984
SECTOR,10,Logistic,raw,2023-07,123,53.2,44.7,36.6,0.295,0.305,0.2543,-0.199,0.2208,0.812,0.557,0.1163
SECTOR,10,Logistic,Platt,2023-07,123,53.2,44.7,36.6,0.295,0.2714,0.2543,-0.0669,0.1801,0.2838,0.2,0.0397
SECTOR,10,Logistic,isotonic,2023-07,123,53.2,44.7,32.5,0.298,0.2844,0.2543,-0.1182,0.2483,0.3368,0.174,0.0621
SECTOR,10,XGBoost,raw,2023-07,123,53.2,44.7,43.1,0.377,0.3209,0.2543,-0.2617,0.2187,0.9059,0.789,0.1761
SECTOR,10,XGBoost,Platt,2023-07,123,53.2,44.7,44.7,0.377,0.257,0.2543,-0.0103,0.0895,0.0895,0.034,0.0076
SECTOR,10,XGBoost,isotonic,2023-07,123,53.2,44.7,44.7,0.372,0.2663,0.2543,-0.0469,0.0965,1.0,0.484,0.0445
SECTOR,10,Logistic,raw,2024-01,115,53.5,56.5,48.7,0.463,0.2638,0.2467,-0.0695,0.0946,0.803,0.503,0.099
SECTOR,10,Logistic,Platt,2024-01,115,53.5,56.5,56.5,0.463,0.2487,0.2467,-0.0081,0.0501,0.0501,0.028,0.0051
SECTOR,10,Logistic,isotonic,2024-01,115,53.5,56.5,50.4,0.456,0.2494,0.2467,-0.0113,0.0428,0.2309,0.069,0.0149
SECTOR,10,XGBoost,raw,2024-01,115,53.5,56.5,54.8,0.491,0.2857,0.2467,-0.1581,0.1459,0.8907,0.737,0.185
SECTOR,10,XGBoost,Platt,2024-01,115,53.5,56.5,45.2,0.509,0.2506,0.2467,-0.0158,0.0783,0.1416,0.141,0.0356
SECTOR,10,XGBoost,isotonic,2024-01,115,53.5,56.5,54.8,0.477,0.2486,0.2467,-0.008,0.0516,0.0516,0.014,0.0018
SECTOR,10,Logistic,raw,2024-07,125,54.9,67.2,56.8,0.57,0.2368,0.2355,-0.0056,0.1168,0.679,0.503,0.1041
SECTOR,10,Logistic,Platt,2024-07,125,54.9,67.2,32.8,0.57,0.254,0.2355,-0.0787,0.1839,0.1839,0.013,0.0025
SECTOR,10,Logistic,isotonic,2024-07,125,54.9,67.2,42.4,0.554,0.2509,0.2355,-0.0654,0.1775,0.4823,0.092,0.0095
SECTOR,10,XGBoost,raw,2024-07,125,54.9,67.2,51.2,0.478,0.2728,0.2355,-0.1583,0.1787,0.9054,0.78,0.1685
SECTOR,10,XGBoost,Platt,2024-07,125,54.9,67.2,44.8,0.522,0.2556,0.2355,-0.0852,0.1896,0.2002,0.172,0.0373
SECTOR,10,XGBoost,isotonic,2024-07,125,54.9,67.2,32.8,0.491,0.2601,0.2355,-0.1043,0.1876,1.0,0.488,0.0435
SECTOR,10,Logistic,raw,2025-01,114,53.5,57.9,40.4,0.366,0.2838,0.2457,-0.1552,0.1819,0.6681,0.402,0.101
SECTOR,10,Logistic,Platt,2025-01,114,53.5,57.9,57.9,0.634,0.2404,0.2457,0.0217,0.0359,0.0359,0.081,0.0199
SECTOR,10,Logistic,isotonic,2025-01,114,53.5,57.9,57.9,0.485,0.25,0.2457,-0.0174,0.0856,0.2928,0.224,0.0558
SECTOR,10,XGBoost,raw,2025-01,114,53.5,57.9,42.1,0.329,0.3133,0.2457,-0.275,0.237,0.7881,0.659,0.1563
SECTOR,10,XGBoost,Platt,2025-01,114,53.5,57.9,59.6,0.671,0.2385,0.2457,0.0293,0.0585,0.1625,0.113,0.027
SECTOR,10,XGBoost,isotonic,2025-01,114,53.5,57.9,57.9,0.475,0.2521,0.2457,-0.0262,0.0592,1.0,0.464,0.0449
SECTOR,10,Logistic,raw,2025-07,124,53.0,69.4,66.1,0.543,0.2231,0.2394,0.0681,0.1012,0.1885,0.323,0.0693
SECTOR,10,Logistic,Platt,2025-07,124,53.0,69.4,54.8,0.457,0.2478,0.2394,-0.035,0.1879,0.3151,0.223,0.048
SECTOR,10,Logistic,isotonic,2025-07,124,53.0,69.4,69.4,0.541,0.2264,0.2394,0.0542,0.131,0.3036,0.324,0.0882
SECTOR,10,XGBoost,raw,2025-07,124,53.0,69.4,65.3,0.622,0.211,0.2394,0.1186,0.0882,0.3093,0.64,0.146
SECTOR,10,XGBoost,Platt,2025-07,124,53.0,69.4,49.2,0.378,0.2539,0.2394,-0.0608,0.2192,0.3023,0.265,0.0618
SECTOR,10,XGBoost,isotonic,2025-07,124,53.0,69.4,69.4,0.486,0.2285,0.2394,0.0457,0.1268,0.1271,0.079,0.0116
SECTOR,10,Logistic,raw,2026-01,118,53.0,48.3,53.4,0.532,0.2532,0.2519,-0.005,0.0844,0.3552,0.34,0.0629
SECTOR,10,Logistic,Platt,2026-01,118,53.0,48.3,48.3,0.468,0.2649,0.2519,-0.0514,0.1051,0.306,0.146,0.0272
SECTOR,10,Logistic,isotonic,2026-01,118,53.0,48.3,48.3,0.539,0.2587,0.2519,-0.0268,0.1467,0.4309,0.186,0.0578
SECTOR,10,XGBoost,raw,2026-01,118,53.0,48.3,45.8,0.4,0.2925,0.2519,-0.1611,0.1668,0.7537,0.579,0.1201
SECTOR,10,XGBoost,Platt,2026-01,118,53.0,48.3,48.3,0.6,0.2592,0.2519,-0.029,0.1148,0.1154,0.11,0.0228
SECTOR,10,XGBoost,isotonic,2026-01,118,53.0,48.3,48.3,0.389,0.2645,0.2519,-0.05,0.1032,0.5357,0.119,0.0182
SECTOR,22,Logistic,raw,2017-01,62,62.8,83.9,54.8,0.315,0.2472,0.1795,-0.3776,0.3122,0.6607,0.484,0.1301
SECTOR,22,Logistic,Platt,2017-01,62,62.8,83.9,29.0,0.315,0.2965,0.1795,-0.6518,0.381,0.6433,0.247,0.0644
SECTOR,22,Logistic,isotonic,2017-01,62,62.8,83.9,21.0,0.318,0.3162,0.1795,-0.7616,0.3921,0.8571,0.464,0.1033
SECTOR,22,XGBoost,raw,2017-01,62,62.8,83.9,46.8,0.51,0.3283,0.1795,-0.829,0.3672,0.7358,0.817,0.2425
SECTOR,22,XGBoost,Platt,2017-01,62,62.8,83.9,38.7,0.51,0.316,0.1795,-0.7608,0.4125,0.5152,0.347,0.1046
SECTOR,22,XGBoost,isotonic,2017-01,62,62.8,83.9,46.8,0.501,0.4143,0.1795,-1.3083,0.4768,0.85,0.632,0.2144
SECTOR,22,Logistic,raw,2017-07,52,64.2,59.6,50.0,0.521,0.2659,0.2428,-0.0952,0.1964,0.6281,0.555,0.13
SECTOR,22,Logistic,Platt,2017-07,52,64.2,59.6,50.0,0.521,0.2472,0.2428,-0.0179,0.0738,0.3555,0.218,0.0462
SECTOR,22,Logistic,isotonic,2017-07,52,64.2,59.6,55.8,0.571,0.2508,0.2428,-0.033,0.1022,0.2587,0.535,0.1703
SECTOR,22,XGBoost,raw,2017-07,52,64.2,59.6,57.7,0.657,0.2471,0.2428,-0.0175,0.1551,0.6235,0.801,0.2406
SECTOR,22,XGBoost,Platt,2017-07,52,64.2,59.6,63.5,0.657,0.2437,0.2428,-0.0035,0.1093,0.1737,0.096,0.0288
SECTOR,22,XGBoost,isotonic,2017-07,52,64.2,59.6,55.8,0.491,0.2559,0.2428,-0.054,0.099,0.25,0.182,0.0718
SECTOR,22,Logistic,raw,2018-01,58,61.2,24.1,25.9,0.123,0.3791,0.3203,-0.1836,0.4305,0.8911,0.697,0.1762
SECTOR,22,Logistic,Platt,2018-01,58,61.2,24.1,24.1,0.123,0.305,0.3203,0.0477,0.3273,0.6354,0.13,0.0296
SECTOR,22,Logistic,isotonic,2018-01,58,61.2,24.1,17.2,0.234,0.3837,0.3203,-0.1981,0.4358,1.0,1.0,0.1819
SECTOR,22,XGBoost,raw,2018-01,58,61.2,24.1,36.2,0.336,0.4604,0.3203,-0.4375,0.449,0.9218,0.756,0.2196
SECTOR,22,XGBoost,Platt,2018-01,58,61.2,24.1,24.1,0.336,0.3297,0.3203,-0.0293,0.3724,0.5456,0.164,0.0475
SECTOR,22,XGBoost,isotonic,2018-01,58,61.2,24.1,27.6,0.452,0.3496,0.3203,-0.0915,0.3915,1.0,0.5,0.0813
SECTOR,22,Logistic,raw,2019-07,66,60.2,66.7,62.1,0.569,0.2452,0.2264,-0.0827,0.2026,0.5499,0.54,0.1303
SECTOR,22,Logistic,Platt,2019-07,66,60.2,66.7,40.9,0.431,0.2736,0.2264,-0.2082,0.2189,0.231,0.185,0.0423
SECTOR,22,Logistic,isotonic,2019-07,66,60.2,66.7,33.3,0.466,0.2755,0.2264,-0.2166,0.2291,0.2291,0.025,0.0052
SECTOR,22,XGBoost,raw,2019-07,66,60.2,66.7,54.5,0.564,0.2978,0.2264,-0.315,0.2137,0.9097,0.815,0.2348
SECTOR,22,XGBoost,Platt,2019-07,66,60.2,66.7,47.0,0.436,0.2704,0.2264,-0.1942,0.1547,0.5442,0.39,0.1152
SECTOR,22,XGBoost,isotonic,2019-07,66,60.2,66.7,33.3,0.418,0.273,0.2264,-0.2055,0.2253,0.2253,0.0,0.0
SECTOR,22,Logistic,raw,2020-07,122,60.6,74.6,57.4,0.585,0.244,0.2092,-0.1663,0.2165,0.7818,0.675,0.1456
SECTOR,22,Logistic,Platt,2020-07,122,60.6,74.6,25.4,0.585,0.288,0.2092,-0.3768,0.3156,0.3156,0.072,0.0138
SECTOR,22,Logistic,isotonic,2020-07,122,60.6,74.6,28.7,0.522,0.2891,0.2092,-0.3819,0.3186,0.4,0.179,0.0318
SECTOR,22,XGBoost,raw,2020-07,122,60.6,74.6,69.7,0.704,0.2015,0.2092,0.0367,0.1371,0.8781,0.843,0.2323
SECTOR,22,XGBoost,Platt,2020-07,122,60.6,74.6,26.2,0.296,0.2923,0.2092,-0.3974,0.2974,0.3657,0.176,0.0487
SECTOR,22,XGBoost,isotonic,2020-07,122,60.6,74.6,31.1,0.592,0.2861,0.2092,-0.3675,0.312,0.3589,0.577,0.0564
SECTOR,22,Logistic,raw,2021-01,106,59.8,56.6,59.4,0.73,0.2149,0.2466,0.1288,0.1341,0.2268,0.806,0.1964
SECTOR,22,Logistic,Platt,2021-01,106,59.8,56.6,57.5,0.73,0.2246,0.2466,0.0891,0.1503,0.2096,0.428,0.0909
