bin_low,bin_high,n,mean_predicted,actual_frequency,gap,group,horizon_days,model,calibration
0.25,0.375,2,0.349,0.0,0.349,BANKS,5,Logistic,raw
0.375,0.5,21,0.456,0.714,0.258,BANKS,5,Logistic,raw
0.5,0.625,47,0.558,0.511,0.047,BANKS,5,Logistic,raw
0.625,0.75,25,0.671,0.6,0.071,BANKS,5,Logistic,raw
0.25,0.375,2,0.337,0.0,0.337,BANKS,5,Logistic,Platt
0.375,0.5,45,0.455,0.533,0.078,BANKS,5,Logistic,Platt
0.5,0.625,43,0.554,0.581,0.027,BANKS,5,Logistic,Platt
0.625,0.75,5,0.651,1.0,0.349,BANKS,5,Logistic,Platt
0.375,0.5,58,0.403,0.534,0.132,BANKS,5,Logistic,isotonic
0.5,0.625,7,0.55,0.714,0.164,BANKS,5,Logistic,isotonic
0.625,0.75,30,0.688,0.6,0.088,BANKS,5,Logistic,isotonic
0.25,0.375,9,0.32,0.333,0.014,BANKS,5,XGBoost,raw
0.375,0.5,16,0.44,0.75,0.31,BANKS,5,XGBoost,raw
0.5,0.625,32,0.549,0.688,0.138,BANKS,5,XGBoost,raw
0.625,0.75,13,0.703,0.385,0.318,BANKS,5,XGBoost,raw
0.75,0.875,24,0.815,0.5,0.315,BANKS,5,XGBoost,raw
0.875,1.0,1,0.9,0.0,0.9,BANKS,5,XGBoost,raw
0.375,0.5,66,0.48,0.636,0.157,BANKS,5,XGBoost,Platt
0.5,0.625,29,0.509,0.414,0.095,BANKS,5,XGBoost,Platt
0.375,0.5,44,0.447,0.614,0.167,BANKS,5,XGBoost,isotonic
0.5,0.625,51,0.55,0.529,0.021,BANKS,5,XGBoost,isotonic
0.25,0.375,11,0.316,0.455,0.139,BANKS,5,Logistic,raw
0.375,0.5,46,0.45,0.37,0.08,BANKS,5,Logistic,raw
0.5,0.625,52,0.544,0.635,0.091,BANKS,5,Logistic,raw
0.625,0.75,4,0.639,0.5,0.139,BANKS,5,Logistic,raw
0.375,0.5,17,0.461,0.353,0.108,BANKS,5,Logistic,Platt
0.5,0.625,94,0.555,0.532,0.024,BANKS,5,Logistic,Platt
0.625,0.75,2,0.63,0.5,0.13,BANKS,5,Logistic,Platt
0.375,0.5,15,0.471,0.4,0.071,BANKS,5,Logistic,isotonic
0.5,0.625,91,0.515,0.505,0.01,BANKS,5,Logistic,isotonic
0.625,0.75,7,0.643,0.714,0.071,BANKS,5,Logistic,isotonic
0.0,0.125,1,0.124,0.0,0.124,BANKS,5,XGBoost,raw
0.125,0.25,5,0.219,0.4,0.181,BANKS,5,XGBoost,raw
0.25,0.375,22,0.319,0.318,0.0,BANKS,5,XGBoost,raw
0.375,0.5,26,0.446,0.423,0.023,BANKS,5,XGBoost,raw
0.5,0.625,19,0.538,0.474,0.065,BANKS,5,XGBoost,raw
0.625,0.75,21,0.676,0.714,0.039,BANKS,5,XGBoost,raw
0.75,0.875,19,0.8,0.684,0.116,BANKS,5,XGBoost,raw
0.5,0.625,113,0.569,0.504,0.065,BANKS,5,XGBoost,Platt
0.375,0.5,15,0.446,0.4,0.046,BANKS,5,XGBoost,isotonic
0.5,0.625,98,0.587,0.52,0.066,BANKS,5,XGBoost,isotonic
0.125,0.25,1,0.249,1.0,0.751,BANKS,5,Logistic,raw
0.25,0.375,21,0.327,0.429,0.102,BANKS,5,Logistic,raw
0.375,0.5,34,0.448,0.294,0.154,BANKS,5,Logistic,raw
0.5,0.625,40,0.56,0.475,0.085,BANKS,5,Logistic,raw
0.625,0.75,9,0.658,0.222,0.436,BANKS,5,Logistic,raw
0.25,0.375,7,0.35,0.571,0.221,BANKS,5,Logistic,Platt
0.375,0.5,32,0.446,0.312,0.133,BANKS,5,Logistic,Platt
0.5,0.625,50,0.561,0.42,0.141,BANKS,5,Logistic,Platt
0.625,0.75,16,0.656,0.375,0.281,BANKS,5,Logistic,Platt
0.375,0.5,58,0.433,0.362,0.071,BANKS,5,Logistic,isotonic
0.5,0.625,20,0.543,0.55,0.007,BANKS,5,Logistic,isotonic
0.625,0.75,14,0.671,0.286,0.386,BANKS,5,Logistic,isotonic
0.75,0.875,10,0.767,0.4,0.367,BANKS,5,Logistic,isotonic
0.875,1.0,3,1.0,0.333,0.667,BANKS,5,Logistic,isotonic
0.125,0.25,10,0.222,0.1,0.122,BANKS,5,XGBoost,raw
0.25,0.375,24,0.301,0.5,0.199,BANKS,5,XGBoost,raw
0.375,0.5,21,0.44,0.333,0.106,BANKS,5,XGBoost,raw
0.5,0.625,21,0.56,0.571,0.011,BANKS,5,XGBoost,raw
0.625,0.75,10,0.703,0.4,0.303,BANKS,5,XGBoost,raw
0.75,0.875,17,0.803,0.235,0.567,BANKS,5,XGBoost,raw
0.875,1.0,2,0.889,0.5,0.389,BANKS,5,XGBoost,raw
0.5,0.625,105,0.554,0.39,0.164,BANKS,5,XGBoost,Platt
0.375,0.5,6,0.446,0.167,0.28,BANKS,5,XGBoost,isotonic
0.5,0.625,99,0.555,0.404,0.151,BANKS,5,XGBoost,isotonic
0.25,0.375,12,0.332,0.75,0.418,BANKS,5,Logistic,raw
0.375,0.5,13,0.463,0.385,0.078,BANKS,5,Logistic,raw
0.5,0.625,50,0.572,0.28,0.292,BANKS,5,Logistic,raw
0.625,0.75,27,0.672,0.444,0.228,BANKS,5,Logistic,raw
0.75,0.875,1,0.76,0.0,0.76,BANKS,5,Logistic,raw
0.375,0.5,54,0.477,0.37,0.107,BANKS,5,Logistic,Platt
0.5,0.625,49,0.512,0.408,0.103,BANKS,5,Logistic,Platt
0.375,0.5,33,0.43,0.455,0.024,BANKS,5,Logistic,isotonic
0.5,0.625,57,0.535,0.333,0.202,BANKS,5,Logistic,isotonic
0.625,0.75,5,0.714,0.4,0.314,BANKS,5,Logistic,isotonic
0.75,0.875,2,0.826,0.5,0.326,BANKS,5,Logistic,isotonic
0.875,1.0,6,1.0,0.5,0.5,BANKS,5,Logistic,isotonic
0.125,0.25,2,0.221,0.5,0.279,BANKS,5,XGBoost,raw
0.25,0.375,14,0.315,0.286,0.029,BANKS,5,XGBoost,raw
0.375,0.5,17,0.433,0.471,0.038,BANKS,5,XGBoost,raw
0.5,0.625,23,0.554,0.348,0.206,BANKS,5,XGBoost,raw
0.625,0.75,31,0.698,0.419,0.279,BANKS,5,XGBoost,raw
0.75,0.875,12,0.8,0.5,0.3,BANKS,5,XGBoost,raw
0.875,1.0,4,0.881,0.0,0.881,BANKS,5,XGBoost,raw
0.375,0.5,102,0.481,0.382,0.099,BANKS,5,XGBoost,Platt
0.5,0.625,1,0.502,1.0,0.498,BANKS,5,XGBoost,Platt
0.375,0.5,27,0.405,0.444,0.039,BANKS,5,XGBoost,isotonic
0.5,0.625,76,0.526,0.368,0.158,BANKS,5,XGBoost,isotonic
0.25,0.375,6,0.299,0.0,0.299,BANKS,5,Logistic,raw
0.375,0.5,27,0.439,0.556,0.117,BANKS,5,Logistic,raw
0.5,0.625,40,0.571,0.225,0.346,BANKS,5,Logistic,raw
0.625,0.75,23,0.687,0.348,0.339,BANKS,5,Logistic,raw
0.75,0.875,13,0.796,0.154,0.642,BANKS,5,Logistic,raw
0.375,0.5,105,0.473,0.314,0.159,BANKS,5,Logistic,Platt
0.5,0.625,4,0.508,0.25,0.258,BANKS,5,Logistic,Platt
0.375,0.5,43,0.415,0.419,0.004,BANKS,5,Logistic,isotonic
0.5,0.625,44,0.524,0.227,0.297,BANKS,5,Logistic,isotonic
0.625,0.75,22,0.714,0.273,0.442,BANKS,5,Logistic,isotonic
0.125,0.25,2,0.238,0.5,0.262,BANKS,5,XGBoost,raw
0.25,0.375,19,0.31,0.421,0.111,BANKS,5,XGBoost,raw
0.375,0.5,34,0.428,0.382,0.046,BANKS,5,XGBoost,raw
0.5,0.625,11,0.565,0.182,0.383,BANKS,5,XGBoost,raw
0.625,0.75,18,0.689,0.222,0.467,BANKS,5,XGBoost,raw
0.75,0.875,14,0.811,0.286,0.525,BANKS,5,XGBoost,raw
0.875,1.0,11,0.899,0.182,0.718,BANKS,5,XGBoost,raw
0.375,0.5,109,0.469,0.312,0.157,BANKS,5,XGBoost,Platt
0.25,0.375,1,0.345,0.0,0.345,BANKS,5,XGBoost,isotonic
0.375,0.5,108,0.474,0.315,0.16,BANKS,5,XGBoost,isotonic
0.125,0.25,2,0.221,0.0,0.221,BANKS,5,Logistic,raw
0.25,0.375,8,0.321,0.5,0.179,BANKS,5,Logistic,raw
0.375,0.5,27,0.452,0.593,0.141,BANKS,5,Logistic,raw
0.5,0.625,54,0.568,0.5,0.068,BANKS,5,Logistic,raw
0.625,0.75,27,0.662,0.556,0.107,BANKS,5,Logistic,raw
0.25,0.375,20,0.365,0.45,0.085,BANKS,5,Logistic,Platt
0.375,0.5,98,0.405,0.541,0.136,BANKS,5,Logistic,Platt
0.0,0.125,4,0.0,0.5,0.5,BANKS,5,Logistic,isotonic
0.375,0.5,114,0.402,0.526,0.124,BANKS,5,Logistic,isotonic
0.125,0.25,1,0.2,1.0,0.8,BANKS,5,XGBoost,raw
0.25,0.375,17,0.326,0.471,0.144,BANKS,5,XGBoost,raw
0.375,0.5,18,0.459,0.444,0.015,BANKS,5,XGBoost,raw
0.5,0.625,22,0.57,0.545,0.025,BANKS,5,XGBoost,raw
0.625,0.75,37,0.686,0.568,0.118,BANKS,5,XGBoost,raw
0.75,0.875,18,0.81,0.611,0.199,BANKS,5,XGBoost,raw
0.875,1.0,5,0.909,0.2,0.709,BANKS,5,XGBoost,raw
0.375,0.5,118,0.399,0.525,0.126,BANKS,5,XGBoost,Platt
0.25,0.375,5,0.28,0.2,0.08,BANKS,5,XGBoost,isotonic
0.375,0.5,113,0.413,0.54,0.127,BANKS,5,XGBoost,isotonic
0.125,0.25,3,0.24,1.0,0.76,BANKS,5,Logistic,raw
0.25,0.375,10,0.332,0.4,0.068,BANKS,5,Logistic,raw
0.375,0.5,15,0.446,0.333,0.112,BANKS,5,Logistic,raw
0.5,0.625,31,0.574,0.387,0.187,BANKS,5,Logistic,raw
0.625,0.75,3,0.668,0.333,0.335,BANKS,5,Logistic,raw
0.75,0.875,1,0.825,1.0,0.175,BANKS,5,Logistic,raw
0.875,1.0,17,0.961,0.588,0.373,BANKS,5,Logistic,raw
0.0,0.125,8,0.071,0.75,0.679,BANKS,5,Logistic,Platt
0.125,0.25,4,0.188,0.25,0.062,BANKS,5,Logistic,Platt
0.25,0.375,8,0.3,0.625,0.325,BANKS,5,Logistic,Platt
0.375,0.5,57,0.424,0.368,0.056,BANKS,5,Logistic,Platt
0.5,0.625,3,0.513,1.0,0.487,BANKS,5,Logistic,Platt
0.375,0.5,80,0.415,0.45,0.035,BANKS,5,Logistic,isotonic
0.125,0.25,7,0.203,0.571,0.369,BANKS,5,XGBoost,raw
0.25,0.375,8,0.323,0.5,0.177,BANKS,5,XGBoost,raw
0.375,0.5,13,0.447,0.231,0.216,BANKS,5,XGBoost,raw
0.5,0.625,12,0.542,0.167,0.376,BANKS,5,XGBoost,raw
0.625,0.75,7,0.677,0.429,0.249,BANKS,5,XGBoost,raw
0.75,0.875,14,0.809,0.429,0.38,BANKS,5,XGBoost,raw
0.875,1.0,19,0.926,0.737,0.19,BANKS,5,XGBoost,raw
0.375,0.5,80,0.409,0.45,0.041,BANKS,5,XGBoost,Platt
0.0,0.125,5,0.0,0.6,0.6,BANKS,5,XGBoost,isotonic
0.25,0.375,4,0.304,0.75,0.446,BANKS,5,XGBoost,isotonic
0.375,0.5,71,0.425,0.423,0.003,BANKS,5,XGBoost,isotonic
0.25,0.375,5,0.361,0.4,0.039,BANKS,5,Logistic,raw
0.375,0.5,22,0.446,0.682,0.236,BANKS,5,Logistic,raw
0.5,0.625,44,0.559,0.568,0.01,BANKS,5,Logistic,raw
0.625,0.75,37,0.676,0.459,0.216,BANKS,5,Logistic,raw
0.75,0.875,15,0.794,0.6,0.194,BANKS,5,Logistic,raw
0.875,1.0,2,0.895,0.0,0.895,BANKS,5,Logistic,raw
0.375,0.5,125,0.411,0.544,0.133,BANKS,5,Logistic,Platt
0.375,0.5,125,0.408,0.544,0.136,BANKS,5,Logistic,isotonic
0.125,0.25,2,0.235,0.0,0.235,BANKS,5,XGBoost,raw
0.25,0.375,12,0.326,0.583,0.258,BANKS,5,XGBoost,raw
0.375,0.5,18,0.431,0.556,0.125,BANKS,5,XGBoost,raw
0.5,0.625,27,0.564,0.481,0.083,BANKS,5,XGBoost,raw
0.625,0.75,18,0.699,0.611,0.088,BANKS,5,XGBoost,raw
0.75,0.875,26,0.801,0.5,0.301,BANKS,5,XGBoost,raw
0.875,1.0,22,0.913,0.636,0.276,BANKS,5,XGBoost,raw
0.25,0.375,10,0.366,0.3,0.066,BANKS,5,XGBoost,Platt
0.375,0.5,115,0.425,0.565,0.14,BANKS,5,XGBoost,Platt
0.25,0.375,7,0.306,0.286,0.02,BANKS,5,XGBoost,isotonic
0.375,0.5,112,0.428,0.571,0.143,BANKS,5,XGBoost,isotonic
0.5,0.625,3,0.5,0.667,0.167,BANKS,5,XGBoost,isotonic
0.875,1.0,3,1.0,0.0,1.0,BANKS,5,XGBoost,isotonic
0.125,0.25,3,0.177,0.0,0.177,BANKS,5,Logistic,raw
0.25,0.375,5,0.325,0.2,0.125,BANKS,5,Logistic,raw
0.375,0.5,17,0.47,0.471,0.001,BANKS,5,Logistic,raw
0.5,0.625,45,0.564,0.444,0.12,BANKS,5,Logistic,raw
0.625,0.75,30,0.683,0.567,0.116,BANKS,5,Logistic,raw
0.75,0.875,9,0.784,0.556,0.228,BANKS,5,Logistic,raw
0.875,1.0,2,0.908,1.0,0.092,BANKS,5,Logistic,raw
0.375,0.5,111,0.454,0.477,0.024,BANKS,5,Logistic,Platt
0.0,0.125,4,0.024,0.0,0.024,BANKS,5,Logistic,isotonic
0.25,0.375,2,0.317,0.5,0.183,BANKS,5,Logistic,isotonic
0.375,0.5,90,0.452,0.456,0.003,BANKS,5,Logistic,isotonic
0.5,0.625,15,0.539,0.733,0.194,BANKS,5,Logistic,isotonic
0.125,0.25,1,0.219,1.0,0.781,BANKS,5,XGBoost,raw
0.25,0.375,3,0.316,1.0,0.684,BANKS,5,XGBoost,raw
0.375,0.5,10,0.44,0.6,0.16,BANKS,5,XGBoost,raw
0.5,0.625,22,0.567,0.591,0.024,BANKS,5,XGBoost,raw
0.625,0.75,29,0.679,0.379,0.299,BANKS,5,XGBoost,raw
0.75,0.875,24,0.8,0.417,0.383,BANKS,5,XGBoost,raw
0.875,1.0,22,0.916,0.409,0.507,BANKS,5,XGBoost,raw
0.375,0.5,111,0.464,0.477,0.014,BANKS,5,XGBoost,Platt
0.25,0.375,2,0.35,1.0,0.65,BANKS,5,XGBoost,isotonic
0.375,0.5,74,0.455,0.514,0.059,BANKS,5,XGBoost,isotonic
0.5,0.625,32,0.518,0.312,0.206,BANKS,5,XGBoost,isotonic
0.75,0.875,1,0.755,1.0,0.245,BANKS,5,XGBoost,isotonic
0.875,1.0,2,0.976,1.0,0.024,BANKS,5,XGBoost,isotonic
0.125,0.25,1,0.184,0.0,0.184,BANKS,5,Logistic,raw
0.25,0.375,4,0.345,0.75,0.405,BANKS,5,Logistic,raw
0.375,0.5,23,0.437,0.609,0.172,BANKS,5,Logistic,raw
0.5,0.625,54,0.557,0.444,0.112,BANKS,5,Logistic,raw
0.625,0.75,30,0.679,0.467,0.213,BANKS,5,Logistic,raw
0.75,0.875,12,0.795,0.5,0.295,BANKS,5,Logistic,raw
0.375,0.5,103,0.464,0.476,0.012,BANKS,5,Logistic,Platt
0.5,0.625,21,0.515,0.571,0.056,BANKS,5,Logistic,Platt
0.0,0.125,1,0.0,0.0,0.0,BANKS,5,Logistic,isotonic
0.25,0.375,3,0.299,0.667,0.368,BANKS,5,Logistic,isotonic
0.375,0.5,96,0.465,0.479,0.014,BANKS,5,Logistic,isotonic
0.5,0.625,24,0.6,0.542,0.058,BANKS,5,Logistic,isotonic
0.125,0.25,1,0.241,1.0,0.759,BANKS,5,XGBoost,raw
0.25,0.375,16,0.311,0.562,0.252,BANKS,5,XGBoost,raw
0.375,0.5,14,0.435,0.5,0.065,BANKS,5,XGBoost,raw
0.5,0.625,29,0.583,0.621,0.037,BANKS,5,XGBoost,raw
0.625,0.75,42,0.689,0.381,0.309,BANKS,5,XGBoost,raw
0.75,0.875,22,0.791,0.455,0.337,BANKS,5,XGBoost,raw
0.375,0.5,108,0.464,0.5,0.036,BANKS,5,XGBoost,Platt
0.5,0.625,16,0.504,0.438,0.067,BANKS,5,XGBoost,Platt
0.375,0.5,124,0.47,0.492,0.022,BANKS,5,XGBoost,isotonic
0.0,0.125,2,0.09,0.5,0.41,BANKS,5,Logistic,raw
0.125,0.25,14,0.187,0.429,0.242,BANKS,5,Logistic,raw
0.25,0.375,18,0.341,0.167,0.175,BANKS,5,Logistic,raw
0.375,0.5,23,0.44,0.217,0.223,BANKS,5,Logistic,raw
0.5,0.625,17,0.553,0.235,0.317,BANKS,5,Logistic,raw
0.625,0.75,11,0.694,0.636,0.057,BANKS,5,Logistic,raw
0.75,0.875,5,0.796,0.6,0.196,BANKS,5,Logistic,raw
0.875,1.0,4,0.92,0.5,0.42,BANKS,5,Logistic,raw
0.25,0.375,5,0.352,0.4,0.048,BANKS,5,Logistic,Platt
0.375,0.5,59,0.45,0.254,0.196,BANKS,5,Logistic,Platt
0.5,0.625,26,0.542,0.462,0.08,BANKS,5,Logistic,Platt
0.625,0.75,3,0.644,0.667,0.023,BANKS,5,Logistic,Platt
0.75,0.875,1,0.772,0.0,0.772,BANKS,5,Logistic,Platt
0.0,0.125,2,0.054,0.5,0.446,BANKS,5,Logistic,isotonic
0.125,0.25,14,0.222,0.429,0.207,BANKS,5,Logistic,isotonic
0.25,0.375,13,0.35,0.231,0.119,BANKS,5,Logistic,isotonic
0.375,0.5,46,0.491,0.217,0.274,BANKS,5,Logistic,isotonic
0.5,0.625,9,0.575,0.556,0.019,BANKS,5,Logistic,isotonic
0.625,0.75,9,0.698,0.667,0.031,BANKS,5,Logistic,isotonic
0.875,1.0,1,1.0,0.0,1.0,BANKS,5,Logistic,isotonic
0.125,0.25,7,0.2,0.143,0.057,BANKS,5,XGBoost,raw
0.25,0.375,15,0.314,0.267,0.047,BANKS,5,XGBoost,raw
0.375,0.5,26,0.445,0.5,0.055,BANKS,5,XGBoost,raw
0.5,0.625,18,0.544,0.444,0.1,BANKS,5,XGBoost,raw
0.625,0.75,22,0.674,0.227,0.447,BANKS,5,XGBoost,raw
0.75,0.875,6,0.776,0.0,0.776,BANKS,5,XGBoost,raw
0.375,0.5,45,0.49,0.289,0.201,BANKS,5,XGBoost,Platt
0.5,0.625,49,0.51,0.367,0.142,BANKS,5,XGBoost,Platt
0.25,0.375,5,0.364,0.0,0.364,BANKS,5,XGBoost,isotonic
0.375,0.5,89,0.487,0.348,0.139,BANKS,5,XGBoost,isotonic
0.0,0.125,1,0.11,0.0,0.11,BANKS,5,Logistic,raw
0.125,0.25,5,0.213,0.4,0.187,BANKS,5,Logistic,raw
0.25,0.375,15,0.309,0.333,0.024,BANKS,5,Logistic,raw
0.375,0.5,21,0.425,0.429,0.004,BANKS,5,Logistic,raw
0.5,0.625,28,0.541,0.571,0.03,BANKS,5,Logistic,raw
0.625,0.75,20,0.674,0.55,0.124,BANKS,5,Logistic,raw
0.75,0.875,7,0.79,0.714,0.076,BANKS,5,Logistic,raw
0.875,1.0,1,0.901,0.0,0.901,BANKS,5,Logistic,raw
0.375,0.5,88,0.464,0.466,0.002,BANKS,5,Logistic,Platt
0.5,0.625,10,0.513,0.7,0.187,BANKS,5,Logistic,Platt
0.125,0.25,1,0.227,0.0,0.227,BANKS,5,Logistic,isotonic
0.375,0.5,85,0.454,0.471,0.016,BANKS,5,Logistic,isotonic
0.5,0.625,6,0.561,0.667,0.106,BANKS,5,Logistic,isotonic
0.625,0.75,6,0.657,0.667,0.01,BANKS,5,Logistic,isotonic
0.125,0.25,3,0.195,0.333,0.138,BANKS,5,XGBoost,raw
0.25,0.375,7,0.342,0.857,0.516,BANKS,5,XGBoost,raw
0.375,0.5,12,0.462,0.417,0.045,BANKS,5,XGBoost,raw
0.5,0.625,33,0.555,0.455,0.101,BANKS,5,XGBoost,raw
0.625,0.75,32,0.69,0.5,0.19,BANKS,5,XGBoost,raw
0.75,0.875,11,0.807,0.455,0.352,BANKS,5,XGBoost,raw
0.375,0.5,98,0.469,0.49,0.021,BANKS,5,XGBoost,Platt
0.0,0.125,1,0.0,1.0,1.0,BANKS,5,XGBoost,isotonic
0.375,0.5,88,0.466,0.5,0.034,BANKS,5,XGBoost,isotonic
0.5,0.625,3,0.571,0.333,0.238,BANKS,5,XGBoost,isotonic
0.75,0.875,6,0.797,0.333,0.464,BANKS,5,XGBoost,isotonic
0.125,0.25,1,0.245,1.0,0.755,BANKS,5,Logistic,raw
0.25,0.375,20,0.32,0.65,0.33,BANKS,5,Logistic,raw
0.375,0.5,43,0.446,0.558,0.113,BANKS,5,Logistic,raw
0.5,0.625,46,0.55,0.696,0.146,BANKS,5,Logistic,raw
0.625,0.75,7,0.655,0.714,0.06,BANKS,5,Logistic,raw
0.75,0.875,2,0.79,0.5,0.29,BANKS,5,Logistic,raw
0.375,0.5,109,0.465,0.633,0.168,BANKS,5,Logistic,Platt
0.5,0.625,10,0.523,0.7,0.177,BANKS,5,Logistic,Platt
0.375,0.5,113,0.465,0.637,0.173,BANKS,5,Logistic,isotonic
0.5,0.625,4,0.527,0.75,0.223,BANKS,5,Logistic,isotonic
0.625,0.75,2,0.67,0.5,0.17,BANKS,5,Logistic,isotonic
0.25,0.375,13,0.323,0.692,0.369,BANKS,5,XGBoost,raw
0.375,0.5,27,0.445,0.593,0.147,BANKS,5,XGBoost,raw
0.5,0.625,48,0.564,0.604,0.04,BANKS,5,XGBoost,raw
0.625,0.75,25,0.682,0.68,0.002,BANKS,5,XGBoost,raw
0.75,0.875,6,0.774,0.833,0.059,BANKS,5,XGBoost,raw
0.375,0.5,119,0.478,0.639,0.16,BANKS,5,XGBoost,Platt
0.375,0.5,113,0.474,0.628,0.154,BANKS,5,XGBoost,isotonic
0.5,0.625,6,0.511,0.833,0.322,BANKS,5,XGBoost,isotonic
0.25,0.375,1,0.352,0.0,0.352,BANKS,5,Logistic,raw
0.375,0.5,53,0.457,0.585,0.128,BANKS,5,Logistic,raw
0.5,0.625,62,0.55,0.516,0.034,BANKS,5,Logistic,raw
0.625,0.75,6,0.66,0.167,0.493,BANKS,5,Logistic,raw
0.75,0.875,1,0.846,0.0,0.846,BANKS,5,Logistic,raw
0.375,0.5,83,0.492,0.554,0.062,BANKS,5,Logistic,Platt
0.5,0.625,40,0.508,0.45,0.058,BANKS,5,Logistic,Platt
0.375,0.5,85,0.47,0.565,0.095,BANKS,5,Logistic,isotonic
0.5,0.625,38,0.54,0.421,0.119,BANKS,5,Logistic,isotonic
0.125,0.25,2,0.191,1.0,0.809,BANKS,5,XGBoost,raw
0.25,0.375,24,0.321,0.583,0.263,BANKS,5,XGBoost,raw
0.375,0.5,23,0.445,0.652,0.207,BANKS,5,XGBoost,raw
0.5,0.625,34,0.554,0.412,0.142,BANKS,5,XGBoost,raw
0.625,0.75,28,0.688,0.571,0.116,BANKS,5,XGBoost,raw
0.75,0.875,11,0.807,0.273,0.534,BANKS,5,XGBoost,raw
0.875,1.0,1,0.902,0.0,0.902,BANKS,5,XGBoost,raw
0.375,0.5,54,0.463,0.407,0.055,BANKS,5,XGBoost,Platt
0.5,0.625,69,0.541,0.609,0.068,BANKS,5,XGBoost,Platt
0.25,0.375,2,0.273,1.0,0.727,BANKS,5,XGBoost,isotonic
0.375,0.5,3,0.385,1.0,0.615,BANKS,5,XGBoost,isotonic
0.5,0.625,117,0.504,0.504,0.0,BANKS,5,XGBoost,isotonic
0.875,1.0,1,1.0,0.0,1.0,BANKS,5,XGBoost,isotonic
0.25,0.375,4,0.351,0.5,0.149,BANKS,5,Logistic,raw
0.375,0.5,43,0.448,0.488,0.041,BANKS,5,Logistic,raw
0.5,0.625,55,0.553,0.491,0.062,BANKS,5,Logistic,raw
0.625,0.75,13,0.65,0.538,0.111,BANKS,5,Logistic,raw
0.375,0.5,88,0.485,0.466,0.019,BANKS,5,Logistic,Platt
0.5,0.625,27,0.507,0.593,0.086,BANKS,5,Logistic,Platt
0.375,0.5,114,0.496,0.491,0.005,BANKS,5,Logistic,isotonic
0.5,0.625,1,0.5,1.0,0.5,BANKS,5,Logistic,isotonic
0.125,0.25,5,0.188,0.0,0.188,BANKS,5,XGBoost,raw
0.25,0.375,16,0.332,0.312,0.019,BANKS,5,XGBoost,raw
0.375,0.5,28,0.443,0.571,0.128,BANKS,5,XGBoost,raw
0.5,0.625,37,0.557,0.514,0.044,BANKS,5,XGBoost,raw
0.625,0.75,27,0.67,0.63,0.04,BANKS,5,XGBoost,raw
0.75,0.875,2,0.78,0.0,0.78,BANKS,5,XGBoost,raw
0.375,0.5,61,0.459,0.525,0.066,BANKS,5,XGBoost,Platt
0.5,0.625,49,0.545,0.51,0.035,BANKS,5,XGBoost,Platt
0.625,0.75,5,0.637,0.0,0.637,BANKS,5,XGBoost,Platt
0.0,0.125,1,0.0,0.0,0.0,BANKS,5,XGBoost,isotonic
0.375,0.5,114,0.492,0.5,0.008,BANKS,5,XGBoost,isotonic
0.25,0.375,9,0.341,0.778,0.437,BANKS,5,Logistic,raw
0.375,0.5,57,0.44,0.439,0.001,BANKS,5,Logistic,raw
0.5,0.625,55,0.56,0.782,0.221,BANKS,5,Logistic,raw
0.625,0.75,4,0.661,0.75,0.089,BANKS,5,Logistic,raw
0.375,0.5,69,0.482,0.725,0.243,BANKS,5,Logistic,Platt
0.5,0.625,56,0.514,0.5,0.014,BANKS,5,Logistic,Platt
0.375,0.5,119,0.488,0.622,0.134,BANKS,5,Logistic,isotonic
0.5,0.625,4,0.524,0.5,0.024,BANKS,5,Logistic,isotonic
0.625,0.75,2,0.629,1.0,0.371,BANKS,5,Logistic,isotonic
0.125,0.25,7,0.217,0.429,0.211,BANKS,5,XGBoost,raw
0.25,0.375,21,0.322,0.381,0.059,BANKS,5,XGBoost,raw
0.375,0.5,36,0.443,0.583,0.14,BANKS,5,XGBoost,raw
0.5,0.625,43,0.558,0.744,0.186,BANKS,5,XGBoost,raw
0.625,0.75,17,0.672,0.765,0.092,BANKS,5,XGBoost,raw
0.75,0.875,1,0.769,1.0,0.231,BANKS,5,XGBoost,raw
0.375,0.5,61,0.469,0.754,0.285,BANKS,5,XGBoost,Platt
0.5,0.625,64,0.541,0.5,0.041,BANKS,5,XGBoost,Platt
0.25,0.375,1,0.375,0.0,0.375,BANKS,5,XGBoost,isotonic
0.375,0.5,124,0.491,0.629,0.138,BANKS,5,XGBoost,isotonic
0.25,0.375,8,0.352,0.5,0.148,BANKS,5,Logistic,raw
0.375,0.5,37,0.445,0.486,0.041,BANKS,5,Logistic,raw
0.5,0.625,61,0.556,0.492,0.064,BANKS,5,Logistic,raw
0.625,0.75,7,0.662,0.714,0.052,BANKS,5,Logistic,raw
0.75,0.875,1,0.764,0.0,0.764,BANKS,5,Logistic,raw
0.375,0.5,62,0.488,0.548,0.06,BANKS,5,Logistic,Platt
0.5,0.625,52,0.513,0.442,0.071,BANKS,5,Logistic,Platt
0.375,0.5,45,0.483,0.489,0.006,BANKS,5,Logistic,isotonic
0.5,0.625,69,0.533,0.507,0.026,BANKS,5,Logistic,isotonic
0.125,0.25,2,0.227,0.5,0.273,BANKS,5,XGBoost,raw
0.25,0.375,9,0.335,0.333,0.001,BANKS,5,XGBoost,raw
0.375,0.5,28,0.443,0.321,0.122,BANKS,5,XGBoost,raw
0.5,0.625,54,0.56,0.537,0.023,BANKS,5,XGBoost,raw
