bin_low,bin_high,n,mean_predicted,actual_frequency,gap,group,horizon_days,model,calibration
0.25,0.375,13,0.325,0.538,0.214,SECTOR,10,Logistic,Platt
0.375,0.5,7,0.412,0.143,0.27,SECTOR,10,Logistic,Platt
0.5,0.625,16,0.572,0.625,0.053,SECTOR,10,Logistic,Platt
0.625,0.75,11,0.685,0.909,0.225,SECTOR,10,Logistic,Platt
0.75,0.875,3,0.771,0.667,0.104,SECTOR,10,Logistic,Platt
0.0,0.125,7,0.051,0.714,0.664,SECTOR,10,Logistic,isotonic
0.375,0.5,17,0.43,0.412,0.018,SECTOR,10,Logistic,isotonic
0.5,0.625,15,0.552,0.6,0.048,SECTOR,10,Logistic,isotonic
0.625,0.75,5,0.727,0.8,0.073,SECTOR,10,Logistic,isotonic
0.75,0.875,4,0.814,1.0,0.186,SECTOR,10,Logistic,isotonic
0.875,1.0,4,1.0,0.75,0.25,SECTOR,10,Logistic,isotonic
0.125,0.25,4,0.224,0.0,0.224,SECTOR,10,XGBoost,raw
0.25,0.375,8,0.318,0.625,0.307,SECTOR,10,XGBoost,raw
0.375,0.5,10,0.443,0.6,0.157,SECTOR,10,XGBoost,raw
0.5,0.625,8,0.56,0.5,0.06,SECTOR,10,XGBoost,raw
0.625,0.75,12,0.692,0.667,0.026,SECTOR,10,XGBoost,raw
0.75,0.875,8,0.804,0.875,0.071,SECTOR,10,XGBoost,raw
0.875,1.0,2,0.893,1.0,0.107,SECTOR,10,XGBoost,raw
0.25,0.375,14,0.32,0.5,0.18,SECTOR,10,XGBoost,Platt
0.375,0.5,14,0.439,0.5,0.061,SECTOR,10,XGBoost,Platt
0.5,0.625,17,0.573,0.647,0.074,SECTOR,10,XGBoost,Platt
0.625,0.75,7,0.668,1.0,0.332,SECTOR,10,XGBoost,Platt
0.25,0.375,14,0.31,0.5,0.19,SECTOR,10,XGBoost,isotonic
0.375,0.5,28,0.482,0.571,0.09,SECTOR,10,XGBoost,isotonic
0.625,0.75,4,0.65,0.75,0.1,SECTOR,10,XGBoost,isotonic
0.75,0.875,6,0.773,1.0,0.227,SECTOR,10,XGBoost,isotonic
0.125,0.25,4,0.214,0.5,0.286,SECTOR,10,Logistic,raw
0.25,0.375,14,0.319,0.571,0.252,SECTOR,10,Logistic,raw
0.375,0.5,22,0.443,0.182,0.261,SECTOR,10,Logistic,raw
0.5,0.625,8,0.555,0.375,0.18,SECTOR,10,Logistic,raw
0.625,0.75,6,0.73,0.0,0.73,SECTOR,10,Logistic,raw
0.75,0.875,4,0.787,0.0,0.787,SECTOR,10,Logistic,raw
0.125,0.25,2,0.217,0.5,0.283,SECTOR,10,Logistic,Platt
0.25,0.375,14,0.332,0.571,0.24,SECTOR,10,Logistic,Platt
0.375,0.5,19,0.45,0.263,0.187,SECTOR,10,Logistic,Platt
0.5,0.625,13,0.549,0.231,0.318,SECTOR,10,Logistic,Platt
0.625,0.75,6,0.735,0.0,0.735,SECTOR,10,Logistic,Platt
0.75,0.875,4,0.788,0.0,0.788,SECTOR,10,Logistic,Platt
0.0,0.125,1,0.0,0.0,0.0,SECTOR,10,Logistic,isotonic
0.125,0.25,8,0.199,0.75,0.551,SECTOR,10,Logistic,isotonic
0.25,0.375,7,0.357,0.429,0.072,SECTOR,10,Logistic,isotonic
0.375,0.5,26,0.465,0.231,0.234,SECTOR,10,Logistic,isotonic
0.5,0.625,2,0.502,0.0,0.502,SECTOR,10,Logistic,isotonic
0.625,0.75,4,0.627,0.5,0.127,SECTOR,10,Logistic,isotonic
0.75,0.875,7,0.867,0.0,0.867,SECTOR,10,Logistic,isotonic
0.875,1.0,3,1.0,0.0,1.0,SECTOR,10,Logistic,isotonic
0.125,0.25,2,0.19,0.5,0.31,SECTOR,10,XGBoost,raw
0.25,0.375,6,0.322,0.0,0.322,SECTOR,10,XGBoost,raw
0.375,0.5,14,0.441,0.357,0.084,SECTOR,10,XGBoost,raw
0.5,0.625,14,0.572,0.286,0.286,SECTOR,10,XGBoost,raw
0.625,0.75,9,0.694,0.333,0.36,SECTOR,10,XGBoost,raw
0.75,0.875,12,0.812,0.333,0.479,SECTOR,10,XGBoost,raw
0.875,1.0,1,0.88,0.0,0.88,SECTOR,10,XGBoost,raw
0.25,0.375,4,0.33,0.25,0.08,SECTOR,10,XGBoost,Platt
0.375,0.5,14,0.457,0.286,0.171,SECTOR,10,XGBoost,Platt
0.5,0.625,18,0.57,0.278,0.292,SECTOR,10,XGBoost,Platt
0.625,0.75,18,0.704,0.333,0.371,SECTOR,10,XGBoost,Platt
0.75,0.875,4,0.77,0.25,0.52,SECTOR,10,XGBoost,Platt
0.125,0.25,1,0.231,0.0,0.231,SECTOR,10,XGBoost,isotonic
0.25,0.375,3,0.304,0.333,0.029,SECTOR,10,XGBoost,isotonic
0.375,0.5,13,0.41,0.231,0.18,SECTOR,10,XGBoost,isotonic
0.5,0.625,19,0.597,0.316,0.282,SECTOR,10,XGBoost,isotonic
0.625,0.75,22,0.737,0.318,0.419,SECTOR,10,XGBoost,isotonic
0.125,0.25,6,0.21,0.167,0.043,SECTOR,10,Logistic,raw
0.25,0.375,9,0.325,0.556,0.231,SECTOR,10,Logistic,raw
0.375,0.5,12,0.443,0.583,0.14,SECTOR,10,Logistic,raw
0.5,0.625,22,0.575,0.909,0.334,SECTOR,10,Logistic,raw
0.625,0.75,17,0.685,1.0,0.315,SECTOR,10,Logistic,raw
0.375,0.5,54,0.455,0.704,0.248,SECTOR,10,Logistic,Platt
0.5,0.625,12,0.509,1.0,0.491,SECTOR,10,Logistic,Platt
0.125,0.25,1,0.173,0.0,0.173,SECTOR,10,Logistic,isotonic
0.25,0.375,9,0.334,0.333,0.0,SECTOR,10,Logistic,isotonic
0.375,0.5,29,0.434,0.724,0.291,SECTOR,10,Logistic,isotonic
0.5,0.625,27,0.578,0.963,0.385,SECTOR,10,Logistic,isotonic
0.0,0.125,3,0.096,0.0,0.096,SECTOR,10,XGBoost,raw
0.125,0.25,9,0.197,0.333,0.137,SECTOR,10,XGBoost,raw
0.25,0.375,8,0.313,0.75,0.437,SECTOR,10,XGBoost,raw
0.375,0.5,8,0.433,0.875,0.442,SECTOR,10,XGBoost,raw
0.5,0.625,17,0.561,0.765,0.204,SECTOR,10,XGBoost,raw
0.625,0.75,8,0.696,1.0,0.304,SECTOR,10,XGBoost,raw
0.75,0.875,12,0.82,1.0,0.18,SECTOR,10,XGBoost,raw
0.875,1.0,1,0.91,1.0,0.09,SECTOR,10,XGBoost,raw
0.25,0.375,17,0.329,0.353,0.024,SECTOR,10,XGBoost,Platt
0.375,0.5,28,0.446,0.821,0.376,SECTOR,10,XGBoost,Platt
0.5,0.625,21,0.56,1.0,0.44,SECTOR,10,XGBoost,Platt
0.0,0.125,3,0.0,0.0,0.0,SECTOR,10,XGBoost,isotonic
0.25,0.375,21,0.313,0.571,0.258,SECTOR,10,XGBoost,isotonic
0.375,0.5,23,0.459,0.826,0.367,SECTOR,10,XGBoost,isotonic
0.5,0.625,19,0.604,1.0,0.396,SECTOR,10,XGBoost,isotonic
0.0,0.125,1,0.09,1.0,0.91,SECTOR,10,Logistic,raw
0.125,0.25,3,0.237,1.0,0.763,SECTOR,10,Logistic,raw
0.25,0.375,21,0.323,0.762,0.439,SECTOR,10,Logistic,raw
0.375,0.5,32,0.444,0.656,0.212,SECTOR,10,Logistic,raw
0.5,0.625,29,0.563,0.655,0.092,SECTOR,10,Logistic,raw
0.625,0.75,31,0.674,0.452,0.223,SECTOR,10,Logistic,raw
0.75,0.875,5,0.802,0.0,0.802,SECTOR,10,Logistic,raw
0.125,0.25,1,0.207,1.0,0.793,SECTOR,10,Logistic,Platt
0.25,0.375,12,0.348,0.917,0.568,SECTOR,10,Logistic,Platt
0.375,0.5,57,0.44,0.632,0.191,SECTOR,10,Logistic,Platt
0.5,0.625,48,0.554,0.542,0.012,SECTOR,10,Logistic,Platt
0.625,0.75,4,0.661,0.0,0.661,SECTOR,10,Logistic,Platt
0.0,0.125,1,0.0,1.0,1.0,SECTOR,10,Logistic,isotonic
0.25,0.375,20,0.304,0.8,0.496,SECTOR,10,Logistic,isotonic
0.375,0.5,50,0.447,0.62,0.173,SECTOR,10,Logistic,isotonic
0.5,0.625,30,0.526,0.567,0.041,SECTOR,10,Logistic,isotonic
0.625,0.75,21,0.649,0.429,0.221,SECTOR,10,Logistic,isotonic
0.125,0.25,12,0.197,0.583,0.386,SECTOR,10,XGBoost,raw
0.25,0.375,13,0.337,0.846,0.51,SECTOR,10,XGBoost,raw
0.375,0.5,16,0.458,0.562,0.104,SECTOR,10,XGBoost,raw
0.5,0.625,23,0.561,0.609,0.048,SECTOR,10,XGBoost,raw
0.625,0.75,22,0.681,0.409,0.272,SECTOR,10,XGBoost,raw
0.75,0.875,25,0.806,0.64,0.166,SECTOR,10,XGBoost,raw
0.875,1.0,11,0.896,0.727,0.169,SECTOR,10,XGBoost,raw
0.25,0.375,14,0.338,0.643,0.305,SECTOR,10,XGBoost,Platt
0.375,0.5,47,0.447,0.66,0.212,SECTOR,10,XGBoost,Platt
0.5,0.625,57,0.569,0.544,0.025,SECTOR,10,XGBoost,Platt
0.625,0.75,4,0.634,0.75,0.116,SECTOR,10,XGBoost,Platt
0.0,0.125,2,0.0,0.5,0.5,SECTOR,10,XGBoost,isotonic
0.125,0.25,1,0.169,0.0,0.169,SECTOR,10,XGBoost,isotonic
0.375,0.5,77,0.434,0.623,0.189,SECTOR,10,XGBoost,isotonic
0.5,0.625,19,0.588,0.579,0.009,SECTOR,10,XGBoost,isotonic
0.625,0.75,21,0.676,0.619,0.057,SECTOR,10,XGBoost,isotonic
0.75,0.875,2,0.825,0.5,0.325,SECTOR,10,XGBoost,isotonic
0.0,0.125,10,0.05,0.0,0.05,SECTOR,10,Logistic,raw
0.125,0.25,9,0.202,0.111,0.091,SECTOR,10,Logistic,raw
0.25,0.375,13,0.314,0.462,0.147,SECTOR,10,Logistic,raw
0.375,0.5,28,0.455,0.393,0.062,SECTOR,10,Logistic,raw
0.5,0.625,27,0.542,0.704,0.161,SECTOR,10,Logistic,raw
0.625,0.75,14,0.673,0.857,0.184,SECTOR,10,Logistic,raw
0.75,0.875,4,0.788,1.0,0.212,SECTOR,10,Logistic,raw
0.875,1.0,1,0.875,1.0,0.125,SECTOR,10,Logistic,raw
0.125,0.25,5,0.185,0.0,0.185,SECTOR,10,Logistic,Platt
0.25,0.375,9,0.308,0.0,0.308,SECTOR,10,Logistic,Platt
0.375,0.5,49,0.458,0.408,0.05,SECTOR,10,Logistic,Platt
0.5,0.625,40,0.539,0.775,0.236,SECTOR,10,Logistic,Platt
0.625,0.75,3,0.65,1.0,0.35,SECTOR,10,Logistic,Platt
0.0,0.125,8,0.001,0.0,0.001,SECTOR,10,Logistic,isotonic
0.25,0.375,10,0.333,0.1,0.233,SECTOR,10,Logistic,isotonic
0.375,0.5,37,0.429,0.405,0.023,SECTOR,10,Logistic,isotonic
0.5,0.625,48,0.559,0.729,0.17,SECTOR,10,Logistic,isotonic
0.625,0.75,2,0.651,1.0,0.349,SECTOR,10,Logistic,isotonic
0.75,0.875,1,0.857,1.0,0.143,SECTOR,10,Logistic,isotonic
0.0,0.125,3,0.095,0.0,0.095,SECTOR,10,XGBoost,raw
0.125,0.25,14,0.192,0.214,0.022,SECTOR,10,XGBoost,raw
0.25,0.375,16,0.299,0.5,0.201,SECTOR,10,XGBoost,raw
0.375,0.5,10,0.448,0.6,0.152,SECTOR,10,XGBoost,raw
0.5,0.625,13,0.565,0.538,0.026,SECTOR,10,XGBoost,raw
0.625,0.75,17,0.702,0.647,0.055,SECTOR,10,XGBoost,raw
0.75,0.875,28,0.81,0.607,0.203,SECTOR,10,XGBoost,raw
0.875,1.0,5,0.884,0.4,0.484,SECTOR,10,XGBoost,raw
0.375,0.5,48,0.439,0.458,0.019,SECTOR,10,XGBoost,Platt
0.5,0.625,58,0.55,0.552,0.002,SECTOR,10,XGBoost,Platt
0.0,0.125,3,0.0,0.0,0.0,SECTOR,10,XGBoost,isotonic
0.25,0.375,6,0.375,0.5,0.125,SECTOR,10,XGBoost,isotonic
0.375,0.5,27,0.389,0.37,0.018,SECTOR,10,XGBoost,isotonic
0.5,0.625,67,0.528,0.597,0.069,SECTOR,10,XGBoost,isotonic
0.75,0.875,3,0.833,0.333,0.5,SECTOR,10,XGBoost,isotonic
0.0,0.125,8,0.081,0.75,0.669,SECTOR,10,Logistic,raw
0.125,0.25,7,0.157,0.286,0.129,SECTOR,10,Logistic,raw
0.25,0.375,16,0.329,0.75,0.421,SECTOR,10,Logistic,raw
0.375,0.5,40,0.44,0.8,0.36,SECTOR,10,Logistic,raw
0.5,0.625,38,0.556,0.658,0.102,SECTOR,10,Logistic,raw
0.625,0.75,9,0.677,0.556,0.121,SECTOR,10,Logistic,raw
0.75,0.875,6,0.786,0.833,0.047,SECTOR,10,Logistic,raw
0.125,0.25,1,0.244,1.0,0.756,SECTOR,10,Logistic,Platt
0.25,0.375,9,0.312,0.556,0.244,SECTOR,10,Logistic,Platt
0.375,0.5,7,0.429,0.429,0.0,SECTOR,10,Logistic,Platt
0.5,0.625,46,0.582,0.783,0.201,SECTOR,10,Logistic,Platt
0.625,0.75,52,0.67,0.692,0.022,SECTOR,10,Logistic,Platt
0.75,0.875,9,0.782,0.667,0.115,SECTOR,10,Logistic,Platt
0.125,0.25,14,0.231,0.5,0.269,SECTOR,10,Logistic,isotonic
0.25,0.375,1,0.333,1.0,0.667,SECTOR,10,Logistic,isotonic
0.5,0.625,26,0.554,0.654,0.1,SECTOR,10,Logistic,isotonic
0.625,0.75,81,0.687,0.741,0.054,SECTOR,10,Logistic,isotonic
0.75,0.875,2,0.75,1.0,0.25,SECTOR,10,Logistic,isotonic
0.0,0.125,12,0.061,0.583,0.522,SECTOR,10,XGBoost,raw
0.125,0.25,9,0.193,0.556,0.362,SECTOR,10,XGBoost,raw
0.25,0.375,14,0.321,0.857,0.537,SECTOR,10,XGBoost,raw
0.375,0.5,22,0.451,0.773,0.322,SECTOR,10,XGBoost,raw
0.5,0.625,21,0.556,0.714,0.158,SECTOR,10,XGBoost,raw
0.625,0.75,26,0.689,0.692,0.003,SECTOR,10,XGBoost,raw
0.75,0.875,17,0.807,0.706,0.101,SECTOR,10,XGBoost,raw
0.875,1.0,3,0.887,0.333,0.553,SECTOR,10,XGBoost,raw
0.375,0.5,16,0.477,0.562,0.085,SECTOR,10,XGBoost,Platt
0.5,0.625,59,0.576,0.746,0.17,SECTOR,10,XGBoost,Platt
0.625,0.75,49,0.66,0.694,0.034,SECTOR,10,XGBoost,Platt
0.0,0.125,3,0.04,0.667,0.627,SECTOR,10,XGBoost,isotonic
0.125,0.25,1,0.22,1.0,0.78,SECTOR,10,XGBoost,isotonic
0.375,0.5,27,0.49,0.63,0.14,SECTOR,10,XGBoost,isotonic
0.5,0.625,68,0.601,0.735,0.134,SECTOR,10,XGBoost,isotonic
0.625,0.75,22,0.706,0.727,0.021,SECTOR,10,XGBoost,isotonic
0.875,1.0,3,0.875,0.333,0.542,SECTOR,10,XGBoost,isotonic
0.0,0.125,15,0.04,0.133,0.094,SECTOR,10,Logistic,raw
0.125,0.25,17,0.179,0.294,0.115,SECTOR,10,Logistic,raw
0.25,0.375,7,0.323,0.143,0.18,SECTOR,10,Logistic,raw
0.375,0.5,19,0.435,0.105,0.33,SECTOR,10,Logistic,raw
0.5,0.625,11,0.559,0.091,0.468,SECTOR,10,Logistic,raw
0.625,0.75,13,0.663,0.462,0.201,SECTOR,10,Logistic,raw
0.75,0.875,6,0.815,0.333,0.482,SECTOR,10,Logistic,raw
0.875,1.0,3,0.936,0.667,0.269,SECTOR,10,Logistic,raw
0.0,0.125,1,0.099,0.0,0.099,SECTOR,10,Logistic,Platt
0.125,0.25,6,0.183,0.0,0.183,SECTOR,10,Logistic,Platt
0.25,0.375,6,0.293,0.167,0.126,SECTOR,10,Logistic,Platt
0.375,0.5,19,0.443,0.316,0.127,SECTOR,10,Logistic,Platt
0.5,0.625,27,0.574,0.111,0.463,SECTOR,10,Logistic,Platt
0.625,0.75,26,0.67,0.269,0.401,SECTOR,10,Logistic,Platt
0.75,0.875,6,0.806,0.667,0.14,SECTOR,10,Logistic,Platt
0.0,0.125,11,0.0,0.0,0.0,SECTOR,10,Logistic,isotonic
0.375,0.5,22,0.418,0.318,0.1,SECTOR,10,Logistic,isotonic
0.5,0.625,12,0.572,0.083,0.489,SECTOR,10,Logistic,isotonic
0.625,0.75,43,0.653,0.256,0.398,SECTOR,10,Logistic,isotonic
0.875,1.0,3,1.0,0.667,0.333,SECTOR,10,Logistic,isotonic
0.0,0.125,2,0.043,0.0,0.043,SECTOR,10,XGBoost,raw
0.125,0.25,7,0.21,0.429,0.219,SECTOR,10,XGBoost,raw
0.25,0.375,9,0.297,0.0,0.297,SECTOR,10,XGBoost,raw
0.375,0.5,6,0.436,0.0,0.436,SECTOR,10,XGBoost,raw
0.5,0.625,17,0.573,0.471,0.102,SECTOR,10,XGBoost,raw
0.625,0.75,26,0.683,0.154,0.529,SECTOR,10,XGBoost,raw
0.75,0.875,23,0.801,0.261,0.54,SECTOR,10,XGBoost,raw
0.875,1.0,1,0.883,0.0,0.883,SECTOR,10,XGBoost,raw
0.5,0.625,91,0.587,0.231,0.357,SECTOR,10,XGBoost,Platt
0.0,0.125,1,0.0,0.0,0.0,SECTOR,10,XGBoost,isotonic
0.5,0.625,73,0.575,0.205,0.37,SECTOR,10,XGBoost,isotonic
0.625,0.75,17,0.67,0.353,0.317,SECTOR,10,XGBoost,isotonic
0.125,0.25,13,0.179,0.308,0.129,SECTOR,10,Logistic,raw
0.25,0.375,21,0.321,0.476,0.155,SECTOR,10,Logistic,raw
0.375,0.5,22,0.447,0.409,0.037,SECTOR,10,Logistic,raw
0.5,0.625,13,0.568,0.462,0.106,SECTOR,10,Logistic,raw
0.625,0.75,13,0.673,0.846,0.173,SECTOR,10,Logistic,raw
0.75,0.875,9,0.795,0.444,0.35,SECTOR,10,Logistic,raw
0.375,0.5,37,0.459,0.405,0.054,SECTOR,10,Logistic,Platt
0.5,0.625,52,0.548,0.538,0.009,SECTOR,10,Logistic,Platt
0.625,0.75,2,0.631,0.5,0.131,SECTOR,10,Logistic,Platt
0.25,0.375,1,0.261,0.0,0.261,SECTOR,10,Logistic,isotonic
0.375,0.5,21,0.468,0.381,0.087,SECTOR,10,Logistic,isotonic
0.5,0.625,69,0.555,0.522,0.033,SECTOR,10,Logistic,isotonic
0.0,0.125,16,0.071,0.375,0.304,SECTOR,10,XGBoost,raw
0.125,0.25,17,0.187,0.471,0.284,SECTOR,10,XGBoost,raw
0.25,0.375,13,0.331,0.385,0.054,SECTOR,10,XGBoost,raw
0.375,0.5,12,0.445,0.5,0.055,SECTOR,10,XGBoost,raw
0.5,0.625,10,0.574,0.7,0.126,SECTOR,10,XGBoost,raw
0.625,0.75,14,0.696,0.571,0.124,SECTOR,10,XGBoost,raw
0.75,0.875,9,0.784,0.444,0.34,SECTOR,10,XGBoost,raw
0.375,0.5,23,0.479,0.522,0.043,SECTOR,10,XGBoost,Platt
0.5,0.625,68,0.564,0.471,0.093,SECTOR,10,XGBoost,Platt
0.0,0.125,2,0.051,1.0,0.949,SECTOR,10,XGBoost,isotonic
0.25,0.375,1,0.332,1.0,0.668,SECTOR,10,XGBoost,isotonic
0.375,0.5,8,0.448,0.375,0.073,SECTOR,10,XGBoost,isotonic
0.5,0.625,80,0.524,0.475,0.049,SECTOR,10,XGBoost,isotonic
0.125,0.25,1,0.244,1.0,0.756,SECTOR,10,Logistic,raw
0.25,0.375,24,0.326,0.625,0.299,SECTOR,10,Logistic,raw
0.375,0.5,38,0.442,0.658,0.216,SECTOR,10,Logistic,raw
0.5,0.625,38,0.551,0.553,0.001,SECTOR,10,Logistic,raw
0.625,0.75,18,0.664,0.667,0.002,SECTOR,10,Logistic,raw
0.375,0.5,24,0.48,0.667,0.187,SECTOR,10,Logistic,Platt
0.5,0.625,94,0.555,0.606,0.052,SECTOR,10,Logistic,Platt
0.625,0.75,1,0.629,1.0,0.371,SECTOR,10,Logistic,Platt
0.375,0.5,11,0.395,0.727,0.332,SECTOR,10,Logistic,isotonic
0.5,0.625,108,0.574,0.611,0.037,SECTOR,10,Logistic,isotonic
0.0,0.125,18,0.08,0.611,0.531,SECTOR,10,XGBoost,raw
0.125,0.25,14,0.193,0.5,0.307,SECTOR,10,XGBoost,raw
0.25,0.375,20,0.306,0.75,0.444,SECTOR,10,XGBoost,raw
0.375,0.5,16,0.424,0.688,0.264,SECTOR,10,XGBoost,raw
0.5,0.625,22,0.552,0.636,0.084,SECTOR,10,XGBoost,raw
0.625,0.75,14,0.685,0.786,0.101,SECTOR,10,XGBoost,raw
0.75,0.875,14,0.812,0.357,0.455,SECTOR,10,XGBoost,raw
0.875,1.0,1,0.912,0.0,0.912,SECTOR,10,XGBoost,raw
0.375,0.5,23,0.482,0.478,0.003,SECTOR,10,XGBoost,Platt
0.5,0.625,96,0.559,0.656,0.097,SECTOR,10,XGBoost,Platt
0.0,0.125,4,0.012,0.5,0.488,SECTOR,10,XGBoost,isotonic
0.125,0.25,1,0.244,0.0,0.244,SECTOR,10,XGBoost,isotonic
0.5,0.625,114,0.538,0.632,0.093,SECTOR,10,XGBoost,isotonic
0.125,0.25,7,0.188,1.0,0.812,SECTOR,10,Logistic,raw
0.25,0.375,15,0.333,0.667,0.334,SECTOR,10,Logistic,raw
0.375,0.5,50,0.458,0.48,0.022,SECTOR,10,Logistic,raw
0.5,0.625,39,0.55,0.333,0.217,SECTOR,10,Logistic,raw
0.625,0.75,12,0.66,0.083,0.577,SECTOR,10,Logistic,raw
0.375,0.5,20,0.466,0.75,0.284,SECTOR,10,Logistic,Platt
0.5,0.625,103,0.548,0.388,0.16,SECTOR,10,Logistic,Platt
0.375,0.5,27,0.441,0.778,0.337,SECTOR,10,Logistic,isotonic
0.5,0.625,96,0.578,0.354,0.223,SECTOR,10,Logistic,isotonic
0.0,0.125,1,0.094,1.0,0.906,SECTOR,10,XGBoost,raw
0.125,0.25,11,0.2,0.636,0.436,SECTOR,10,XGBoost,raw
0.25,0.375,16,0.315,0.5,0.185,SECTOR,10,XGBoost,raw
0.375,0.5,28,0.428,0.464,0.036,SECTOR,10,XGBoost,raw
0.5,0.625,27,0.559,0.481,0.078,SECTOR,10,XGBoost,raw
0.625,0.75,31,0.68,0.387,0.292,SECTOR,10,XGBoost,raw
0.75,0.875,8,0.77,0.125,0.645,SECTOR,10,XGBoost,raw
0.875,1.0,1,0.883,0.0,0.883,SECTOR,10,XGBoost,raw
0.5,0.625,123,0.537,0.447,0.09,SECTOR,10,XGBoost,Platt
0.5,0.625,122,0.54,0.451,0.089,SECTOR,10,XGBoost,isotonic
0.875,1.0,1,1.0,0.0,1.0,SECTOR,10,XGBoost,isotonic
0.25,0.375,8,0.34,0.625,0.285,SECTOR,10,Logistic,raw
0.375,0.5,35,0.459,0.6,0.141,SECTOR,10,Logistic,raw
0.5,0.625,49,0.554,0.531,0.024,SECTOR,10,Logistic,raw
0.625,0.75,22,0.668,0.591,0.077,SECTOR,10,Logistic,raw
0.75,0.875,1,0.803,0.0,0.803,SECTOR,10,Logistic,raw
0.5,0.625,115,0.515,0.565,0.05,SECTOR,10,Logistic,Platt
0.375,0.5,18,0.491,0.722,0.231,SECTOR,10,Logistic,isotonic
0.5,0.625,97,0.528,0.536,0.008,SECTOR,10,Logistic,isotonic
0.0,0.125,4,0.109,1.0,0.891,SECTOR,10,XGBoost,raw
0.125,0.25,2,0.176,0.5,0.324,SECTOR,10,XGBoost,raw
0.25,0.375,20,0.322,0.55,0.228,SECTOR,10,XGBoost,raw
0.375,0.5,24,0.451,0.417,0.034,SECTOR,10,XGBoost,raw
0.5,0.625,21,0.568,0.619,0.051,SECTOR,10,XGBoost,raw
0.625,0.75,30,0.705,0.667,0.038,SECTOR,10,XGBoost,raw
0.75,0.875,14,0.784,0.429,0.356,SECTOR,10,XGBoost,raw
0.375,0.5,59,0.469,0.61,0.142,SECTOR,10,XGBoost,Platt
0.5,0.625,56,0.529,0.518,0.012,SECTOR,10,XGBoost,Platt
0.5,0.625,115,0.514,0.565,0.052,SECTOR,10,XGBoost,isotonic
0.25,0.375,5,0.321,1.0,0.679,SECTOR,10,Logistic,raw
0.375,0.5,34,0.445,0.618,0.173,SECTOR,10,Logistic,raw
0.5,0.625,48,0.565,0.604,0.039,SECTOR,10,Logistic,raw
0.625,0.75,36,0.668,0.75,0.082,SECTOR,10,Logistic,raw
0.75,0.875,2,0.763,1.0,0.237,SECTOR,10,Logistic,raw
0.375,0.5,125,0.488,0.672,0.184,SECTOR,10,Logistic,Platt
0.375,0.5,113,0.492,0.637,0.145,SECTOR,10,Logistic,isotonic
0.5,0.625,12,0.518,1.0,0.482,SECTOR,10,Logistic,isotonic
0.0,0.125,3,0.095,1.0,0.905,SECTOR,10,XGBoost,raw
0.125,0.25,3,0.168,1.0,0.832,SECTOR,10,XGBoost,raw
0.25,0.375,9,0.328,0.667,0.339,SECTOR,10,XGBoost,raw
0.375,0.5,31,0.439,0.677,0.239,SECTOR,10,XGBoost,raw
0.5,0.625,37,0.571,0.622,0.051,SECTOR,10,XGBoost,raw
0.625,0.75,23,0.686,0.522,0.164,SECTOR,10,XGBoost,raw
0.75,0.875,19,0.788,0.842,0.054,SECTOR,10,XGBoost,raw
0.375,0.5,86,0.463,0.663,0.2,SECTOR,10,XGBoost,Platt
0.5,0.625,39,0.526,0.692,0.166,SECTOR,10,XGBoost,Platt
0.0,0.125,1,0.0,1.0,1.0,SECTOR,10,XGBoost,isotonic
0.375,0.5,124,0.488,0.669,0.181,SECTOR,10,XGBoost,isotonic
0.25,0.375,13,0.332,1.0,0.668,SECTOR,10,Logistic,raw
0.375,0.5,35,0.45,0.6,0.15,SECTOR,10,Logistic,raw
0.5,0.625,48,0.562,0.458,0.103,SECTOR,10,Logistic,raw
0.625,0.75,18,0.658,0.556,0.103,SECTOR,10,Logistic,raw
0.5,0.625,114,0.543,0.579,0.036,SECTOR,10,Logistic,Platt
0.5,0.625,102,0.526,0.588,0.062,SECTOR,10,Logistic,isotonic
0.625,0.75,10,0.693,0.4,0.293,SECTOR,10,Logistic,isotonic
0.75,0.875,2,0.75,1.0,0.25,SECTOR,10,Logistic,isotonic
0.125,0.25,5,0.212,1.0,0.788,SECTOR,10,XGBoost,raw
0.25,0.375,12,0.333,0.75,0.417,SECTOR,10,XGBoost,raw
0.375,0.5,19,0.439,0.684,0.245,SECTOR,10,XGBoost,raw
0.5,0.625,31,0.547,0.581,0.033,SECTOR,10,XGBoost,raw
0.625,0.75,38,0.691,0.447,0.244,SECTOR,10,XGBoost,raw
0.75,0.875,9,0.79,0.444,0.346,SECTOR,10,XGBoost,raw
0.375,0.5,6,0.496,0.333,0.162,SECTOR,10,XGBoost,Platt
0.5,0.625,108,0.54,0.593,0.053,SECTOR,10,XGBoost,Platt
0.5,0.625,111,0.536,0.586,0.049,SECTOR,10,XGBoost,isotonic
0.625,0.75,2,0.632,0.5,0.132,SECTOR,10,XGBoost,isotonic
0.875,1.0,1,1.0,0.0,1.0,SECTOR,10,XGBoost,isotonic
0.375,0.5,14,0.454,0.643,0.188,SECTOR,10,Logistic,raw
0.5,0.625,64,0.575,0.688,0.112,SECTOR,10,Logistic,raw
0.625,0.75,46,0.658,0.717,0.059,SECTOR,10,Logistic,raw
0.375,0.5,48,0.475,0.688,0.212,SECTOR,10,Logistic,Platt
0.5,0.625,73,0.546,0.712,0.167,SECTOR,10,Logistic,Platt
0.625,0.75,3,0.648,0.333,0.315,SECTOR,10,Logistic,Platt
0.5,0.625,93,0.551,0.667,0.116,SECTOR,10,Logistic,isotonic
