test,fold,test_from,ticker,n,acc_%,baseline_%,edge_pp,wacc_%,wacc_base_%,wedge_pp,strategy_ret_%,buyhold_ret_%,position_flips,strategy_net_10bps_%,strategy_net_25bps_%,strategy_net_50bps_%
2-BINARY h=22,3,2018-07,COMB,121,45.5,66.9,-21.5,53.0,72.6,-19.6,,,,,,
2-BINARY h=22,3,2018-07,HNB,105,53.3,45.7,7.6,48.0,25.6,22.4,,,,,,
2-BINARY h=22,3,2018-07,LFIN,86,43.0,46.5,-3.5,31.1,17.9,13.2,,,,,,
2-BINARY h=22,3,2018-07,LOFC,104,60.6,62.5,-1.9,38.5,28.3,10.2,,,,,,
2-BINARY h=22,3,2018-07,LOLC,95,61.1,46.3,14.7,60.3,41.6,18.7,,,,,,
2-BINARY h=22,3,2018-07,SAMP,123,58.5,66.7,-8.1,58.1,14.2,43.9,,,,,,
2-BINARY h=22,4,2019-01,CFIN,97,42.3,44.3,-2.1,47.3,47.2,0.1,,,,,,
2-BINARY h=22,4,2019-01,COMB,115,42.6,76.5,-33.9,47.3,66.9,-19.6,,,,,,
2-BINARY h=22,4,2019-01,HNB,110,65.5,81.8,-16.4,68.8,80.4,-11.6,,,,,,
2-BINARY h=22,4,2019-01,LFIN,94,56.4,43.6,12.8,66.7,39.2,27.5,,,,,,
2-BINARY h=22,4,2019-01,LOFC,94,52.1,57.4,-5.3,55.3,40.7,14.6,,,,,,
2-BINARY h=22,4,2019-01,LOLC,93,47.3,41.9,5.4,52.4,23.8,28.6,,,,,,
2-BINARY h=22,4,2019-01,SAMP,116,57.8,49.1,8.6,54.6,25.2,29.4,,,,,,
2-BINARY h=22,5,2019-07,CFIN,101,74.3,52.5,21.8,83.4,15.6,67.8,,,,,,
2-BINARY h=22,5,2019-07,COMB,123,61.8,73.2,-11.4,69.2,63.2,6.0,,,,,,
2-BINARY h=22,5,2019-07,HNB,119,54.6,54.6,0.0,65.7,37.1,28.6,,,,,,
2-BINARY h=22,5,2019-07,LFIN,97,66.0,58.8,7.2,73.0,7.2,65.8,,,,,,
2-BINARY h=22,5,2019-07,LOFC,119,49.6,58.0,-8.4,51.9,40.8,11.1,,,,,,
2-BINARY h=22,5,2019-07,LOLC,113,75.2,59.3,15.9,86.4,12.4,74.0,,,,,,
2-BINARY h=22,5,2019-07,SAMP,123,53.7,50.4,3.3,57.6,42.8,14.8,,,,,,
2-BINARY h=22,6,2020-01,CFIN,62,48.4,93.5,-45.2,71.1,99.0,-27.9,,,,,,
2-BINARY h=22,6,2020-01,COMB,82,73.2,69.5,3.7,83.3,59.4,23.9,,,,,,
2-BINARY h=22,6,2020-01,HNB,80,73.8,66.2,7.5,84.3,75.3,9.0,,,,,,
2-BINARY h=22,6,2020-01,LFIN,71,52.1,33.8,18.3,61.3,17.7,43.6,,,,,,
2-BINARY h=22,6,2020-01,LOFC,78,53.8,70.5,-16.7,58.7,60.9,-2.2,,,,,,
2-BINARY h=22,6,2020-01,LOLC,82,81.7,43.9,37.8,84.3,31.4,52.9,,,,,,
2-BINARY h=22,6,2020-01,SAMP,82,68.3,47.6,20.7,83.0,27.7,55.3,,,,,,
2-BINARY h=22,7,2020-07,CFIN,122,50.8,53.3,-2.5,55.3,9.7,45.6,,,,,,
2-BINARY h=22,7,2020-07,COMB,125,53.6,56.8,-3.2,48.2,21.8,26.4,,,,,,
2-BINARY h=22,7,2020-07,HNB,125,49.6,55.2,-5.6,45.7,20.0,25.7,,,,,,
2-BINARY h=22,7,2020-07,LFIN,125,52.0,70.4,-18.4,46.0,93.0,-47.0,,,,,,
2-BINARY h=22,7,2020-07,LOFC,125,56.0,41.6,14.4,53.1,6.9,46.2,,,,,,
2-BINARY h=22,7,2020-07,LOLC,125,52.0,66.4,-14.4,41.3,90.5,-49.2,,,,,,
2-BINARY h=22,7,2020-07,SAMP,125,52.8,55.2,-2.4,47.9,14.4,33.5,,,,,,
2-BINARY h=22,8,2021-01,CFIN,113,54.9,54.9,0.0,66.8,50.3,16.5,,,,,,
2-BINARY h=22,8,2021-01,COMB,114,50.9,58.8,-7.9,45.5,51.4,-5.9,,,,,,
2-BINARY h=22,8,2021-01,HNB,114,48.2,52.6,-4.4,54.3,53.3,1.0,,,,,,
2-BINARY h=22,8,2021-01,LFIN,110,69.1,52.7,16.4,74.8,69.5,5.3,,,,,,
2-BINARY h=22,8,2021-01,LOFC,114,64.0,48.2,15.8,72.0,39.3,32.7,,,,,,
2-BINARY h=22,8,2021-01,LOLC,114,60.5,73.7,-13.2,68.4,79.2,-10.8,,,,,,
2-BINARY h=22,8,2021-01,SAMP,111,52.3,42.3,9.9,55.5,51.1,4.4,,,,,,
2-BINARY h=22,9,2021-07,CFIN,124,49.2,58.9,-9.7,55.7,34.0,21.7,,,,,,
2-BINARY h=22,9,2021-07,COMB,124,46.8,56.5,-9.7,48.2,60.7,-12.5,,,,,,
2-BINARY h=22,9,2021-07,HNB,124,56.5,55.6,0.8,61.7,41.0,20.7,,,,,,
2-BINARY h=22,9,2021-07,LFIN,124,50.0,58.9,-8.9,65.6,80.2,-14.6,,,,,,
2-BINARY h=22,9,2021-07,LOFC,124,66.1,42.7,23.4,63.5,8.8,54.7,,,,,,
2-BINARY h=22,9,2021-07,LOLC,124,54.0,97.6,-43.5,46.4,99.8,-53.4,,,,,,
2-BINARY h=22,9,2021-07,SAMP,124,50.0,50.8,-0.8,54.9,59.3,-4.4,,,,,,
2-BINARY h=22,10,2022-01,CFIN,95,44.2,72.6,-28.4,51.5,87.1,-35.6,,,,,,
2-BINARY h=22,10,2022-01,COMB,95,43.2,76.8,-33.7,70.0,93.0,-23.0,,,,,,
2-BINARY h=22,10,2022-01,HNB,95,45.3,73.7,-28.4,68.5,87.5,-19.0,,,,,,
2-BINARY h=22,10,2022-01,LFIN,95,54.7,72.6,-17.9,54.5,2.0,52.5,,,,,,
2-BINARY h=22,10,2022-01,LOFC,94,55.3,83.0,-27.7,53.0,88.9,-35.9,,,,,,
2-BINARY h=22,10,2022-01,LOLC,95,56.8,55.8,1.1,56.7,17.0,39.7,,,,,,
2-BINARY h=22,10,2022-01,SAMP,107,57.0,65.4,-8.4,72.8,3.7,69.1,,,,,,
2-BINARY h=22,11,2022-07,CFIN,96,39.6,39.6,0.0,44.6,44.6,0.0,,,,,,
2-BINARY h=22,11,2022-07,COMB,98,48.0,48.0,0.0,43.4,43.4,0.0,,,,,,
2-BINARY h=22,11,2022-07,HNB,98,53.1,53.1,0.0,53.5,53.5,0.0,,,,,,
2-BINARY h=22,11,2022-07,LFIN,97,48.5,52.6,-4.1,49.3,51.2,-1.9,,,,,,
2-BINARY h=22,11,2022-07,LOFC,96,54.2,52.1,2.1,52.6,46.9,5.7,,,,,,
2-BINARY h=22,11,2022-07,LOLC,97,53.6,50.5,3.1,56.6,53.5,3.1,,,,,,
2-BINARY h=22,11,2022-07,SAMP,124,41.9,41.9,0.0,30.6,30.5,0.1,,,,,,
2-BINARY h=22,12,2023-01,CFIN,117,35.9,53.8,-17.9,30.7,19.5,11.2,,,,,,
2-BINARY h=22,12,2023-01,COMB,119,32.8,56.3,-23.5,31.2,12.7,18.5,,,,,,
2-BINARY h=22,12,2023-01,HNB,118,29.7,55.1,-25.4,29.0,6.4,22.6,,,,,,
2-BINARY h=22,12,2023-01,LFIN,119,37.8,79.0,-41.2,30.5,91.1,-60.6,,,,,,
2-BINARY h=22,12,2023-01,LOFC,119,51.3,64.7,-13.4,57.3,60.6,-3.3,,,,,,
2-BINARY h=22,12,2023-01,LOLC,119,60.5,52.1,8.4,59.7,66.7,-7.0,,,,,,
2-BINARY h=22,12,2023-01,SAMP,119,30.3,52.9,-22.7,24.6,8.4,16.2,,,,,,
2-BINARY h=22,13,2023-07,CFIN,123,52.8,70.7,-17.9,27.7,35.8,-8.1,,,,,,
2-BINARY h=22,13,2023-07,COMB,123,58.5,51.2,7.3,46.7,40.4,6.3,,,,,,
2-BINARY h=22,13,2023-07,HNB,123,61.0,69.1,-8.1,53.7,58.6,-4.9,,,,,,
2-BINARY h=22,13,2023-07,LFIN,123,56.9,50.4,6.5,53.9,41.3,12.6,,,,,,
2-BINARY h=22,13,2023-07,LOFC,123,87.0,91.1,-4.1,94.4,94.7,-0.3,,,,,,
2-BINARY h=22,13,2023-07,LOLC,123,65.0,80.5,-15.4,62.9,9.5,53.4,,,,,,
2-BINARY h=22,13,2023-07,SAMP,123,56.9,50.4,6.5,51.6,51.9,-0.3,,,,,,
2-BINARY h=22,14,2024-01,CFIN,115,49.6,44.3,5.2,59.8,32.9,26.9,,,,,,
2-BINARY h=22,14,2024-01,COMB,115,63.5,54.8,8.7,77.3,31.4,45.9,,,,,,
2-BINARY h=22,14,2024-01,HNB,115,76.5,50.4,26.1,90.9,18.3,72.6,,,,,,
2-BINARY h=22,14,2024-01,LFIN,115,64.3,62.6,1.7,72.6,71.2,1.4,,,,,,
2-BINARY h=22,14,2024-01,LOFC,115,56.5,56.5,0.0,59.5,26.5,33.0,,,,,,
2-BINARY h=22,14,2024-01,LOLC,115,70.4,61.7,8.7,84.0,76.0,8.0,,,,,,
2-BINARY h=22,14,2024-01,SAMP,115,57.4,69.6,-12.2,57.3,78.9,-21.6,,,,,,
2-BINARY h=22,15,2024-07,CFIN,125,52.0,80.8,-28.8,60.0,8.3,51.7,,,,,,
2-BINARY h=22,15,2024-07,COMB,122,61.5,81.1,-19.7,62.0,19.0,43.0,,,,,,
2-BINARY h=22,15,2024-07,HNB,125,56.0,77.6,-21.6,60.9,15.3,45.6,,,,,,
2-BINARY h=22,15,2024-07,LFIN,125,64.8,80.0,-15.2,73.3,87.7,-14.4,,,,,,
2-BINARY h=22,15,2024-07,LOFC,125,46.4,52.8,-6.4,48.2,34.6,13.6,,,,,,
2-BINARY h=22,15,2024-07,LOLC,125,54.4,76.8,-22.4,56.8,83.8,-27.0,,,,,,
2-BINARY h=22,15,2024-07,SAMP,125,60.0,77.6,-17.6,68.7,87.8,-19.1,,,,,,
2-BINARY h=22,16,2025-01,CFIN,114,55.3,61.4,-6.1,53.2,17.3,35.9,,,,,,
2-BINARY h=22,16,2025-01,COMB,114,56.1,60.5,-4.4,56.3,23.9,32.4,,,,,,
2-BINARY h=22,16,2025-01,HNB,114,59.6,61.4,-1.8,52.5,41.3,11.2,,,,,,
2-BINARY h=22,16,2025-01,LFIN,114,57.9,68.4,-10.5,67.2,88.1,-20.9,,,,,,
2-BINARY h=22,16,2025-01,LOFC,114,40.4,64.0,-23.7,41.8,71.2,-29.4,,,,,,
2-BINARY h=22,16,2025-01,LOLC,114,44.7,42.1,2.6,41.4,17.0,24.4,,,,,,
2-BINARY h=22,16,2025-01,SAMP,114,51.8,64.9,-13.2,58.3,70.8,-12.5,,,,,,
2-BINARY h=22,17,2025-07,CFIN,124,54.8,42.7,12.1,63.6,47.5,16.1,,,,,,
2-BINARY h=22,17,2025-07,COMB,124,58.1,50.8,7.3,66.6,14.0,52.6,,,,,,
2-BINARY h=22,17,2025-07,HNB,124,51.6,42.7,8.9,63.3,17.7,45.6,,,,,,
2-BINARY h=22,17,2025-07,LFIN,124,66.1,63.7,2.4,74.4,76.3,-1.9,,,,,,
2-BINARY h=22,17,2025-07,LOFC,124,22.6,66.1,-43.5,30.1,47.4,-17.3,,,,,,
2-BINARY h=22,17,2025-07,LOLC,124,68.5,55.6,12.9,64.1,68.0,-3.9,,,,,,
2-BINARY h=22,17,2025-07,SAMP,124,62.1,61.3,0.8,68.9,76.8,-7.9,,,,,,
2-BINARY h=22,18,2026-01,CFIN,117,43.6,39.3,4.3,32.0,23.1,8.9,,,,,,
2-BINARY h=22,18,2026-01,COMB,115,28.7,51.3,-22.6,21.7,61.2,-39.5,,,,,,
2-BINARY h=22,18,2026-01,HNB,115,37.4,45.2,-7.8,31.7,36.2,-4.5,,,,,,
2-BINARY h=22,18,2026-01,LFIN,116,39.7,57.8,-18.1,33.7,52.9,-19.2,,,,,,
2-BINARY h=22,18,2026-01,LOFC,115,38.3,77.4,-39.1,35.8,79.2,-43.4,,,,,,
2-BINARY h=22,18,2026-01,LOLC,115,44.3,40.9,3.5,39.5,26.6,12.9,,,,,,
2-BINARY h=22,18,2026-01,SAMP,115,44.3,65.2,-20.9,36.2,19.8,16.4,,,,,,
