ticker,horizon_days,fold,test_from,model,n_test,MAPE_%,MAE,RMSE,ret_RMSE_pp,dir_acc_%
HNB,1,2,2018-01,XGBoost P+M (+macro),106,0.575,1.197,1.655,0.796,41.5
HNB,1,2,2018-01,Ridge P+M+N (+macro+news),106,0.551,1.152,1.596,0.762,35.8
HNB,1,2,2018-01,XGBoost P+M+N (+macro+news),106,0.604,1.256,1.705,0.821,39.6
HNB,1,3,2018-07,naive (no change),103,1.006,1.85,2.661,1.462,14.6
HNB,1,3,2018-07,"ARIMA(1,1,1)",103,1.01,1.858,2.662,1.462,39.8
HNB,1,3,2018-07,Ridge P (price only),103,0.997,1.833,2.582,1.417,48.5
HNB,1,3,2018-07,XGBoost P (price only),103,1.124,2.061,2.909,1.596,44.7
HNB,1,3,2018-07,Ridge P+M (+macro),103,0.994,1.827,2.584,1.417,48.5
HNB,1,3,2018-07,XGBoost P+M (+macro),103,1.106,2.026,2.867,1.577,43.7
HNB,1,3,2018-07,Ridge P+M+N (+macro+news),103,0.995,1.828,2.587,1.418,48.5
HNB,1,3,2018-07,XGBoost P+M+N (+macro+news),103,1.096,2.007,2.796,1.538,47.6
HNB,1,4,2019-01,naive (no change),109,0.808,1.203,1.997,1.329,25.7
HNB,1,4,2019-01,"ARIMA(1,1,1)",109,0.808,1.203,1.997,1.329,22.9
HNB,1,4,2019-01,Ridge P (price only),109,0.87,1.283,2.011,1.35,39.4
HNB,1,4,2019-01,XGBoost P (price only),109,1.055,1.537,2.259,1.555,37.6
HNB,1,4,2019-01,Ridge P+M (+macro),109,0.909,1.332,2.055,1.388,39.4
HNB,1,4,2019-01,XGBoost P+M (+macro),109,1.081,1.573,2.315,1.593,36.7
HNB,1,4,2019-01,Ridge P+M+N (+macro+news),109,0.922,1.351,2.071,1.399,39.4
HNB,1,4,2019-01,XGBoost P+M+N (+macro+news),109,1.076,1.571,2.372,1.63,37.6
HNB,1,5,2019-07,naive (no change),117,1.147,1.669,2.658,1.866,8.5
HNB,1,5,2019-07,"ARIMA(1,1,1)",117,1.15,1.674,2.656,1.865,40.2
HNB,1,5,2019-07,Ridge P (price only),117,1.132,1.65,2.652,1.858,52.1
HNB,1,5,2019-07,XGBoost P (price only),117,1.28,1.864,2.707,1.889,44.4
HNB,1,5,2019-07,Ridge P+M (+macro),117,1.143,1.665,2.664,1.865,53.0
HNB,1,5,2019-07,XGBoost P+M (+macro),117,1.279,1.859,2.735,1.915,47.0
HNB,1,5,2019-07,Ridge P+M+N (+macro+news),117,1.143,1.665,2.656,1.862,51.3
HNB,1,5,2019-07,XGBoost P+M+N (+macro+news),117,1.275,1.855,2.797,1.961,41.0
HNB,1,6,2020-01,naive (no change),79,1.88,1.986,3.354,3.303,16.5
HNB,1,6,2020-01,"ARIMA(1,1,1)",79,1.879,1.985,3.352,3.302,51.9
HNB,1,6,2020-01,Ridge P (price only),79,1.972,2.071,3.273,3.264,45.6
HNB,1,6,2020-01,XGBoost P (price only),79,2.096,2.198,3.573,3.527,39.2
HNB,1,6,2020-01,Ridge P+M (+macro),79,1.991,2.089,3.3,3.283,45.6
HNB,1,6,2020-01,XGBoost P+M (+macro),79,2.101,2.21,3.712,3.636,41.8
HNB,1,6,2020-01,Ridge P+M+N (+macro+news),79,1.991,2.093,3.296,3.276,45.6
HNB,1,6,2020-01,XGBoost P+M+N (+macro+news),79,2.173,2.266,3.725,3.664,36.7
HNB,1,7,2020-07,naive (no change),125,1.09,1.158,1.774,1.669,4.0
HNB,1,7,2020-07,"ARIMA(1,1,1)",125,1.121,1.19,1.784,1.674,50.4
HNB,1,7,2020-07,Ridge P (price only),125,1.213,1.286,1.864,1.749,48.0
HNB,1,7,2020-07,XGBoost P (price only),125,1.28,1.361,2.001,1.868,51.2
HNB,1,7,2020-07,Ridge P+M (+macro),125,1.223,1.297,1.875,1.757,48.0
HNB,1,7,2020-07,XGBoost P+M (+macro),125,1.266,1.345,1.91,1.783,52.8
HNB,1,7,2020-07,Ridge P+M+N (+macro+news),125,1.235,1.309,1.87,1.755,46.4
HNB,1,7,2020-07,XGBoost P+M+N (+macro+news),125,1.261,1.343,1.909,1.783,51.2
HNB,1,8,2021-01,naive (no change),114,1.259,1.542,2.255,1.808,10.5
HNB,1,8,2021-01,"ARIMA(1,1,1)",114,1.282,1.569,2.258,1.808,42.1
HNB,1,8,2021-01,Ridge P (price only),114,1.227,1.498,2.129,1.709,55.3
HNB,1,8,2021-01,XGBoost P (price only),114,1.249,1.521,2.131,1.731,51.8
HNB,1,8,2021-01,Ridge P+M (+macro),114,1.232,1.503,2.131,1.711,53.5
HNB,1,8,2021-01,XGBoost P+M (+macro),114,1.236,1.504,2.102,1.712,51.8
HNB,1,8,2021-01,Ridge P+M+N (+macro+news),114,1.221,1.49,2.141,1.719,53.5
HNB,1,8,2021-01,XGBoost P+M+N (+macro+news),114,1.347,1.639,2.24,1.804,50.0
HNB,1,9,2021-07,naive (no change),124,0.964,1.281,1.942,1.44,12.9
HNB,1,9,2021-07,"ARIMA(1,1,1)",124,0.971,1.29,1.943,1.44,41.1
HNB,1,9,2021-07,Ridge P (price only),124,1.092,1.449,2.117,1.567,46.8
HNB,1,9,2021-07,XGBoost P (price only),124,1.213,1.612,2.422,1.791,46.8
HNB,1,9,2021-07,Ridge P+M (+macro),124,1.092,1.448,2.112,1.563,48.4
HNB,1,9,2021-07,XGBoost P+M (+macro),124,1.158,1.538,2.262,1.682,39.5
HNB,1,9,2021-07,Ridge P+M+N (+macro+news),124,1.085,1.439,2.1,1.557,41.9
HNB,1,9,2021-07,XGBoost P+M+N (+macro+news),124,1.196,1.591,2.297,1.702,36.3
HNB,1,10,2022-01,naive (no change),92,1.64,1.684,2.775,2.627,14.1
HNB,1,10,2022-01,"ARIMA(1,1,1)",92,1.638,1.682,2.75,2.603,50.0
HNB,1,10,2022-01,Ridge P (price only),92,1.737,1.767,2.698,2.578,41.3
HNB,1,10,2022-01,XGBoost P (price only),92,1.772,1.829,2.83,2.639,35.9
HNB,1,10,2022-01,Ridge P+M (+macro),92,1.858,1.871,2.808,2.692,45.7
HNB,1,10,2022-01,XGBoost P+M (+macro),92,1.921,1.947,2.919,2.767,39.1
HNB,1,10,2022-01,Ridge P+M+N (+macro+news),92,1.819,1.845,2.754,2.63,43.5
HNB,1,10,2022-01,XGBoost P+M+N (+macro+news),92,1.929,1.949,2.918,2.781,39.1
HNB,1,11,2022-07,naive (no change),98,1.717,1.287,1.867,2.49,9.2
HNB,1,11,2022-07,"ARIMA(1,1,1)",98,1.727,1.295,1.867,2.493,43.9
HNB,1,11,2022-07,Ridge P (price only),98,1.745,1.308,1.887,2.515,55.1
HNB,1,11,2022-07,XGBoost P (price only),98,1.842,1.382,2.018,2.681,48.0
HNB,1,11,2022-07,Ridge P+M (+macro),98,1.767,1.326,1.884,2.531,53.1
HNB,1,11,2022-07,XGBoost P+M (+macro),98,1.751,1.313,1.902,2.524,50.0
HNB,1,11,2022-07,Ridge P+M+N (+macro+news),98,1.72,1.288,1.878,2.501,54.1
HNB,1,11,2022-07,XGBoost P+M+N (+macro+news),98,1.696,1.272,1.832,2.438,50.0
HNB,1,12,2023-01,naive (no change),118,1.889,2.094,3.303,2.933,13.6
HNB,1,12,2023-01,"ARIMA(1,1,1)",118,1.89,2.096,3.296,2.926,49.2
HNB,1,12,2023-01,Ridge P (price only),118,1.934,2.144,3.331,2.97,44.9
HNB,1,12,2023-01,XGBoost P (price only),118,2.037,2.246,3.3,2.938,42.4
HNB,1,12,2023-01,Ridge P+M (+macro),118,1.914,2.117,3.235,2.879,50.8
HNB,1,12,2023-01,XGBoost P+M (+macro),118,2.059,2.265,3.473,3.129,39.0
HNB,1,12,2023-01,Ridge P+M+N (+macro+news),118,1.915,2.118,3.241,2.886,50.8
HNB,1,12,2023-01,XGBoost P+M+N (+macro+news),118,2.058,2.256,3.453,3.123,43.2
HNB,1,13,2023-07,naive (no change),123,1.223,2.053,3.009,1.783,14.6
HNB,1,13,2023-07,"ARIMA(1,1,1)",123,1.249,2.096,3.013,1.783,40.7
HNB,1,13,2023-07,Ridge P (price only),123,1.252,2.101,3.003,1.781,43.1
HNB,1,13,2023-07,XGBoost P (price only),123,1.372,2.31,3.094,1.828,42.3
HNB,1,13,2023-07,Ridge P+M (+macro),123,1.49,2.502,3.313,1.941,40.7
HNB,1,13,2023-07,XGBoost P+M (+macro),123,1.582,2.659,3.484,2.046,38.2
HNB,1,13,2023-07,Ridge P+M+N (+macro+news),123,1.513,2.537,3.327,1.952,40.7
HNB,1,13,2023-07,XGBoost P+M+N (+macro+news),123,1.546,2.593,3.404,2.0,35.8
HNB,1,14,2024-01,naive (no change),115,1.077,1.933,2.646,1.49,7.0
HNB,1,14,2024-01,"ARIMA(1,1,1)",115,1.078,1.934,2.645,1.49,43.5
HNB,1,14,2024-01,Ridge P (price only),115,1.076,1.93,2.61,1.469,46.1
HNB,1,14,2024-01,XGBoost P (price only),115,1.052,1.885,2.544,1.437,46.1
HNB,1,14,2024-01,Ridge P+M (+macro),115,1.097,1.967,2.603,1.46,47.0
HNB,1,14,2024-01,XGBoost P+M (+macro),115,1.064,1.909,2.649,1.499,51.3
HNB,1,14,2024-01,Ridge P+M+N (+macro+news),115,1.104,1.979,2.604,1.461,47.8
HNB,1,14,2024-01,XGBoost P+M+N (+macro+news),115,1.094,1.967,2.687,1.514,51.3
HNB,1,15,2024-07,naive (no change),125,1.315,2.816,4.113,1.917,4.0
HNB,1,15,2024-07,"ARIMA(1,1,1)",125,1.315,2.816,4.114,1.917,43.2
HNB,1,15,2024-07,Ridge P (price only),125,1.262,2.674,3.81,1.802,60.0
HNB,1,15,2024-07,XGBoost P (price only),125,1.334,2.832,4.026,1.913,56.8
HNB,1,15,2024-07,Ridge P+M (+macro),125,1.278,2.722,3.909,1.836,56.8
HNB,1,15,2024-07,XGBoost P+M (+macro),125,1.302,2.748,3.831,1.822,56.0
HNB,1,15,2024-07,Ridge P+M+N (+macro+news),125,1.275,2.714,3.897,1.831,59.2
HNB,1,15,2024-07,XGBoost P+M+N (+macro+news),125,1.309,2.773,3.893,1.848,54.4
HNB,1,16,2025-01,naive (no change),114,1.365,4.285,6.012,1.967,3.5
HNB,1,16,2025-01,"ARIMA(1,1,1)",114,1.476,4.611,6.235,2.026,43.9
HNB,1,16,2025-01,Ridge P (price only),114,1.384,4.336,6.072,1.993,46.5
HNB,1,16,2025-01,XGBoost P (price only),114,1.446,4.515,6.713,2.237,54.4
HNB,1,16,2025-01,Ridge P+M (+macro),114,1.374,4.303,6.039,1.983,50.9
HNB,1,16,2025-01,XGBoost P+M (+macro),114,1.606,5.001,6.773,2.209,44.7
HNB,1,16,2025-01,Ridge P+M+N (+macro+news),114,1.379,4.318,6.041,1.983,44.7
HNB,1,16,2025-01,XGBoost P+M+N (+macro+news),114,1.58,4.929,6.856,2.223,46.5
HNB,1,17,2025-07,naive (no change),124,0.77,2.972,4.376,1.148,4.8
HNB,1,17,2025-07,"ARIMA(1,1,1)",124,0.782,3.015,4.354,1.138,52.4
HNB,1,17,2025-07,Ridge P (price only),124,0.771,2.974,4.256,1.113,56.5
HNB,1,17,2025-07,XGBoost P (price only),124,0.768,2.955,4.18,1.095,58.1
HNB,1,17,2025-07,Ridge P+M (+macro),124,0.759,2.928,4.27,1.12,54.0
HNB,1,17,2025-07,XGBoost P+M (+macro),124,0.762,2.934,4.14,1.08,53.2
HNB,1,17,2025-07,Ridge P+M+N (+macro+news),124,0.76,2.933,4.262,1.117,54.0
HNB,1,17,2025-07,XGBoost P+M+N (+macro+news),124,0.773,2.979,4.148,1.082,54.0
HNB,1,18,2026-01,naive (no change),118,0.753,3.115,5.195,1.263,9.3
HNB,1,18,2026-01,"ARIMA(1,1,1)",118,0.763,3.156,5.196,1.263,32.2
HNB,1,18,2026-01,Ridge P (price only),118,0.82,3.395,5.362,1.304,44.1
HNB,1,18,2026-01,XGBoost P (price only),118,0.816,3.371,5.251,1.279,53.4
HNB,1,18,2026-01,Ridge P+M (+macro),118,0.816,3.379,5.372,1.306,44.9
HNB,1,18,2026-01,XGBoost P+M (+macro),118,0.804,3.316,5.293,1.287,50.0
HNB,1,18,2026-01,Ridge P+M+N (+macro+news),118,0.825,3.414,5.371,1.304,39.0
HNB,1,18,2026-01,XGBoost P+M+N (+macro+news),118,0.812,3.352,5.312,1.292,48.3
HNB,5,0,2017-01,naive (no change),100,1.478,2.987,3.817,1.89,9.0
HNB,5,0,2017-01,"ARIMA(1,1,1)",100,1.478,2.987,3.817,1.889,55.0
HNB,5,0,2017-01,Ridge P (price only),100,1.455,2.942,3.792,1.865,54.0
HNB,5,0,2017-01,XGBoost P (price only),100,1.576,3.184,4.28,2.104,53.0
HNB,5,0,2017-01,Ridge P+M (+macro),100,1.48,2.999,3.889,1.924,49.0
HNB,5,0,2017-01,XGBoost P+M (+macro),100,1.442,2.916,3.758,1.851,58.0
