ticker,horizon_days,fold,test_from,model,n_test,MAPE_%,MAE,RMSE,ret_RMSE_pp,dir_acc_%
LOLC,5,2,2018-01,naive (no change),88,3.883,4.476,5.366,4.603,2.3
LOLC,5,2,2018-01,"ARIMA(1,1,1)",88,3.88,4.472,5.363,4.601,68.2
LOLC,5,2,2018-01,Ridge P (price only),88,4.01,4.644,5.446,4.622,43.2
LOLC,5,2,2018-01,XGBoost P (price only),88,4.577,5.275,6.097,5.186,46.6
LOLC,5,2,2018-01,Ridge P+M (+macro),88,4.157,4.81,5.636,4.796,40.9
LOLC,5,2,2018-01,XGBoost P+M (+macro),88,4.087,4.628,5.808,5.137,56.8
LOLC,5,2,2018-01,Ridge P+M+N (+macro+news),88,4.188,4.862,5.835,5.002,44.3
LOLC,5,2,2018-01,XGBoost P+M+N (+macro+news),88,3.851,4.418,5.536,4.808,55.7
LOLC,5,3,2018-07,naive (no change),89,3.052,2.756,3.884,4.275,12.4
LOLC,5,3,2018-07,"ARIMA(1,1,1)",89,3.052,2.756,3.884,4.275,39.3
LOLC,5,3,2018-07,Ridge P (price only),89,3.632,3.267,4.343,4.722,29.2
LOLC,5,3,2018-07,XGBoost P (price only),89,3.479,3.133,4.732,5.116,44.9
LOLC,5,3,2018-07,Ridge P+M (+macro),89,3.473,3.125,4.166,4.54,38.2
LOLC,5,3,2018-07,XGBoost P+M (+macro),89,3.211,2.912,4.001,4.464,47.2
LOLC,5,3,2018-07,Ridge P+M+N (+macro+news),89,3.471,3.128,4.187,4.593,37.1
LOLC,5,3,2018-07,XGBoost P+M+N (+macro+news),89,3.413,3.094,4.163,4.681,48.3
LOLC,5,4,2019-01,naive (no change),83,2.301,2.095,2.685,2.95,6.0
LOLC,5,4,2019-01,"ARIMA(1,1,1)",83,2.299,2.093,2.683,2.947,56.6
LOLC,5,4,2019-01,Ridge P (price only),83,2.447,2.221,2.84,3.113,49.4
LOLC,5,4,2019-01,XGBoost P (price only),83,2.574,2.336,2.999,3.304,45.8
LOLC,5,4,2019-01,Ridge P+M (+macro),83,2.773,2.512,3.12,3.439,50.6
LOLC,5,4,2019-01,XGBoost P+M (+macro),83,2.948,2.662,3.379,3.725,50.6
LOLC,5,4,2019-01,Ridge P+M+N (+macro+news),83,2.959,2.686,3.261,3.617,48.2
LOLC,5,4,2019-01,XGBoost P+M+N (+macro+news),83,2.718,2.457,3.114,3.435,50.6
LOLC,5,5,2019-07,naive (no change),110,4.778,6.395,11.289,9.106,1.8
LOLC,5,5,2019-07,"ARIMA(1,1,1)",110,4.779,6.396,11.291,9.107,37.3
LOLC,5,5,2019-07,Ridge P (price only),110,4.834,6.463,11.153,8.909,51.8
LOLC,5,5,2019-07,XGBoost P (price only),110,4.89,6.521,11.192,8.994,43.6
LOLC,5,5,2019-07,Ridge P+M (+macro),110,4.887,6.509,11.388,9.258,43.6
LOLC,5,5,2019-07,XGBoost P+M (+macro),110,5.323,7.098,12.113,9.798,40.9
LOLC,5,5,2019-07,Ridge P+M+N (+macro+news),110,5.436,7.157,11.833,9.718,39.1
LOLC,5,5,2019-07,XGBoost P+M+N (+macro+news),110,6.044,7.954,12.679,10.387,42.7
LOLC,5,6,2020-01,naive (no change),82,6.146,7.211,9.736,8.353,0.0
LOLC,5,6,2020-01,"ARIMA(1,1,1)",82,6.162,7.233,9.752,8.359,30.5
LOLC,5,6,2020-01,Ridge P (price only),82,5.979,7.005,9.536,8.224,59.8
LOLC,5,6,2020-01,XGBoost P (price only),82,6.071,7.004,10.085,8.396,56.1
LOLC,5,6,2020-01,Ridge P+M (+macro),82,6.112,7.192,9.655,8.401,58.5
LOLC,5,6,2020-01,XGBoost P+M (+macro),82,7.121,8.602,10.955,8.753,36.6
LOLC,5,6,2020-01,Ridge P+M+N (+macro+news),82,6.082,7.169,9.612,8.358,58.5
LOLC,5,6,2020-01,XGBoost P+M+N (+macro+news),82,6.568,7.776,10.376,8.434,35.4
LOLC,5,7,2020-07,naive (no change),125,4.122,5.666,8.018,5.803,0.0
LOLC,5,7,2020-07,"ARIMA(1,1,1)",125,4.122,5.665,8.019,5.804,50.4
LOLC,5,7,2020-07,Ridge P (price only),125,4.313,5.874,7.985,5.744,49.6
LOLC,5,7,2020-07,XGBoost P (price only),125,4.616,6.236,8.233,6.05,52.0
LOLC,5,7,2020-07,Ridge P+M (+macro),125,4.348,5.952,7.976,5.771,52.0
LOLC,5,7,2020-07,XGBoost P+M (+macro),125,4.593,6.212,8.489,6.222,52.0
LOLC,5,7,2020-07,Ridge P+M+N (+macro+news),125,4.363,5.966,7.96,5.778,50.4
LOLC,5,7,2020-07,XGBoost P+M+N (+macro+news),125,4.79,6.459,8.804,6.472,54.4
LOLC,5,8,2021-01,naive (no change),114,9.855,35.171,56.873,22.513,0.9
LOLC,5,8,2021-01,"ARIMA(1,1,1)",114,9.855,35.171,56.873,22.513,56.1
LOLC,5,8,2021-01,Ridge P (price only),114,10.453,37.609,63.003,24.216,52.6
LOLC,5,8,2021-01,XGBoost P (price only),114,11.104,39.22,62.156,24.232,46.5
LOLC,5,8,2021-01,Ridge P+M (+macro),114,10.852,39.443,66.034,24.83,55.3
LOLC,5,8,2021-01,XGBoost P+M (+macro),114,11.029,39.093,60.871,23.915,46.5
LOLC,5,8,2021-01,Ridge P+M+N (+macro+news),114,10.818,39.386,66.097,24.835,54.4
LOLC,5,8,2021-01,XGBoost P+M+N (+macro+news),114,10.904,38.663,60.534,23.792,50.9
LOLC,5,9,2021-07,naive (no change),124,7.238,54.194,80.481,10.677,1.6
LOLC,5,9,2021-07,"ARIMA(1,1,1)",124,7.285,54.591,81.032,10.75,29.8
LOLC,5,9,2021-07,Ridge P (price only),124,7.31,54.956,79.028,10.113,58.1
LOLC,5,9,2021-07,XGBoost P (price only),124,8.325,61.348,83.423,11.094,61.3
LOLC,5,9,2021-07,Ridge P+M (+macro),124,7.738,56.634,76.348,10.167,71.0
LOLC,5,9,2021-07,XGBoost P+M (+macro),124,7.72,57.291,81.363,10.767,61.3
LOLC,5,9,2021-07,Ridge P+M+N (+macro+news),124,7.933,57.533,76.703,10.344,70.2
LOLC,5,9,2021-07,XGBoost P+M+N (+macro+news),124,7.92,58.838,79.911,10.797,59.7
LOLC,5,10,2022-01,naive (no change),92,15.022,91.878,124.174,17.43,2.2
LOLC,5,10,2022-01,"ARIMA(1,1,1)",92,15.086,92.32,124.666,17.466,28.3
LOLC,5,10,2022-01,Ridge P (price only),92,14.573,95.767,132.787,17.123,55.4
LOLC,5,10,2022-01,XGBoost P (price only),92,16.869,106.501,141.579,18.758,45.7
LOLC,5,10,2022-01,Ridge P+M (+macro),92,24.962,153.633,180.893,26.036,30.4
LOLC,5,10,2022-01,XGBoost P+M (+macro),92,21.103,137.93,172.278,21.571,37.0
LOLC,5,10,2022-01,Ridge P+M+N (+macro+news),92,24.744,152.338,179.652,25.776,29.3
LOLC,5,10,2022-01,XGBoost P+M+N (+macro+news),92,20.864,133.689,168.097,21.392,37.0
LOLC,5,11,2022-07,naive (no change),97,8.793,40.456,55.55,13.796,3.1
LOLC,5,11,2022-07,"ARIMA(1,1,1)",97,8.193,38.1,56.165,14.196,61.9
LOLC,5,11,2022-07,Ridge P (price only),97,9.515,43.997,57.379,13.967,44.3
LOLC,5,11,2022-07,XGBoost P (price only),97,12.061,57.955,84.284,17.432,44.3
LOLC,5,11,2022-07,Ridge P+M (+macro),97,12.945,56.536,65.286,15.084,44.3
LOLC,5,11,2022-07,XGBoost P+M (+macro),97,10.91,51.195,68.1,16.366,56.7
LOLC,5,11,2022-07,Ridge P+M+N (+macro+news),97,16.154,70.286,78.597,17.716,34.0
LOLC,5,11,2022-07,XGBoost P+M+N (+macro+news),97,9.821,46.732,66.197,15.947,53.6
LOLC,5,12,2023-01,naive (no change),119,4.151,16.246,24.389,6.615,0.0
LOLC,5,12,2023-01,"ARIMA(1,1,1)",119,3.961,15.62,24.909,6.809,63.0
LOLC,5,12,2023-01,Ridge P (price only),119,4.682,18.31,25.726,6.804,45.4
LOLC,5,12,2023-01,XGBoost P (price only),119,4.988,19.512,26.961,7.141,49.6
LOLC,5,12,2023-01,Ridge P+M (+macro),119,6.468,24.622,31.76,8.708,58.8
LOLC,5,12,2023-01,XGBoost P+M (+macro),119,6.281,23.937,29.585,7.905,38.7
LOLC,5,12,2023-01,Ridge P+M+N (+macro+news),119,6.498,24.736,31.854,8.734,58.8
LOLC,5,12,2023-01,XGBoost P+M+N (+macro+news),119,6.466,24.523,29.421,7.866,38.7
LOLC,5,13,2023-07,naive (no change),123,2.438,10.364,13.956,3.184,1.6
LOLC,5,13,2023-07,"ARIMA(1,1,1)",123,2.7,11.362,14.646,3.356,30.1
LOLC,5,13,2023-07,Ridge P (price only),123,2.387,10.009,12.8,2.917,50.4
LOLC,5,13,2023-07,XGBoost P (price only),123,2.882,12.259,15.997,3.583,41.5
LOLC,5,13,2023-07,Ridge P+M (+macro),123,5.505,23.096,30.072,6.79,30.9
LOLC,5,13,2023-07,XGBoost P+M (+macro),123,3.298,14.129,18.899,4.261,30.9
LOLC,5,13,2023-07,Ridge P+M+N (+macro+news),123,5.529,23.155,29.892,6.764,30.9
LOLC,5,13,2023-07,XGBoost P+M+N (+macro+news),123,3.436,14.511,18.851,4.343,33.3
LOLC,5,14,2024-01,naive (no change),115,3.818,15.728,21.491,5.872,0.0
LOLC,5,14,2024-01,"ARIMA(1,1,1)",115,3.786,15.628,21.672,5.926,55.7
LOLC,5,14,2024-01,Ridge P (price only),115,3.777,15.623,21.85,5.864,58.3
LOLC,5,14,2024-01,XGBoost P (price only),115,4.182,17.36,23.22,6.091,53.9
LOLC,5,14,2024-01,Ridge P+M (+macro),115,3.914,16.136,22.223,5.993,49.6
LOLC,5,14,2024-01,XGBoost P+M (+macro),115,3.743,15.15,21.517,5.982,54.8
LOLC,5,14,2024-01,Ridge P+M+N (+macro+news),115,3.919,16.158,22.169,5.969,50.4
LOLC,5,14,2024-01,XGBoost P+M+N (+macro+news),115,3.646,14.813,21.243,5.902,53.9
LOLC,5,15,2024-07,naive (no change),125,4.559,22.324,33.516,6.849,0.0
LOLC,5,15,2024-07,"ARIMA(1,1,1)",125,4.554,22.34,33.775,6.9,50.4
LOLC,5,15,2024-07,Ridge P (price only),125,4.591,22.014,30.311,6.267,53.6
LOLC,5,15,2024-07,XGBoost P (price only),125,5.435,26.065,36.719,7.583,48.8
LOLC,5,15,2024-07,Ridge P+M (+macro),125,4.523,21.613,29.74,6.137,52.8
LOLC,5,15,2024-07,XGBoost P+M (+macro),125,5.21,24.86,34.249,7.068,44.8
LOLC,5,15,2024-07,Ridge P+M+N (+macro+news),125,4.528,21.627,29.726,6.136,52.8
LOLC,5,15,2024-07,XGBoost P+M+N (+macro+news),125,5.164,24.68,34.446,7.093,41.6
LOLC,5,16,2025-01,naive (no change),114,3.46,21.331,26.729,4.231,0.9
LOLC,5,16,2025-01,"ARIMA(1,1,1)",114,3.609,22.177,27.858,4.389,40.4
LOLC,5,16,2025-01,Ridge P (price only),114,4.165,25.582,32.012,5.098,47.4
LOLC,5,16,2025-01,XGBoost P (price only),114,4.164,25.61,32.372,5.112,47.4
LOLC,5,16,2025-01,Ridge P+M (+macro),114,4.172,25.592,31.986,5.087,44.7
LOLC,5,16,2025-01,XGBoost P+M (+macro),114,6.664,40.964,50.177,7.793,40.4
LOLC,5,16,2025-01,Ridge P+M+N (+macro+news),114,4.199,25.751,32.144,5.108,43.9
LOLC,5,16,2025-01,XGBoost P+M+N (+macro+news),114,7.826,48.28,57.125,8.894,40.4
LOLC,5,17,2025-07,naive (no change),124,1.349,7.599,10.586,1.893,4.0
LOLC,5,17,2025-07,"ARIMA(1,1,1)",124,1.442,8.141,11.184,2.01,46.8
LOLC,5,17,2025-07,Ridge P (price only),124,1.84,10.329,13.912,2.455,46.0
LOLC,5,17,2025-07,XGBoost P (price only),124,1.954,10.96,14.277,2.535,40.3
LOLC,5,17,2025-07,Ridge P+M (+macro),124,1.906,10.697,14.162,2.501,43.5
LOLC,5,17,2025-07,XGBoost P+M (+macro),124,1.612,9.073,12.61,2.253,53.2
LOLC,5,17,2025-07,Ridge P+M+N (+macro+news),124,1.914,10.745,14.236,2.513,43.5
LOLC,5,17,2025-07,XGBoost P+M+N (+macro+news),124,1.649,9.268,12.488,2.231,47.6
LOLC,5,18,2026-01,naive (no change),118,2.466,13.739,18.147,3.265,3.4
LOLC,5,18,2026-01,"ARIMA(1,1,1)",118,2.518,14.02,18.306,3.289,37.3
LOLC,5,18,2026-01,Ridge P (price only),118,2.968,16.541,20.897,3.731,42.4
LOLC,5,18,2026-01,XGBoost P (price only),118,2.986,16.646,20.534,3.696,46.6
LOLC,5,18,2026-01,Ridge P+M (+macro),118,3.032,16.913,21.1,3.75,43.2
LOLC,5,18,2026-01,XGBoost P+M (+macro),118,2.955,16.487,20.328,3.638,46.6
LOLC,5,18,2026-01,Ridge P+M+N (+macro+news),118,3.037,16.94,21.133,3.755,39.0
LOLC,5,18,2026-01,XGBoost P+M+N (+macro+news),118,2.863,15.976,19.697,3.526,44.1
LFIN,1,0,2017-01,naive (no change),97,0.803,0.257,0.405,1.253,23.7
LFIN,1,0,2017-01,"ARIMA(1,1,1)",97,0.83,0.265,0.402,1.245,43.3
LFIN,1,0,2017-01,Ridge P (price only),97,0.916,0.293,0.435,1.344,35.1
LFIN,1,0,2017-01,XGBoost P (price only),97,0.861,0.275,0.41,1.268,44.3
LFIN,1,0,2017-01,Ridge P+M (+macro),97,0.942,0.301,0.436,1.347,36.1
LFIN,1,0,2017-01,XGBoost P+M (+macro),97,0.845,0.271,0.412,1.27,45.4
LFIN,1,0,2017-01,Ridge P+M+N (+macro+news),97,1.048,0.333,0.471,1.461,40.2
LFIN,1,0,2017-01,XGBoost P+M+N (+macro+news),97,0.899,0.288,0.431,1.331,37.1
LFIN,1,1,2017-07,naive (no change),81,0.842,0.274,0.437,1.337,22.2
LFIN,1,1,2017-07,"ARIMA(1,1,1)",81,0.954,0.311,0.446,1.372,43.2
LFIN,1,1,2017-07,Ridge P (price only),81,0.919,0.299,0.417,1.28,38.3
LFIN,1,1,2017-07,XGBoost P (price only),81,0.962,0.314,0.468,1.432,48.1
LFIN,1,1,2017-07,Ridge P+M (+macro),81,0.955,0.311,0.417,1.28,42.0
LFIN,1,1,2017-07,XGBoost P+M (+macro),81,0.878,0.287,0.416,1.279,45.7
LFIN,1,1,2017-07,Ridge P+M+N (+macro+news),81,0.939,0.306,0.411,1.262,45.7
LFIN,1,1,2017-07,XGBoost P+M+N (+macro+news),81,0.93,0.304,0.434,1.33,45.7
LFIN,1,2,2018-01,naive (no change),87,0.905,0.278,0.4,1.293,18.4
LFIN,1,2,2018-01,"ARIMA(1,1,1)",87,0.962,0.295,0.411,1.324,41.4
LFIN,1,2,2018-01,Ridge P (price only),87,0.916,0.281,0.396,1.277,48.3
LFIN,1,2,2018-01,XGBoost P (price only),87,0.978,0.3,0.406,1.312,50.6
LFIN,1,2,2018-01,Ridge P+M (+macro),87,0.91,0.279,0.391,1.261,48.3
LFIN,1,2,2018-01,XGBoost P+M (+macro),87,1.041,0.32,0.427,1.379,50.6
LFIN,1,2,2018-01,Ridge P+M+N (+macro+news),87,0.93,0.286,0.401,1.293,47.1
LFIN,1,2,2018-01,XGBoost P+M+N (+macro+news),87,1.035,0.318,0.426,1.375,52.9
LFIN,1,3,2018-07,naive (no change),83,1.042,0.308,0.449,1.517,20.5
LFIN,1,3,2018-07,"ARIMA(1,1,1)",83,1.093,0.323,0.453,1.529,42.2
LFIN,1,3,2018-07,Ridge P (price only),83,1.134,0.336,0.454,1.533,41.0
LFIN,1,3,2018-07,XGBoost P (price only),83,1.201,0.355,0.475,1.613,38.6
LFIN,1,3,2018-07,Ridge P+M (+macro),83,1.158,0.343,0.454,1.533,42.2
LFIN,1,3,2018-07,XGBoost P+M (+macro),83,1.185,0.351,0.485,1.649,42.2
LFIN,1,3,2018-07,Ridge P+M+N (+macro+news),83,1.174,0.348,0.456,1.54,49.4
LFIN,1,3,2018-07,XGBoost P+M+N (+macro+news),83,1.206,0.357,0.488,1.661,48.2
LFIN,1,4,2019-01,naive (no change),88,1.072,0.33,0.535,1.735,28.4
LFIN,1,4,2019-01,"ARIMA(1,1,1)",88,1.174,0.361,0.541,1.762,37.5
LFIN,1,4,2019-01,Ridge P (price only),88,1.124,0.346,0.512,1.667,37.5
LFIN,1,4,2019-01,XGBoost P (price only),88,1.2,0.369,0.517,1.686,42.0
LFIN,1,4,2019-01,Ridge P+M (+macro),88,1.116,0.343,0.509,1.657,40.9
LFIN,1,4,2019-01,XGBoost P+M (+macro),88,1.196,0.368,0.517,1.684,38.6
LFIN,1,4,2019-01,Ridge P+M+N (+macro+news),88,1.111,0.342,0.504,1.642,45.5
LFIN,1,4,2019-01,XGBoost P+M+N (+macro+news),88,1.206,0.371,0.511,1.671,40.9
LFIN,1,5,2019-07,naive (no change),94,0.981,0.332,0.466,1.391,16.0
LFIN,1,5,2019-07,"ARIMA(1,1,1)",94,1.012,0.343,0.475,1.417,37.2
LFIN,1,5,2019-07,Ridge P (price only),94,0.96,0.327,0.443,1.315,51.1
LFIN,1,5,2019-07,XGBoost P (price only),94,1.086,0.369,0.485,1.443,53.2
LFIN,1,5,2019-07,Ridge P+M (+macro),94,0.981,0.335,0.454,1.343,51.1
LFIN,1,5,2019-07,XGBoost P+M (+macro),94,1.096,0.377,0.492,1.445,50.0
LFIN,1,5,2019-07,Ridge P+M+N (+macro+news),94,1.01,0.345,0.462,1.37,45.7
LFIN,1,5,2019-07,XGBoost P+M+N (+macro+news),94,1.15,0.396,0.509,1.489,45.7
LFIN,1,6,2020-01,naive (no change),68,1.574,0.561,0.93,2.636,16.2
LFIN,1,6,2020-01,"ARIMA(1,1,1)",68,1.574,0.561,0.93,2.636,39.7
LFIN,1,6,2020-01,Ridge P (price only),68,1.719,0.608,0.953,2.74,47.1
LFIN,1,6,2020-01,XGBoost P (price only),68,1.904,0.674,1.039,2.925,45.6
LFIN,1,6,2020-01,Ridge P+M (+macro),68,1.767,0.625,0.963,2.776,47.1
LFIN,1,6,2020-01,XGBoost P+M (+macro),68,1.896,0.672,1.041,2.928,38.2
LFIN,1,6,2020-01,Ridge P+M+N (+macro+news),68,1.78,0.629,0.965,2.78,48.5
LFIN,1,6,2020-01,XGBoost P+M+N (+macro+news),68,1.863,0.659,1.021,2.872,45.6
LFIN,1,7,2020-07,naive (no change),125,0.859,0.297,0.447,1.28,12.0
LFIN,1,7,2020-07,"ARIMA(1,1,1)",125,0.869,0.301,0.448,1.284,41.6
LFIN,1,7,2020-07,Ridge P (price only),125,0.859,0.297,0.436,1.244,49.6
LFIN,1,7,2020-07,XGBoost P (price only),125,0.952,0.329,0.477,1.365,48.8
LFIN,1,7,2020-07,Ridge P+M (+macro),125,0.881,0.304,0.433,1.239,48.8
LFIN,1,7,2020-07,XGBoost P+M (+macro),125,1.013,0.349,0.486,1.393,48.0
LFIN,1,7,2020-07,Ridge P+M+N (+macro+news),125,0.873,0.302,0.427,1.221,51.2
LFIN,1,7,2020-07,XGBoost P+M+N (+macro+news),125,1.003,0.346,0.498,1.427,47.2
LFIN,1,8,2021-01,naive (no change),110,3.054,1.745,3.186,5.614,4.5
LFIN,1,8,2021-01,"ARIMA(1,1,1)",110,3.055,1.746,3.187,5.619,47.3
LFIN,1,8,2021-01,Ridge P (price only),110,3.278,1.866,3.292,5.837,46.4
LFIN,1,8,2021-01,XGBoost P (price only),110,3.118,1.777,3.23,5.699,57.3
LFIN,1,8,2021-01,Ridge P+M (+macro),110,3.272,1.869,3.266,5.809,46.4
LFIN,1,8,2021-01,XGBoost P+M (+macro),110,3.247,1.848,3.372,5.949,50.0
LFIN,1,8,2021-01,Ridge P+M+N (+macro+news),110,3.282,1.875,3.268,5.812,44.5
LFIN,1,8,2021-01,XGBoost P+M+N (+macro+news),110,3.294,1.869,3.367,5.973,52.7
LFIN,1,9,2021-07,naive (no change),124,1.161,0.744,0.999,1.571,5.6
LFIN,1,9,2021-07,"ARIMA(1,1,1)",124,1.164,0.746,1.001,1.574,46.0
LFIN,1,9,2021-07,Ridge P (price only),124,1.301,0.83,1.073,1.683,50.8
LFIN,1,9,2021-07,XGBoost P (price only),124,1.383,0.883,1.152,1.814,46.0
LFIN,1,9,2021-07,Ridge P+M (+macro),124,1.569,1.001,1.256,1.961,47.6
LFIN,1,9,2021-07,XGBoost P+M (+macro),124,1.583,1.008,1.279,2.017,42.7
LFIN,1,9,2021-07,Ridge P+M+N (+macro+news),124,1.556,0.992,1.249,1.951,47.6
LFIN,1,9,2021-07,XGBoost P+M+N (+macro+news),124,1.716,1.093,1.347,2.111,45.2
LFIN,1,10,2022-01,naive (no change),92,3.19,1.915,2.972,4.962,4.3
LFIN,1,10,2022-01,"ARIMA(1,1,1)",92,3.18,1.909,2.968,4.957,59.8
LFIN,1,10,2022-01,Ridge P (price only),92,3.238,1.954,2.937,4.885,52.2
LFIN,1,10,2022-01,XGBoost P (price only),92,3.541,2.101,3.134,5.203,47.8
LFIN,1,10,2022-01,Ridge P+M (+macro),92,3.55,2.107,3.078,5.171,57.6
LFIN,1,10,2022-01,XGBoost P+M (+macro),92,4.325,2.536,3.43,5.788,43.5
LFIN,1,10,2022-01,Ridge P+M+N (+macro+news),92,3.538,2.094,3.055,5.168,56.5
LFIN,1,10,2022-01,XGBoost P+M+N (+macro+news),92,4.326,2.53,3.45,5.827,41.3
LFIN,1,11,2022-07,naive (no change),97,1.959,0.819,1.122,2.649,9.3
LFIN,1,11,2022-07,"ARIMA(1,1,1)",97,2.016,0.839,1.143,2.689,47.4
LFIN,1,11,2022-07,Ridge P (price only),97,2.02,0.842,1.132,2.677,52.6
LFIN,1,11,2022-07,XGBoost P (price only),97,2.06,0.864,1.201,2.797,51.5
LFIN,1,11,2022-07,Ridge P+M (+macro),97,2.545,1.071,1.316,3.156,44.3
LFIN,1,11,2022-07,XGBoost P+M (+macro),97,2.092,0.878,1.174,2.76,47.4
LFIN,1,11,2022-07,Ridge P+M+N (+macro+news),97,2.101,0.881,1.14,2.709,49.5
LFIN,1,11,2022-07,XGBoost P+M+N (+macro+news),97,2.237,0.937,1.276,3.001,54.6
LFIN,1,12,2023-01,naive (no change),119,1.449,0.733,1.061,2.119,13.4
LFIN,1,12,2023-01,"ARIMA(1,1,1)",119,1.456,0.736,1.056,2.108,45.4
LFIN,1,12,2023-01,Ridge P (price only),119,1.486,0.755,1.082,2.141,44.5
LFIN,1,12,2023-01,XGBoost P (price only),119,1.502,0.758,1.092,2.187,47.9
LFIN,1,12,2023-01,Ridge P+M (+macro),119,1.5,0.762,1.093,2.168,51.3
LFIN,1,12,2023-01,XGBoost P+M (+macro),119,1.686,0.861,1.194,2.351,41.2
LFIN,1,12,2023-01,Ridge P+M+N (+macro+news),119,1.509,0.767,1.099,2.181,53.8
LFIN,1,12,2023-01,XGBoost P+M+N (+macro+news),119,1.519,0.77,1.122,2.229,46.2
LFIN,1,13,2023-07,naive (no change),123,1.174,0.763,0.984,1.513,7.3
LFIN,1,13,2023-07,"ARIMA(1,1,1)",123,1.181,0.769,0.985,1.516,44.7
LFIN,1,13,2023-07,Ridge P (price only),123,1.188,0.773,0.997,1.53,56.1
LFIN,1,13,2023-07,XGBoost P (price only),123,1.208,0.785,1.038,1.594,52.0
LFIN,1,13,2023-07,Ridge P+M (+macro),123,1.591,1.034,1.276,1.932,48.0
LFIN,1,13,2023-07,XGBoost P+M (+macro),123,1.271,0.825,1.055,1.616,50.4
LFIN,1,13,2023-07,Ridge P+M+N (+macro+news),123,1.639,1.065,1.303,1.974,48.0
LFIN,1,13,2023-07,XGBoost P+M+N (+macro+news),123,1.265,0.821,1.052,1.61,48.0
LFIN,1,14,2024-01,naive (no change),115,0.979,0.64,0.871,1.332,9.6
LFIN,1,14,2024-01,"ARIMA(1,1,1)",115,0.983,0.643,0.872,1.334,42.6
LFIN,1,14,2024-01,Ridge P (price only),115,0.99,0.646,0.855,1.304,47.8
LFIN,1,14,2024-01,XGBoost P (price only),115,0.995,0.651,0.867,1.322,47.8
LFIN,1,14,2024-01,Ridge P+M (+macro),115,0.99,0.647,0.858,1.308,51.3
LFIN,1,14,2024-01,XGBoost P+M (+macro),115,0.969,0.634,0.869,1.326,54.8
LFIN,1,14,2024-01,Ridge P+M+N (+macro+news),115,0.991,0.648,0.857,1.307,50.4
LFIN,1,14,2024-01,XGBoost P+M+N (+macro+news),115,0.98,0.641,0.871,1.327,47.8
LFIN,1,15,2024-07,naive (no change),125,0.891,0.646,0.89,1.208,8.8
LFIN,1,15,2024-07,"ARIMA(1,1,1)",125,0.89,0.645,0.882,1.198,51.2
LFIN,1,15,2024-07,Ridge P (price only),125,0.884,0.64,0.835,1.137,50.4
LFIN,1,15,2024-07,XGBoost P (price only),125,0.879,0.638,0.857,1.162,54.4
LFIN,1,15,2024-07,Ridge P+M (+macro),125,0.881,0.638,0.834,1.136,52.8
LFIN,1,15,2024-07,XGBoost P+M (+macro),125,0.882,0.641,0.863,1.166,58.4
LFIN,1,15,2024-07,Ridge P+M+N (+macro+news),125,0.885,0.64,0.836,1.138,52.0
LFIN,1,15,2024-07,XGBoost P+M+N (+macro+news),125,0.877,0.635,0.831,1.132,60.0
LFIN,1,16,2025-01,naive (no change),114,1.577,1.551,2.121,2.154,5.3
LFIN,1,16,2025-01,"ARIMA(1,1,1)",114,1.576,1.549,2.113,2.147,51.8
LFIN,1,16,2025-01,Ridge P (price only),114,1.607,1.579,2.128,2.162,47.4
LFIN,1,16,2025-01,XGBoost P (price only),114,1.668,1.641,2.219,2.24,54.4
LFIN,1,16,2025-01,Ridge P+M (+macro),114,1.601,1.574,2.128,2.159,48.2
LFIN,1,16,2025-01,XGBoost P+M (+macro),114,1.631,1.599,2.156,2.198,54.4
LFIN,1,16,2025-01,Ridge P+M+N (+macro+news),114,1.6,1.573,2.122,2.153,48.2
LFIN,1,16,2025-01,XGBoost P+M+N (+macro+news),114,1.658,1.631,2.203,2.229,53.5
LFIN,1,17,2025-07,naive (no change),124,1.246,1.841,2.476,1.695,5.6
LFIN,1,17,2025-07,"ARIMA(1,1,1)",124,1.246,1.841,2.479,1.697,48.4
LFIN,1,17,2025-07,Ridge P (price only),124,1.284,1.899,2.529,1.73,50.0
LFIN,1,17,2025-07,XGBoost P (price only),124,1.241,1.834,2.475,1.689,51.6
LFIN,1,17,2025-07,Ridge P+M (+macro),124,1.29,1.908,2.535,1.734,47.6
LFIN,1,17,2025-07,XGBoost P+M (+macro),124,1.251,1.849,2.513,1.713,52.4
LFIN,1,17,2025-07,Ridge P+M+N (+macro+news),124,1.296,1.918,2.538,1.735,46.8
LFIN,1,17,2025-07,XGBoost P+M+N (+macro+news),124,1.291,1.905,2.574,1.756,49.2
LFIN,1,18,2026-01,naive (no change),118,1.134,1.79,2.591,1.673,12.7
LFIN,1,18,2026-01,"ARIMA(1,1,1)",118,1.138,1.798,2.596,1.677,46.6
LFIN,1,18,2026-01,Ridge P (price only),118,1.165,1.842,2.632,1.695,45.8
LFIN,1,18,2026-01,XGBoost P (price only),118,1.292,2.03,2.754,1.784,42.4
LFIN,1,18,2026-01,Ridge P+M (+macro),118,1.175,1.858,2.646,1.703,41.5
LFIN,1,18,2026-01,XGBoost P+M (+macro),118,1.299,2.043,2.765,1.783,41.5
LFIN,1,18,2026-01,Ridge P+M+N (+macro+news),118,1.189,1.877,2.652,1.707,42.4
LFIN,1,18,2026-01,XGBoost P+M+N (+macro+news),118,1.285,2.018,2.781,1.801,42.4
LFIN,5,0,2017-01,naive (no change),97,1.805,0.583,0.876,2.746,11.3
