ticker,group,phase,n_features,horizon_days,horizon,n_train,n_test,acc_%,baseline_%,edge_pp,beats_baseline,ret_ratio,sign_edge_pp,fx_share_%,global_share_%,cpi_share_%
CFIN,finance,E,42,10,2 weeks,1942,488,38.7,39.5,-0.8,False,1.024,1.6,9.1,0.0,0.0
CFIN,finance,E2,54,10,2 weeks,1942,488,38.3,39.5,-1.2,False,1.098,3.3,7.0,13.1,6.8
CFIN,finance,A,9,15,3 weeks,1933,487,32.2,46.6,-14.4,False,1.005,2.7,0.0,0.0,0.0
CFIN,finance,D,38,15,3 weeks,1933,487,41.1,46.6,-5.5,False,1.043,-2.5,0.0,0.0,0.0
CFIN,finance,E,42,15,3 weeks,1933,487,42.1,46.6,-4.5,False,1.032,-3.7,9.4,0.0,0.0
CFIN,finance,E2,54,15,3 weeks,1933,487,40.5,46.6,-6.2,False,1.132,0.4,7.5,13.2,8.5
CFIN,finance,A,9,22,1 month,1920,486,39.7,42.2,-2.5,False,0.998,1.0,0.0,0.0,0.0
CFIN,finance,D,38,22,1 month,1920,486,38.7,42.2,-3.5,False,1.056,-2.7,0.0,0.0,0.0
CFIN,finance,E,42,22,1 month,1920,486,39.1,42.2,-3.1,False,1.047,-1.9,9.7,0.0,0.0
CFIN,finance,E2,54,22,1 month,1920,486,35.6,42.2,-6.6,False,1.107,-8.8,8.3,12.1,8.9
CFIN,finance,A,9,44,2 months,1880,482,38.8,44.8,-6.0,False,1.0,0.8,0.0,0.0,0.0
CFIN,finance,D,38,44,2 months,1880,482,31.3,44.8,-13.5,False,1.064,-7.5,0.0,0.0,0.0
CFIN,finance,E,42,44,2 months,1880,482,30.9,44.8,-13.9,False,1.053,-4.8,8.9,0.0,0.0
CFIN,finance,E2,54,44,2 months,1880,482,27.8,44.8,-17.0,False,1.077,-5.4,6.9,10.8,10.9
CFIN,finance,A,9,66,3 months,1841,477,36.7,43.8,-7.1,False,1.02,5.0,0.0,0.0,0.0
CFIN,finance,D,38,66,3 months,1841,477,38.8,43.8,-5.0,False,1.087,-4.0,0.0,0.0,0.0
CFIN,finance,E,42,66,3 months,1841,477,39.2,43.8,-4.6,False,1.075,-5.5,9.1,0.0,0.0
CFIN,finance,E2,54,66,3 months,1841,477,39.4,43.8,-4.4,False,1.058,0.0,7.3,11.1,9.1
CFIN,finance,A,9,132,6 months,1722,464,34.9,49.1,-14.2,False,0.991,-9.7,0.0,0.0,0.0
CFIN,finance,D,38,132,6 months,1722,464,40.1,49.1,-9.1,False,1.011,-11.4,0.0,0.0,0.0
CFIN,finance,E,42,132,6 months,1722,464,41.4,49.1,-7.8,False,1.001,-11.0,8.9,0.0,0.0
CFIN,finance,E2,54,132,6 months,1722,464,29.1,49.1,-20.0,False,0.89,-11.4,7.6,9.6,12.2
CFIN,finance,A,9,252,1 year,1506,440,28.9,78.0,-49.1,False,1.016,-69.3,0.0,0.0,0.0
CFIN,finance,D,38,252,1 year,1506,440,30.0,78.0,-48.0,False,0.994,-46.8,0.0,0.0,0.0
CFIN,finance,E,42,252,1 year,1506,440,33.4,78.0,-44.5,False,1.001,-46.4,8.2,0.0,0.0
CFIN,finance,E2,54,252,1 year,1506,440,32.0,78.0,-45.9,False,1.031,-59.5,6.3,7.6,11.6
JKH,control,A,9,1,1 day,2124,532,40.4,41.0,-0.6,False,1.0,-14.3,0.0,0.0,0.0
JKH,control,D,38,1,1 day,2124,532,35.5,41.0,-5.5,False,0.997,-15.4,0.0,0.0,0.0
JKH,control,E,42,1,1 day,2124,532,35.2,41.0,-5.8,False,0.998,-15.6,9.1,0.0,0.0
JKH,control,E2,54,1,1 day,2124,532,38.5,41.0,-2.4,False,1.007,-12.4,6.9,15.6,5.6
JKH,control,A,9,5,1 week,2117,531,36.0,38.8,-2.8,False,1.02,-12.2,0.0,0.0,0.0
JKH,control,D,38,5,1 week,2117,531,39.4,38.8,0.6,True,1.025,-9.0,0.0,0.0,0.0
JKH,control,E,42,5,1 week,2117,531,36.7,38.8,-2.1,False,1.024,-9.2,9.6,0.0,0.0
JKH,control,E2,54,5,1 week,2117,531,37.1,38.8,-1.7,False,1.041,-7.5,7.8,13.7,7.1
JKH,control,A,9,10,2 weeks,2108,530,35.8,37.5,-1.7,False,1.021,-8.9,0.0,0.0,0.0
JKH,control,D,38,10,2 weeks,2108,530,40.0,37.5,2.5,True,0.994,1.1,0.0,0.0,0.0
JKH,control,E,42,10,2 weeks,2108,530,40.9,37.5,3.4,True,0.995,2.1,9.3,0.0,0.0
JKH,control,E2,54,10,2 weeks,2108,530,41.1,37.5,3.6,True,0.996,2.3,7.2,12.8,7.7
JKH,control,A,9,15,3 weeks,2099,529,33.6,42.5,-8.9,False,1.007,-9.3,0.0,0.0,0.0
JKH,control,D,38,15,3 weeks,2099,529,42.9,42.5,0.4,True,0.989,3.0,0.0,0.0,0.0
JKH,control,E,42,15,3 weeks,2099,529,42.5,42.5,0.0,False,0.985,3.2,9.5,0.0,0.0
JKH,control,E2,54,15,3 weeks,2099,529,43.5,42.5,0.9,True,0.975,3.0,7.5,12.0,8.4
JKH,control,A,9,22,1 month,2086,528,37.7,40.9,-3.2,False,0.995,-3.4,0.0,0.0,0.0
JKH,control,D,38,22,1 month,2086,528,39.4,40.9,-1.5,False,1.002,0.2,0.0,0.0,0.0
JKH,control,E,42,22,1 month,2086,528,39.8,40.9,-1.1,False,0.998,0.6,9.5,0.0,0.0
JKH,control,E2,54,22,1 month,2086,528,40.2,40.9,-0.8,False,0.984,-1.1,6.9,11.4,10.2
JKH,control,A,9,44,2 months,2047,523,39.0,38.0,1.0,True,0.993,0.6,0.0,0.0,0.0
JKH,control,D,38,44,2 months,2047,523,34.2,38.0,-3.8,False,1.056,0.2,0.0,0.0,0.0
JKH,control,E,42,44,2 months,2047,523,34.2,38.0,-3.8,False,1.052,2.9,7.1,0.0,0.0
JKH,control,E2,54,44,2 months,2047,523,32.3,38.0,-5.7,False,1.043,7.8,5.2,10.6,9.5
JKH,control,A,9,66,3 months,2007,519,36.0,40.5,-4.4,False,0.978,9.1,0.0,0.0,0.0
JKH,control,D,38,66,3 months,2007,519,47.8,40.5,7.3,True,1.026,14.1,0.0,0.0,0.0
JKH,control,E,42,66,3 months,2007,519,46.8,40.5,6.4,True,1.017,16.2,6.0,0.0,0.0
JKH,control,E2,54,66,3 months,2007,519,43.0,40.5,2.5,True,1.028,11.8,5.1,9.5,11.5
JKH,control,A,9,132,6 months,1888,506,40.5,29.1,11.5,True,1.005,-1.8,0.0,0.0,0.0
JKH,control,D,38,132,6 months,1888,506,27.5,29.1,-1.6,False,1.363,-2.8,0.0,0.0,0.0
JKH,control,E,42,132,6 months,1888,506,27.5,29.1,-1.6,False,1.327,2.8,6.8,0.0,0.0
JKH,control,E2,54,132,6 months,1888,506,23.5,29.1,-5.5,False,1.39,-4.7,5.8,7.6,12.9
JKH,control,A,9,252,1 year,1672,482,37.6,47.3,-9.8,False,1.047,-35.5,0.0,0.0,0.0
JKH,control,D,38,252,1 year,1672,482,45.2,47.3,-2.1,False,0.99,-17.2,0.0,0.0,0.0
JKH,control,E,42,252,1 year,1672,482,40.7,47.3,-6.6,False,1.003,-17.0,6.6,0.0,0.0
JKH,control,E2,54,252,1 year,1672,482,28.4,47.3,-18.9,False,1.32,-31.5,4.7,8.0,14.3
DIAL,control,A,9,1,1 day,2092,524,32.8,36.3,-3.4,False,1.006,-15.6,0.0,0.0,0.0
DIAL,control,D,38,1,1 day,2092,524,38.2,36.3,1.9,True,1.008,-13.2,0.0,0.0,0.0
DIAL,control,E,42,1,1 day,2092,524,36.5,36.3,0.2,True,1.022,-15.6,9.1,0.0,0.0
DIAL,control,E2,54,1,1 day,2092,524,39.5,36.3,3.2,True,1.045,-17.2,7.2,16.3,5.6
DIAL,control,A,9,5,1 week,2085,523,40.3,44.2,-3.8,False,0.999,-7.6,0.0,0.0,0.0
DIAL,control,D,38,5,1 week,2085,523,38.0,44.2,-6.1,False,0.979,0.4,0.0,0.0,0.0
DIAL,control,E,42,5,1 week,2085,523,36.9,44.2,-7.3,False,0.993,-3.4,9.0,0.0,0.0
DIAL,control,E2,54,5,1 week,2085,523,35.8,44.2,-8.4,False,1.036,-10.5,7.2,14.2,6.5
DIAL,control,A,9,10,2 weeks,2076,522,35.2,46.6,-11.3,False,1.003,-13.0,0.0,0.0,0.0
DIAL,control,D,38,10,2 weeks,2076,522,42.9,46.6,-3.6,False,0.974,-0.8,0.0,0.0,0.0
DIAL,control,E,42,10,2 weeks,2076,522,39.1,46.6,-7.5,False,0.986,-3.3,10.4,0.0,0.0
DIAL,control,E2,54,10,2 weeks,2076,522,31.6,46.6,-14.9,False,1.018,-13.8,7.8,13.7,7.9
DIAL,control,A,9,15,3 weeks,2067,521,36.5,48.2,-11.7,False,1.0,-12.1,0.0,0.0,0.0
DIAL,control,D,38,15,3 weeks,2067,521,46.6,48.2,-1.5,False,0.976,1.2,0.0,0.0,0.0
DIAL,control,E,42,15,3 weeks,2067,521,41.1,48.2,-7.1,False,0.986,-6.9,10.5,0.0,0.0
DIAL,control,E2,54,15,3 weeks,2067,521,29.9,48.2,-18.2,False,1.029,-17.9,8.4,13.2,8.7
DIAL,control,A,9,22,1 month,2054,520,40.0,47.3,-7.3,False,1.0,-12.3,0.0,0.0,0.0
DIAL,control,D,38,22,1 month,2054,520,43.1,47.3,-4.2,False,0.977,-4.4,0.0,0.0,0.0
DIAL,control,E,42,22,1 month,2054,520,39.4,47.3,-7.9,False,0.983,-8.8,10.1,0.0,0.0
DIAL,control,E2,54,22,1 month,2054,520,32.3,47.3,-15.0,False,1.038,-23.3,7.8,12.3,8.6
DIAL,control,A,9,44,2 months,2015,515,35.3,61.7,-26.4,False,1.013,-27.4,0.0,0.0,0.0
DIAL,control,D,38,44,2 months,2015,515,25.6,61.7,-36.1,False,1.031,-38.8,0.0,0.0,0.0
DIAL,control,E,42,44,2 months,2015,515,31.1,61.7,-30.7,False,0.984,-24.5,9.1,0.0,0.0
DIAL,control,E2,54,44,2 months,2015,515,31.5,61.7,-30.3,False,1.037,-40.6,7.6,10.3,8.0
DIAL,control,A,9,66,3 months,1975,511,45.4,82.0,-36.6,False,0.994,-30.1,0.0,0.0,0.0
DIAL,control,D,38,66,3 months,1975,511,25.2,82.0,-56.8,False,1.011,-36.8,0.0,0.0,0.0
DIAL,control,E,42,66,3 months,1975,511,29.7,82.0,-52.3,False,0.969,-26.8,9.8,0.0,0.0
DIAL,control,E2,54,66,3 months,1975,511,23.7,82.0,-58.3,False,0.982,-35.0,8.3,9.5,9.8
DIAL,control,A,9,132,6 months,1856,498,49.6,78.3,-28.7,False,0.999,-20.5,0.0,0.0,0.0
DIAL,control,D,38,132,6 months,1856,498,38.8,78.3,-39.6,False,1.046,-33.9,0.0,0.0,0.0
DIAL,control,E,42,132,6 months,1856,498,29.7,78.3,-48.6,False,1.041,-44.8,11.6,0.0,0.0
DIAL,control,E2,54,132,6 months,1856,498,37.6,78.3,-40.8,False,0.968,-26.3,9.8,6.8,8.8
DIAL,control,A,9,252,1 year,1640,474,33.8,47.7,-13.9,False,0.998,-34.0,0.0,0.0,0.0
DIAL,control,D,38,252,1 year,1640,474,18.6,47.7,-29.1,False,0.988,-30.2,0.0,0.0,0.0
DIAL,control,E,42,252,1 year,1640,474,19.4,47.7,-28.3,False,0.981,-26.2,7.0,0.0,0.0
DIAL,control,E2,54,252,1 year,1640,474,23.0,47.7,-24.7,False,1.011,-49.4,5.5,7.3,9.8
CTC,control,A,9,1,1 day,1892,474,53.4,61.6,-8.2,False,1.004,-5.5,0.0,0.0,0.0
CTC,control,D,38,1,1 day,1892,474,37.6,61.6,-24.1,False,0.997,-3.4,0.0,0.0,0.0
CTC,control,E,42,1,1 day,1892,474,32.9,61.6,-28.7,False,0.997,-2.7,8.9,0.0,0.0
CTC,control,E2,54,1,1 day,1892,474,35.7,61.6,-25.9,False,1.003,-3.8,6.8,15.7,5.7
CTC,control,A,9,5,1 week,1885,473,52.4,55.2,-2.7,False,1.018,-3.4,0.0,0.0,0.0
CTC,control,D,38,5,1 week,1885,473,44.4,55.2,-10.8,False,1.04,0.2,0.0,0.0,0.0
CTC,control,E,42,5,1 week,1885,473,43.6,55.2,-11.6,False,1.04,-0.6,8.9,0.0,0.0
CTC,control,E2,54,5,1 week,1885,473,44.4,55.2,-10.8,False,1.046,-1.7,6.8,13.9,7.2
CTC,control,A,9,10,2 weeks,1876,472,44.9,48.5,-3.6,False,0.989,-4.7,0.0,0.0,0.0
CTC,control,D,38,10,2 weeks,1876,472,42.2,48.5,-6.4,False,0.989,-3.0,0.0,0.0,0.0
CTC,control,E,42,10,2 weeks,1876,472,37.3,48.5,-11.2,False,0.99,-4.0,8.5,0.0,0.0
CTC,control,E2,54,10,2 weeks,1876,472,39.6,48.5,-8.9,False,1.062,-4.0,6.5,12.5,9.0
CTC,control,A,9,15,3 weeks,1867,471,46.3,47.3,-1.1,False,0.992,-4.2,0.0,0.0,0.0
CTC,control,D,38,15,3 weeks,1867,471,37.2,47.3,-10.2,False,1.034,-3.0,0.0,0.0,0.0
CTC,control,E,42,15,3 weeks,1867,471,36.3,47.3,-11.0,False,1.032,-4.5,8.5,0.0,0.0
CTC,control,E2,54,15,3 weeks,1867,471,34.6,47.3,-12.7,False,1.153,-14.9,6.3,11.3,9.1
CTC,control,A,9,22,1 month,1854,470,44.7,44.3,0.4,True,1.0,-2.8,0.0,0.0,0.0
CTC,control,D,38,22,1 month,1854,470,35.7,44.3,-8.5,False,1.065,-7.7,0.0,0.0,0.0
CTC,control,E,42,22,1 month,1854,470,34.9,44.3,-9.4,False,1.079,-8.9,8.6,0.0,0.0
CTC,control,E2,54,22,1 month,1854,470,32.3,44.3,-11.9,False,1.186,-25.5,6.5,10.6,9.3
CTC,control,A,9,44,2 months,1815,465,46.9,51.6,-4.7,False,1.004,-7.5,0.0,0.0,0.0
CTC,control,D,38,44,2 months,1815,465,26.7,51.6,-24.9,False,1.306,-26.7,0.0,0.0,0.0
CTC,control,E,42,44,2 months,1815,465,26.9,51.6,-24.7,False,1.258,-26.2,7.3,0.0,0.0
CTC,control,E2,54,44,2 months,1815,465,27.7,51.6,-23.9,False,1.352,-35.3,5.2,8.9,10.2
CTC,control,A,9,66,3 months,1775,461,36.4,52.7,-16.3,False,1.018,-9.1,0.0,0.0,0.0
CTC,control,D,38,66,3 months,1775,461,28.0,52.7,-24.7,False,1.633,-51.6,0.0,0.0,0.0
CTC,control,E,42,66,3 months,1775,461,29.9,52.7,-22.8,False,1.589,-51.4,7.9,0.0,0.0
CTC,control,E2,54,66,3 months,1775,461,22.8,52.7,-29.9,False,1.653,-59.7,6.0,10.1,11.1
CTC,control,A,9,132,6 months,1656,448,29.7,81.9,-52.2,False,1.068,-25.2,0.0,0.0,0.0
CTC,control,D,38,132,6 months,1656,448,12.9,81.9,-69.0,False,1.535,-74.3,0.0,0.0,0.0
CTC,control,E,42,132,6 months,1656,448,15.0,81.9,-67.0,False,1.495,-71.0,9.1,0.0,0.0
CTC,control,E2,54,132,6 months,1656,448,12.5,81.9,-69.4,False,1.821,-78.8,6.8,7.8,11.9
CTC,control,A,9,252,1 year,1440,424,19.3,97.6,-78.3,False,1.083,-71.5,0.0,0.0,0.0
CTC,control,D,38,252,1 year,1440,424,3.8,97.6,-93.9,False,1.251,-82.8,0.0,0.0,0.0
CTC,control,E,42,252,1 year,1440,424,0.5,97.6,-97.2,False,1.267,-76.2,9.6,0.0,0.0
CTC,control,E2,54,252,1 year,1440,424,8.5,97.6,-89.2,False,1.226,-91.5,6.8,5.2,10.7
DIST,control,A,9,1,1 day,1767,443,39.3,36.1,3.2,True,1.002,-8.6,0.0,0.0,0.0
DIST,control,D,38,1,1 day,1767,443,38.1,36.1,2.0,True,0.999,-7.9,0.0,0.0,0.0
DIST,control,E,42,1,1 day,1767,443,38.6,36.1,2.5,True,0.999,-9.3,9.4,0.0,0.0
DIST,control,E2,54,1,1 day,1767,443,37.0,36.1,0.9,True,1.022,-5.9,7.3,15.5,6.3
DIST,control,A,9,5,1 week,1760,442,35.5,35.1,0.5,True,1.002,-5.0,0.0,0.0,0.0
DIST,control,D,38,5,1 week,1760,442,36.0,35.1,0.9,True,1.018,-2.3,0.0,0.0,0.0
DIST,control,E,42,5,1 week,1760,442,38.0,35.1,2.9,True,1.011,-1.1,9.2,0.0,0.0
DIST,control,E2,54,5,1 week,1760,442,36.9,35.1,1.8,True,1.004,-0.2,7.1,14.2,6.6
DIST,control,A,9,10,2 weeks,1751,441,33.1,33.1,0.0,False,1.009,-3.9,0.0,0.0,0.0
DIST,control,D,38,10,2 weeks,1751,441,37.2,33.1,4.1,True,1.047,-3.6,0.0,0.0,0.0
DIST,control,E,42,10,2 weeks,1751,441,37.6,33.1,4.5,True,1.033,-5.0,9.6,0.0,0.0
DIST,control,E2,54,10,2 weeks,1751,441,38.8,33.1,5.7,True,1.088,-4.5,7.3,13.0,7.3
DIST,control,A,9,15,3 weeks,1742,440,35.2,33.9,1.4,True,1.002,-3.0,0.0,0.0,0.0
DIST,control,D,38,15,3 weeks,1742,440,39.3,33.9,5.5,True,1.032,-3.0,0.0,0.0,0.0
DIST,control,E,42,15,3 weeks,1742,440,41.8,33.9,8.0,True,1.028,-3.4,8.8,0.0,0.0
DIST,control,E2,54,15,3 weeks,1742,440,42.0,33.9,8.2,True,1.072,-4.3,6.7,12.3,8.0
DIST,control,A,9,22,1 month,1730,438,32.0,37.0,-5.0,False,0.998,-0.5,0.0,0.0,0.0
DIST,control,D,38,22,1 month,1730,438,35.4,37.0,-1.6,False,1.079,-15.8,0.0,0.0,0.0
DIST,control,E,42,22,1 month,1730,438,36.5,37.0,-0.5,False,1.059,-9.6,8.9,0.0,0.0
DIST,control,E2,54,22,1 month,1730,438,33.1,37.0,-3.9,False,1.154,-9.8,6.7,12.0,7.8
DIST,control,A,9,44,2 months,1690,434,43.8,32.5,11.3,True,1.001,-0.5,0.0,0.0,0.0
DIST,control,D,38,44,2 months,1690,434,40.6,32.5,8.1,True,1.127,-17.5,0.0,0.0,0.0
DIST,control,E,42,44,2 months,1690,434,38.7,32.5,6.2,True,1.092,-15.0,7.9,0.0,0.0
DIST,control,E2,54,44,2 months,1690,434,38.7,32.5,6.2,True,1.181,-14.5,6.5,9.4,8.0
DIST,control,A,9,66,3 months,1650,430,32.8,45.1,-12.3,False,1.047,-17.9,0.0,0.0,0.0
DIST,control,D,38,66,3 months,1650,430,42.8,45.1,-2.3,False,1.031,-6.7,0.0,0.0,0.0
DIST,control,E,42,66,3 months,1650,430,42.6,45.1,-2.6,False,1.055,-7.2,7.8,0.0,0.0
DIST,control,E2,54,66,3 months,1650,430,50.7,45.1,5.6,True,1.026,-0.7,5.4,8.2,10.6
DIST,control,A,9,132,6 months,1532,416,23.1,57.9,-34.9,False,1.101,-50.7,0.0,0.0,0.0
DIST,control,D,38,132,6 months,1532,416,56.7,57.9,-1.2,False,0.925,-12.5,0.0,0.0,0.0
DIST,control,E,42,132,6 months,1532,416,53.1,57.9,-4.8,False,0.936,-16.8,7.5,0.0,0.0
DIST,control,E2,54,132,6 months,1532,416,53.4,57.9,-4.6,False,1.009,-18.8,5.2,7.0,12.3
DIST,control,A,9,252,1 year,1316,392,17.3,89.5,-72.2,False,1.053,-73.7,0.0,0.0,0.0
DIST,control,D,38,252,1 year,1316,392,55.9,89.5,-33.7,False,0.923,-21.2,0.0,0.0,0.0
DIST,control,E,42,252,1 year,1316,392,58.2,89.5,-31.4,False,0.923,-20.2,6.4,0.0,0.0
DIST,control,E2,54,252,1 year,1316,392,49.0,89.5,-40.6,False,1.004,-39.5,5.4,7.2,15.7
